PLAYER_ID,PLAYER_NAME,W,L,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT
1641767,Ben Sheppard,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627732,Ben Simmons,1,2,7.0,1.0,3.0,0.333,0.3,0.7,0.5,2.3,0.333,3.7,0.524,1.7,0.238,0.0,0.0,0.3,0.048
1631097,Bennedict Mathurin,2,1,6.7,1.0,4.3,0.231,0.7,0.7,1.0,2.7,0.4,1.7,0.25,0.0,0.0,0.0,0.0,0.3,0.05
1641731,Bilal Coulibaly,1,2,1.0,0.3,0.3,1.0,0.0,0.0,0.0,0.7,0.667,0.7,0.667,0.0,0.0,0.0,0.0,0.0,0.0
1631104,Blake Wesley,0,1,3.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.333,2.0,0.667,0.0,0.0,0.0,0.0,1.0,0.333
1626246,Boban Marjanovic,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626171,Bobby Portis,2,1,4.0,1.3,2.3,0.571,0.7,1.3,0.5,3.7,0.917,0.7,0.167,0.3,0.083,0.0,0.0,0.7,0.167
203992,Bogdan Bogdanovic,2,2,3.3,0.3,1.0,0.25,0.0,0.0,0.0,0.5,0.154,1.8,0.538,0.8,0.231,0.5,0.154,0.0,0.0
1629626,Bol Bol,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630538,Bones Hyland,2,1,3.7,1.3,2.3,0.571,0.7,0.7,1.0,3.3,0.909,0.7,0.182,0.3,0.091,0.0,0.0,0.3,0.091
1641764,Brandin Podziemski,1,0,8.0,2.0,4.0,0.5,1.0,2.0,0.5,5.0,0.625,2.0,0.25,1.0,0.125,1.0,0.125,1.0,0.125
1627742,Brandon Ingram,2,0,9.5,3.0,5.0,0.6,0.0,0.0,0.0,6.5,0.684,2.0,0.211,0.0,0.0,2.0,0.211,0.0,0.0
1641706,Brandon Miller,1,2,5.7,1.0,2.7,0.375,1.0,1.3,0.75,3.0,0.529,1.7,0.294,0.7,0.118,0.7,0.118,0.7,0.118
1630296,Braxton Key,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641729,Brice Sensabaugh,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201572,Brook Lopez,2,1,1.0,0.3,1.0,0.333,0.0,0.0,0.0,0.7,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628971,Bruce Brown,2,1,7.7,1.7,3.3,0.5,0.0,0.0,0.0,3.3,0.435,3.3,0.435,0.7,0.087,0.3,0.043,0.0,0.0
1628981,Bruno Fernando,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627741,Buddy Hield,2,1,4.7,1.3,2.7,0.5,0.0,0.0,0.0,2.7,0.571,1.3,0.286,0.3,0.071,0.7,0.143,0.0,0.0
203468,CJ McCollum,2,1,9.0,1.7,5.0,0.333,1.3,2.0,0.667,5.3,0.593,3.0,0.333,0.7,0.074,0.0,0.0,1.0,0.111
1630595,Cade Cunningham,2,2,15.5,3.5,7.3,0.483,1.5,1.8,0.857,8.5,0.548,5.8,0.371,1.0,0.065,1.5,0.097,1.0,0.065
1631216,Caleb Houstan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628997,Caleb Martin,1,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1629629,Cam Reddish,2,2,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.3,0.25,0.0,0.0,0.3,0.25,0.3,0.25
1630560,Cam Thomas,1,2,14.7,7.3,10.0,0.733,5.0,6.0,0.833,20.0,1.364,1.3,0.091,0.0,0.0,0.0,0.0,3.0,0.205
1641715,Cam Whitmore,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629661,Cameron Johnson,0,1,4.0,1.0,2.0,0.5,0.0,0.0,0.0,2.0,0.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1626166,Cameron Payne,2,1,1.3,0.7,0.7,1.0,0.0,0.0,0.0,1.3,1.0,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1627747,Caris LeVert,1,2,16.7,3.3,8.7,0.385,0.7,2.0,0.333,7.3,0.44,6.7,0.4,1.3,0.08,0.0,0.0,1.0,0.06
1641717,Cason Wallace,3,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3,0.5,0.0,0.0,0.0,0.0
1626224,Cedi Osman,1,2,3.3,1.0,1.3,0.75,0.0,0.0,0.0,2.0,0.6,1.7,0.5,0.0,0.0,0.3,0.1,0.0,0.0
1629646,Charles Bassey,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631096,Chet Holmgren,3,1,4.3,1.5,1.8,0.857,2.0,2.5,0.8,5.0,1.176,1.0,0.235,0.0,0.0,0.3,0.059,1.3,0.294
1629002,Chimezie Metu,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628449,Chris Boucher,0,3,0.3,0.0,0.0,0.0,0.7,0.7,1.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0
1630537,Chris Duarte,2,1,2.0,0.7,0.7,1.0,0.0,0.0,0.0,1.7,0.833,1.3,0.667,0.3,0.167,0.0,0.0,0.0,0.0
101108,Chris Paul,3,1,9.5,2.0,4.0,0.5,0.0,0.0,0.0,4.5,0.474,4.8,0.5,1.0,0.105,0.3,0.026,0.0,0.0
1631128,Christian Braun,4,0,3.8,1.0,2.0,0.5,0.5,1.0,0.5,2.8,0.733,1.0,0.267,0.3,0.067,0.3,0.067,0.5,0.133
1626174,Christian Wood,2,2,2.3,0.3,0.5,0.5,0.8,1.0,0.75,1.3,0.556,0.5,0.222,0.0,0.0,0.3,0.111,0.5,0.222
1629643,Chuma Okeke,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203991,Clint Capela,2,2,0.3,0.0,0.0,0.0,0.5,0.5,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0
1629632,Coby White,2,2,9.8,0.8,3.0,0.25,1.8,2.0,0.875,3.3,0.333,4.8,0.487,2.0,0.205,1.0,0.103,1.0,0.103
203469,Cody Zeller,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641732,Colby Jones,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630175,Cole Anthony,2,1,11.7,3.3,6.0,0.556,1.3,2.0,0.667,8.3,0.714,3.3,0.286,0.3,0.029,1.0,0.086,1.0,0.086
1631306,Cole Swider,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631221,Collin Gillespie,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629012,Collin Sexton,1,3,8.0,1.8,4.3,0.412,1.5,1.5,1.0,5.0,0.625,2.0,0.25,0.5,0.063,0.3,0.031,0.8,0.094
1630557,Corey Kispert,1,2,5.7,1.7,3.0,0.556,0.7,1.3,0.5,4.3,0.765,1.3,0.235,0.3,0.059,0.3,0.059,0.7,0.118
202709,Cory Joseph,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0
1641854,Craig Porter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626156,D'Angelo Russell,2,2,6.3,1.5,3.5,0.429,0.5,1.0,0.5,3.5,0.56,1.8,0.28,0.5,0.08,0.3,0.04,0.5,0.08
1629610,DaQuan Jeffries,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630227,Daishen Nix,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630625,Dalano Banton,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631207,Dalen Terry,0,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1627745,Damian Jones,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203081,Damian Lillard,2,1,7.0,2.3,3.0,0.778,3.3,4.0,0.833,8.7,1.238,0.7,0.095,0.7,0.095,0.7,0.095,2.0,0.286
1629655,Daniel Gafford,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201568,Danilo Gallinari,1,2,1.0,0.7,0.7,1.0,0.3,0.7,0.5,1.7,1.667,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.333
201980,Danny Green,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203957,Dante Exum,3,0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.333,0.0,0.0,0.0,0.0,0.0,0.0
1627863,Danuel House Jr.,2,0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203967,Dario Saric,3,1,1.5,0.3,1.0,0.25,0.3,0.5,0.5,0.8,0.5,0.3,0.167,0.0,0.0,0.0,0.0,0.3,0.167
1629636,Darius Garland,1,0,18.0,5.0,6.0,0.833,0.0,0.0,0.0,10.0,0.556,9.0,0.5,3.0,0.167,2.0,0.111,0.0,0.0
1631223,David Roddy,0,4,2.3,0.5,1.0,0.5,0.0,0.0,0.0,1.3,0.556,1.0,0.444,0.3,0.111,0.3,0.111,0.0,0.0
1630558,Davion Mitchell,2,1,3.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.727,0.3,0.091,0.3,0.091,0.0,0.0
202722,Davis Bertans,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630549,Day'Ron Sharpe,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628368,De'Aaron Fox,2,1,18.0,6.7,10.0,0.667,2.7,3.3,0.8,16.7,0.926,4.7,0.259,0.3,0.019,0.7,0.037,1.7,0.093
1629631,De'Andre Hunter,2,2,4.0,1.0,2.0,0.5,1.0,1.0,1.0,3.0,0.75,1.0,0.25,0.5,0.125,0.5,0.125,0.5,0.125
1629001,De'Anthony Melton,2,1,2.7,0.3,1.3,0.25,0.7,0.7,1.0,1.7,0.625,1.0,0.375,1.0,0.375,0.0,0.0,0.3,0.125
201942,DeMar DeRozan,2,2,12.5,3.5,7.5,0.467,1.3,1.8,0.714,7.8,0.62,3.8,0.3,0.8,0.06,0.3,0.02,1.0,0.08
1629731,Dean Wade,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629028,Deandre Ayton,1,3,0.8,0.5,0.8,0.667,0.0,0.0,0.0,1.0,1.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627749,Dejounte Murray,2,2,13.0,3.3,5.8,0.565,1.3,1.5,0.833,8.0,0.615,5.5,0.423,1.8,0.135,1.0,0.077,0.8,0.058
1626153,Delon Wright,1,2,4.3,0.7,2.7,0.25,0.7,0.7,1.0,2.3,0.538,1.0,0.231,0.3,0.077,0.3,0.077,0.3,0.077
1630166,Deni Avdija,1,2,3.0,1.0,2.0,0.5,0.0,0.0,0.0,2.0,0.667,0.7,0.222,0.0,0.0,0.3,0.111,0.0,0.0
203471,Dennis Schroder,1,3,14.3,1.8,5.8,0.304,1.0,1.0,1.0,4.8,0.333,6.3,0.439,1.8,0.123,1.3,0.088,0.5,0.035
1628372,Dennis Smith Jr.,1,2,3.0,0.0,1.0,0.0,0.3,0.7,0.5,0.3,0.111,1.0,0.333,0.0,0.0,0.3,0.111,0.3,0.111
1641726,Dereck Lively II,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627884,Derrick Jones Jr.,3,0,1.3,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0
201565,Derrick Rose,0,4,8.8,0.5,3.5,0.143,0.3,0.5,0.5,1.3,0.143,4.0,0.457,1.0,0.114,0.3,0.029,0.3,0.029
1628401,Derrick White,3,0,5.7,1.3,2.0,0.667,1.3,1.3,1.0,4.0,0.706,2.3,0.412,0.7,0.118,0.0,0.0,0.7,0.118
1630217,Desmond Bane,0,4,11.3,3.3,6.0,0.542,1.3,1.5,0.833,7.8,0.689,3.8,0.333,0.8,0.067,0.3,0.022,0.8,0.067
1626164,Devin Booker,1,0,12.0,3.0,6.0,0.5,2.0,2.0,1.0,8.0,0.667,5.0,0.417,0.0,0.0,0.0,0.0,1.0,0.083
1630170,Devin Vassell,1,2,4.0,1.3,2.0,0.667,1.3,1.3,1.0,4.3,1.083,1.0,0.25,0.0,0.0,0.3,0.083,0.7,0.167
1628415,Dillon Brooks,0,3,5.3,1.3,2.3,0.571,1.3,1.3,1.0,4.0,0.75,2.0,0.375,0.7,0.125,0.0,0.0,0.7,0.125
1627734,Domantas Sabonis,2,1,5.0,1.7,2.3,0.714,0.3,0.7,0.5,4.0,0.8,1.7,0.333,0.0,0.0,0.7,0.133,0.3,0.067
1631230,Dominick Barlow,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1628378,Donovan Mitchell,1,1,17.5,4.0,6.5,0.615,2.0,2.0,1.0,10.0,0.571,8.0,0.457,3.0,0.171,1.0,0.057,1.0,0.057
1628978,Donte DiVincenzo,1,2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.714,0.3,0.143,0.3,0.143,0.0,0.0
1627827,Dorian Finney-Smith,1,2,2.7,0.3,0.7,0.5,0.0,0.0,0.0,0.7,0.25,1.0,0.375,0.3,0.125,0.7,0.25,0.0,0.0
203926,Doug McDermott,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203110,Draymond Green,2,0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.5,0.2,0.5,0.2,0.0,0.0
1629234,Drew Eubanks,2,1,1.3,0.3,1.0,0.333,0.0,0.0,0.0,0.7,0.5,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0
1630696,Dru Smith,1,2,1.7,0.3,1.0,0.333,0.0,0.0,0.0,0.7,0.4,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0
1629130,Duncan Robinson,1,3,3.3,0.8,1.5,0.5,0.0,0.0,0.0,1.5,0.462,1.8,0.538,0.5,0.154,0.0,0.0,0.0,0.0
203939,Dwight Powell,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629685,Dylan Windler,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630700,Dyson Daniels,2,1,3.3,1.0,1.3,0.75,0.0,0.0,0.0,2.0,0.6,1.7,0.5,0.3,0.1,0.3,0.1,0.0,0.0
1630604,E.J. Liddell,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641734,Emoni Bates,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201569,Eric Gordon,2,1,8.0,3.0,5.0,0.6,0.0,0.0,0.0,6.3,0.792,2.7,0.333,0.7,0.083,0.3,0.042,0.0,0.0
1630647,Eugene Omoruyi,0,2,2.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.25
1630596,Evan Mobley,1,2,6.7,2.3,4.0,0.583,0.3,0.7,0.5,5.0,0.75,2.0,0.3,0.7,0.1,0.3,0.05,0.3,0.05
1630196,Filip Petrusev,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630532,Franz Wagner,2,1,12.7,1.3,4.0,0.333,4.3,4.7,0.929,7.3,0.579,5.0,0.395,0.7,0.053,1.0,0.079,2.3,0.184
1627832,Fred VanVleet,0,3,10.0,1.3,4.0,0.333,0.0,0.0,0.0,2.7,0.267,4.3,0.433,1.0,0.1,1.7,0.167,0.0,0.0
1627788,Furkan Korkmaz,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641713,GG Jackson,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629216,Gabe Vincent,2,2,2.8,1.3,1.5,0.833,0.8,1.0,0.75,2.8,1.0,1.0,0.364,0.5,0.182,0.0,0.0,0.3,0.091
203914,Gary Harris,2,1,2.3,0.7,1.0,0.667,0.0,0.0,0.0,1.3,0.571,1.0,0.429,0.0,0.0,0.3,0.143,0.0,0.0
1627780,Gary Payton II,3,1,0.3,0.3,0.3,1.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629018,Gary Trent Jr.,1,3,4.8,0.3,2.3,0.111,0.5,1.0,0.5,1.0,0.211,1.8,0.368,0.0,0.0,0.3,0.053,0.5,0.105
1627777,Georges Niang,1,2,2.3,0.3,1.7,0.2,0.0,0.0,0.0,0.7,0.286,0.7,0.286,0.0,0.0,0.0,0.0,0.0,0.0
203507,Giannis Antetokounmpo,2,1,15.7,5.0,7.3,0.682,2.0,4.0,0.5,12.7,0.809,4.7,0.298,0.7,0.043,1.0,0.064,2.0,0.128
1629048,Goga Bitadze,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202330,Gordon Hayward,1,2,6.3,1.3,2.0,0.667,1.7,2.0,0.833,4.3,0.684,2.3,0.368,1.3,0.211,1.0,0.158,1.0,0.158
1641711,Gradey Dick,1,3,1.3,0.3,0.8,0.333,0.0,0.0,0.0,0.5,0.4,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0
1629684,Grant Williams,3,0,2.0,0.3,1.0,0.333,0.3,0.7,0.5,1.0,0.5,0.7,0.333,0.3,0.167,0.0,0.0,0.3,0.167
1628960,Grayson Allen,2,1,6.3,0.3,1.3,0.25,0.0,0.0,0.0,0.7,0.105,4.3,0.684,0.7,0.105,0.3,0.053,0.0,0.0
203084,Harrison Barnes,2,1,4.3,2.0,3.0,0.667,0.3,1.3,0.25,4.7,1.077,0.7,0.154,0.3,0.077,0.0,0.0,0.7,0.154
1630529,Herbert Jones,2,1,1.7,0.3,1.0,0.333,0.0,0.0,0.0,0.7,0.4,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0
1641816,Hunter Tyson,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630193,Immanuel Quickley,1,2,9.3,2.3,3.7,0.636,2.3,2.7,0.875,7.0,0.75,3.3,0.357,0.7,0.071,1.0,0.107,1.3,0.143
1630171,Isaac Okoro,1,2,4.7,1.0,3.0,0.333,0.3,0.7,0.5,2.3,0.5,1.3,0.286,0.3,0.071,0.0,0.0,0.3,0.071
1628392,Isaiah Hartenstein,1,2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630543,Isaiah Jackson,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630198,Isaiah Joe,3,1,1.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.3,0.2,0.0,0.0,0.0,0.0
1630191,Isaiah Stewart,2,2,2.5,0.5,1.0,0.5,0.5,0.5,1.0,1.5,0.6,0.3,0.1,0.3,0.1,0.8,0.3,0.3,0.1
1627826,Ivica Zubac,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630550,JT Thor,1,2,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.667,0.0,0.0,0.0,0.0,0.0,0.0
