TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
Charlotte Hornets,OffRebound,Offensive,0.063,1.148,0.575,0.13,0.065,0.124,0.046,0.574,0.581,7.2,8.2,3.5,6.1,2.6
Atlanta Hawks,OffRebound,Offensive,0.059,1.141,0.574,0.13,0.052,0.124,0.02,0.578,0.579,6.8,7.7,3.3,5.7,2.4
Toronto Raptors,OffRebound,Offensive,0.07,1.134,0.566,0.12,0.051,0.111,0.029,0.571,0.569,7.9,9.0,3.9,6.8,3.0
Utah Jazz,OffRebound,Offensive,0.061,1.132,0.581,0.14,0.081,0.13,0.047,0.565,0.584,7.0,7.9,3.3,5.8,2.4
New York Knicks,OffRebound,Offensive,0.06,1.129,0.6,0.13,0.093,0.125,0.036,0.567,0.605,6.7,7.6,3.3,5.5,2.2
Philadelphia 76ers,OffRebound,Offensive,0.045,1.127,0.571,0.15,0.086,0.144,0.018,0.567,0.576,4.8,5.4,2.2,3.8,1.6
Memphis Grizzlies,OffRebound,Offensive,0.061,1.116,0.568,0.13,0.059,0.127,0.021,0.571,0.575,7.0,7.8,3.3,5.8,2.5
Indiana Pacers,OffRebound,Offensive,0.05,1.106,0.562,0.12,0.095,0.111,0.022,0.54,0.575,5.6,6.2,2.5,4.5,2.0
Houston Rockets,OffRebound,Offensive,0.069,1.098,0.568,0.12,0.081,0.115,0.031,0.558,0.57,7.9,8.6,3.7,6.5,2.8
Portland Trail Blazers,OffRebound,Offensive,0.044,1.085,0.569,0.12,0.075,0.116,0.01,0.563,0.574,4.9,5.3,2.3,4.0,1.7
Phoenix Suns,OffRebound,Offensive,0.057,1.074,0.533,0.12,0.064,0.114,0.03,0.534,0.542,6.4,6.9,2.9,5.5,2.5
Golden State Warriors,OffRebound,Offensive,0.047,1.067,0.559,0.1,0.083,0.097,0.02,0.542,0.567,5.4,5.8,2.5,4.5,2.0
Chicago Bulls,OffRebound,Offensive,0.046,1.063,0.556,0.11,0.085,0.1,0.015,0.543,0.558,5.0,5.3,2.3,4.1,1.8
LA Clippers,OffRebound,Offensive,0.052,0.994,0.522,0.14,0.101,0.126,0.028,0.51,0.524,5.7,5.7,2.3,4.5,2.1
Oklahoma City Thunder,OffRebound,Offensive,0.051,0.988,0.5,0.1,0.074,0.095,0.008,0.501,0.51,5.9,5.8,2.5,5.0,2.5
Dallas Mavericks,Postup,Offensive,0.047,1.127,0.57,0.235,0.095,0.222,0.046,0.587,0.57,5.0,5.6,2.0,3.5,1.5
Chicago Bulls,Postup,Offensive,0.055,1.119,0.559,0.172,0.084,0.152,0.055,0.555,0.559,6.0,6.7,2.7,4.8,2.1
Philadelphia 76ers,Postup,Offensive,0.056,1.112,0.545,0.215,0.102,0.182,0.047,0.554,0.545,6.0,6.6,2.4,4.3,2.0
Denver Nuggets,Postup,Offensive,0.076,1.093,0.572,0.203,0.128,0.178,0.057,0.551,0.572,8.3,9.1,3.4,6.0,2.6
LA Clippers,Postup,Offensive,0.048,1.046,0.531,0.15,0.101,0.134,0.037,0.525,0.531,5.3,5.5,2.2,4.2,2.0
Washington Wizards,Postup,Offensive,0.046,1.02,0.516,0.18,0.122,0.163,0.056,0.51,0.516,5.0,5.1,1.9,3.8,1.8
Brooklyn Nets,Postup,Offensive,0.022,1.015,0.527,0.153,0.133,0.133,0.041,0.5,0.527,2.4,2.4,1.0,1.8,0.9
Atlanta Hawks,Postup,Offensive,0.031,1.01,0.504,0.144,0.075,0.127,0.021,0.521,0.504,3.6,3.6,1.4,2.9,1.4
Indiana Pacers,Postup,Offensive,0.024,1.005,0.519,0.18,0.126,0.158,0.036,0.523,0.519,2.7,2.7,1.0,2.0,1.0
Milwaukee Bucks,Postup,Offensive,0.07,1.002,0.527,0.142,0.121,0.124,0.034,0.505,0.527,8.0,8.0,3.2,6.1,2.9
Phoenix Suns,Postup,Offensive,0.055,1.002,0.536,0.118,0.116,0.093,0.028,0.504,0.536,6.2,6.2,2.6,4.9,2.3
Oklahoma City Thunder,Postup,Offensive,0.016,1.0,0.481,0.197,0.116,0.184,0.034,0.503,0.481,1.8,1.8,0.6,1.3,0.7
Boston Celtics,Postup,Offensive,0.028,0.996,0.503,0.169,0.114,0.157,0.043,0.502,0.503,3.1,3.1,1.2,2.4,1.2
Los Angeles Lakers,Postup,Offensive,0.052,0.992,0.483,0.174,0.091,0.161,0.05,0.498,0.483,5.9,5.9,2.2,4.6,2.4
Memphis Grizzlies,Postup,Offensive,0.032,0.99,0.534,0.156,0.132,0.146,0.03,0.51,0.534,3.7,3.6,1.5,2.7,1.3
Sacramento Kings,Postup,Offensive,0.037,0.988,0.533,0.162,0.139,0.127,0.029,0.51,0.533,4.1,4.1,1.6,3.0,1.4
San Antonio Spurs,Postup,Offensive,0.044,0.986,0.523,0.165,0.141,0.139,0.043,0.495,0.523,5.1,5.0,2.0,3.8,1.8
Houston Rockets,Postup,Offensive,0.044,0.985,0.547,0.145,0.157,0.111,0.029,0.506,0.547,5.0,5.0,2.0,3.7,1.7
Orlando Magic,Postup,Offensive,0.034,0.984,0.516,0.182,0.14,0.147,0.029,0.505,0.516,3.7,3.7,1.4,2.6,1.3
New Orleans Pelicans,Postup,Offensive,0.06,0.971,0.521,0.186,0.166,0.168,0.044,0.497,0.521,6.7,6.5,2.4,4.6,2.2
Minnesota Timberwolves,Postup,Offensive,0.031,0.955,0.503,0.253,0.153,0.198,0.031,0.503,0.503,3.5,3.4,1.1,2.2,1.1
Portland Trail Blazers,Postup,Offensive,0.041,0.948,0.507,0.161,0.144,0.15,0.041,0.485,0.507,4.5,4.2,1.7,3.3,1.6
Charlotte Hornets,Postup,Offensive,0.025,0.945,0.489,0.187,0.111,0.149,0.047,0.489,0.489,2.9,2.7,1.0,2.1,1.1
Miami Heat,Postup,Offensive,0.041,0.943,0.493,0.128,0.131,0.126,0.03,0.478,0.493,4.5,4.2,1.7,3.4,1.7
Toronto Raptors,Postup,Offensive,0.053,0.937,0.479,0.131,0.096,0.115,0.012,0.487,0.479,6.0,5.6,2.2,4.7,2.4
Utah Jazz,Postup,Offensive,0.022,0.874,0.463,0.15,0.155,0.126,0.024,0.447,0.463,2.5,2.2,0.8,1.8,1.0
New York Knicks,Postup,Offensive,0.037,0.868,0.456,0.158,0.141,0.144,0.032,0.449,0.456,4.2,3.6,1.4,3.0,1.7
Detroit Pistons,Postup,Offensive,0.044,0.849,0.43,0.144,0.126,0.129,0.025,0.436,0.43,4.9,4.2,1.6,3.7,2.1
Golden State Warriors,Postup,Offensive,0.021,0.845,0.476,0.115,0.18,0.09,0.02,0.425,0.476,2.4,2.1,0.8,1.8,0.9
Cleveland Cavaliers,Postup,Offensive,0.032,0.792,0.404,0.127,0.116,0.099,0.011,0.412,0.404,3.5,2.7,1.1,2.7,1.6
Dallas Mavericks,OffScreen,Offensive,0.031,1.161,0.449,0.106,0.059,0.103,0.022,0.465,0.571,3.3,3.9,1.3,2.9,1.6
Oklahoma City Thunder,OffScreen,Offensive,0.021,1.089,0.444,0.05,0.064,0.05,0.005,0.441,0.567,2.5,2.7,1.0,2.2,1.2
Detroit Pistons,OffScreen,Offensive,0.038,1.057,0.423,0.091,0.074,0.08,0.011,0.438,0.522,4.3,4.5,1.5,3.6,2.1
Brooklyn Nets,OffScreen,Offensive,0.041,1.056,0.473,0.056,0.085,0.048,0.023,0.451,0.553,4.3,4.6,1.8,3.8,2.0
Portland Trail Blazers,OffScreen,Offensive,0.043,1.037,0.416,0.081,0.06,0.078,0.026,0.42,0.524,4.7,4.8,1.7,4.1,2.4
Phoenix Suns,OffScreen,Offensive,0.041,1.037,0.443,0.092,0.068,0.079,0.021,0.453,0.514,4.6,4.8,1.8,4.0,2.2
Boston Celtics,OffScreen,Offensive,0.059,1.032,0.421,0.062,0.075,0.06,0.015,0.415,0.533,6.5,6.7,2.4,5.7,3.3
Golden State Warriors,OffScreen,Offensive,0.102,1.029,0.403,0.063,0.091,0.059,0.019,0.392,0.539,11.7,12.0,4.1,10.1,6.0
Utah Jazz,OffScreen,Offensive,0.077,1.011,0.399,0.088,0.064,0.084,0.022,0.409,0.502,8.8,8.9,3.1,7.7,4.6
Denver Nuggets,OffScreen,Offensive,0.041,0.992,0.423,0.051,0.075,0.048,0.005,0.417,0.515,4.5,4.5,1.7,4.0,2.3
Cleveland Cavaliers,OffScreen,Offensive,0.038,0.988,0.413,0.078,0.072,0.063,0.012,0.419,0.502,4.0,4.0,1.4,3.5,2.0
Memphis Grizzlies,OffScreen,Offensive,0.038,0.975,0.395,0.076,0.073,0.073,0.023,0.398,0.502,4.3,4.2,1.5,3.8,2.3
Orlando Magic,OffScreen,Offensive,0.027,0.968,0.408,0.06,0.064,0.048,0.016,0.408,0.498,3.0,3.0,1.1,2.7,1.6
New Orleans Pelicans,OffScreen,Offensive,0.041,0.963,0.379,0.087,0.048,0.071,0.021,0.402,0.467,4.6,4.4,1.5,4.1,2.5
Sacramento Kings,OffScreen,Offensive,0.029,0.956,0.385,0.044,0.074,0.041,0.004,0.378,0.5,3.3,3.1,1.1,2.9,1.8
Atlanta Hawks,OffScreen,Offensive,0.047,0.955,0.424,0.05,0.061,0.043,0.005,0.422,0.49,5.4,5.1,2.0,4.8,2.8
LA Clippers,OffScreen,Offensive,0.044,0.942,0.417,0.068,0.096,0.063,0.013,0.409,0.491,4.8,4.5,1.7,4.1,2.4
Washington Wizards,OffScreen,Offensive,0.042,0.942,0.412,0.09,0.103,0.077,0.013,0.414,0.481,4.6,4.4,1.6,3.8,2.2
San Antonio Spurs,OffScreen,Offensive,0.036,0.939,0.404,0.07,0.076,0.067,0.009,0.404,0.485,4.2,3.9,1.5,3.6,2.2
Milwaukee Bucks,OffScreen,Offensive,0.023,0.931,0.373,0.056,0.106,0.056,0.019,0.356,0.486,2.6,2.5,0.8,2.3,1.4
Los Angeles Lakers,OffScreen,Offensive,0.026,0.909,0.376,0.087,0.095,0.083,0.017,0.384,0.47,3.0,2.7,0.9,2.5,1.5
Minnesota Timberwolves,OffScreen,Offensive,0.045,0.908,0.39,0.072,0.097,0.07,0.017,0.384,0.473,5.0,4.6,1.7,4.3,2.6
Toronto Raptors,OffScreen,Offensive,0.028,0.906,0.376,0.043,0.075,0.043,0.008,0.366,0.473,3.1,2.8,1.0,2.8,1.7
New York Knicks,OffScreen,Offensive,0.021,0.906,0.384,0.068,0.099,0.058,0.026,0.366,0.476,2.3,2.1,0.8,2.0,1.2
Chicago Bulls,OffScreen,Offensive,0.026,0.904,0.389,0.083,0.078,0.078,0.022,0.396,0.457,2.8,2.5,0.9,2.4,1.5
Miami Heat,OffScreen,Offensive,0.04,0.887,0.347,0.068,0.042,0.065,0.014,0.367,0.43,4.3,3.8,1.4,3.9,2.5
Indiana Pacers,OffScreen,Offensive,0.033,0.871,0.353,0.066,0.099,0.066,0.017,0.35,0.446,3.7,3.2,1.1,3.1,2.0
Philadelphia 76ers,OffScreen,Offensive,0.021,0.836,0.335,0.038,0.093,0.038,0.011,0.322,0.441,2.2,1.9,0.7,2.0,1.3
Charlotte Hornets,OffScreen,Offensive,0.046,0.814,0.349,0.077,0.077,0.074,0.019,0.36,0.406,5.3,4.3,1.6,4.5,3.0
Houston Rockets,OffScreen,Offensive,0.019,0.77,0.307,0.084,0.101,0.073,0.028,0.309,0.377,2.2,1.7,0.6,1.8,1.3
Chicago Bulls,Isolation,Offensive,0.064,1.079,0.476,0.191,0.077,0.187,0.054,0.509,0.507,7.0,7.5,2.6,5.5,2.9
Brooklyn Nets,Isolation,Offensive,0.094,1.073,0.492,0.145,0.1,0.137,0.045,0.492,0.532,10.0,10.8,4.0,8.0,4.1
Sacramento Kings,Isolation,Offensive,0.048,1.039,0.485,0.184,0.093,0.17,0.041,0.502,0.515,5.4,5.6,2.0,4.1,2.1
Philadelphia 76ers,Isolation,Offensive,0.118,1.038,0.446,0.172,0.088,0.164,0.034,0.48,0.489,12.6,13.1,4.4,9.8,5.4
Utah Jazz,Isolation,Offensive,0.055,1.037,0.484,0.154,0.11,0.139,0.04,0.486,0.525,6.3,6.6,2.4,4.9,2.5
Dallas Mavericks,Isolation,Offensive,0.122,1.018,0.423,0.169,0.07,0.15,0.031,0.466,0.485,13.0,13.2,4.3,10.3,5.9
New York Knicks,Isolation,Offensive,0.092,0.995,0.449,0.155,0.099,0.143,0.044,0.462,0.494,10.3,10.3,3.7,8.1,4.5
Oklahoma City Thunder,Isolation,Offensive,0.079,0.985,0.445,0.162,0.09,0.148,0.023,0.481,0.467,9.1,9.0,3.1,7.0,3.9
Portland Trail Blazers,Isolation,Offensive,0.083,0.974,0.427,0.163,0.097,0.147,0.038,0.456,0.464,9.0,8.8,3.0,7.0,4.0
Miami Heat,Isolation,Offensive,0.068,0.97,0.434,0.159,0.08,0.158,0.033,0.462,0.465,7.3,7.1,2.5,5.8,3.3
Houston Rockets,Isolation,Offensive,0.067,0.965,0.421,0.138,0.094,0.124,0.032,0.442,0.477,7.7,7.4,2.6,6.1,3.6
Atlanta Hawks,Isolation,Offensive,0.074,0.959,0.431,0.124,0.1,0.113,0.026,0.443,0.472,8.4,8.1,2.9,6.8,3.8
Washington Wizards,Isolation,Offensive,0.064,0.931,0.436,0.123,0.121,0.111,0.031,0.434,0.476,7.1,6.6,2.4,5.6,3.1
Cleveland Cavaliers,Isolation,Offensive,0.065,0.92,0.4,0.134,0.105,0.122,0.035,0.411,0.462,7.0,6.4,2.2,5.6,3.3
Denver Nuggets,Isolation,Offensive,0.055,0.919,0.431,0.124,0.118,0.116,0.026,0.427,0.483,6.0,5.5,2.0,4.7,2.7
Boston Celtics,Isolation,Offensive,0.08,0.911,0.392,0.124,0.097,0.12,0.018,0.416,0.444,8.8,8.0,2.8,7.0,4.3
Charlotte Hornets,Isolation,Offensive,0.04,0.899,0.423,0.135,0.103,0.127,0.029,0.434,0.461,4.6,4.1,1.5,3.6,2.1
Golden State Warriors,Isolation,Offensive,0.041,0.895,0.416,0.1,0.129,0.089,0.024,0.402,0.469,4.6,4.2,1.5,3.7,2.2
Indiana Pacers,Isolation,Offensive,0.044,0.893,0.382,0.114,0.085,0.104,0.027,0.403,0.432,5.0,4.5,1.6,4.1,2.6
Minnesota Timberwolves,Isolation,Offensive,0.07,0.893,0.419,0.082,0.104,0.074,0.019,0.406,0.469,7.9,7.0,2.7,6.5,3.8
Phoenix Suns,Isolation,Offensive,0.045,0.892,0.395,0.127,0.094,0.113,0.019,0.423,0.426,5.1,4.5,1.6,4.0,2.5
LA Clippers,Isolation,Offensive,0.086,0.892,0.423,0.11,0.095,0.099,0.023,0.43,0.45,9.5,8.4,3.3,7.7,4.5
New Orleans Pelicans,Isolation,Offensive,0.055,0.891,0.429,0.153,0.125,0.133,0.03,0.437,0.442,6.1,5.5,2.0,4.6,2.6
Los Angeles Lakers,Isolation,Offensive,0.087,0.86,0.394,0.133,0.084,0.115,0.031,0.414,0.42,9.8,8.5,3.2,8.0,4.9
Toronto Raptors,Isolation,Offensive,0.077,0.852,0.411,0.114,0.107,0.099,0.02,0.418,0.428,8.7,7.4,2.8,6.9,4.1
Memphis Grizzlies,Isolation,Offensive,0.045,0.84,0.389,0.184,0.108,0.165,0.054,0.414,0.406,5.2,4.4,1.5,4.0,2.4
Detroit Pistons,Isolation,Offensive,0.066,0.838,0.379,0.152,0.107,0.134,0.026,0.403,0.409,7.4,6.2,2.1,5.7,3.5
Orlando Magic,Isolation,Offensive,0.062,0.815,0.387,0.153,0.117,0.147,0.028,0.41,0.406,6.9,5.6,2.0,5.2,3.2
Milwaukee Bucks,Isolation,Offensive,0.063,0.801,0.384,0.119,0.109,0.112,0.024,0.396,0.408,7.2,5.7,2.2,5.7,3.5
San Antonio Spurs,Isolation,Offensive,0.032,0.728,0.345,0.133,0.129,0.133,0.023,0.366,0.36,3.8,2.7,1.0,2.9,1.9
Denver Nuggets,PRRollMan,Offensive,0.05,1.286,0.616,0.129,0.058,0.122,0.024,0.612,0.667,5.5,7.1,2.8,4.6,1.8
Dallas Mavericks,PRRollMan,Offensive,0.062,1.283,0.58,0.134,0.061,0.13,0.037,0.577,0.662,6.5,8.4,3.2,5.5,2.3
Los Angeles Lakers,PRRollMan,Offensive,0.066,1.273,0.611,0.13,0.045,0.125,0.031,0.614,0.64,7.5,9.6,3.9,6.4,2.5
Atlanta Hawks,PRRollMan,Offensive,0.059,1.262,0.609,0.123,0.051,0.119,0.038,0.608,0.639,6.7,8.5,3.5,5.8,2.3
Memphis Grizzlies,PRRollMan,Offensive,0.045,1.238,0.599,0.16,0.062,0.155,0.055,0.59,0.64,5.1,6.3,2.5,4.3,1.7
New York Knicks,PRRollMan,Offensive,0.028,1.23,0.579,0.119,0.038,0.103,0.031,0.582,0.632,3.2,3.9,1.6,2.8,1.2
Milwaukee Bucks,PRRollMan,Offensive,0.069,1.215,0.535,0.11,0.047,0.105,0.034,0.532,0.621,7.9,9.6,3.7,6.9,3.2
Philadelphia 76ers,PRRollMan,Offensive,0.083,1.209,0.567,0.168,0.089,0.165,0.038,0.57,0.616,8.9,10.8,4.0,7.0,3.0
Sacramento Kings,PRRollMan,Offensive,0.041,1.197,0.597,0.122,0.08,0.117,0.035,0.572,0.641,4.6,5.5,2.3,3.8,1.5
Washington Wizards,PRRollMan,Offensive,0.058,1.192,0.547,0.152,0.069,0.149,0.032,0.55,0.606,6.4,7.6,2.8,5.2,2.4
Utah Jazz,PRRollMan,Offensive,0.044,1.181,0.539,0.111,0.051,0.104,0.029,0.54,0.592,5.1,6.0,2.4,4.4,2.0
Minnesota Timberwolves,PRRollMan,Offensive,0.05,1.177,0.568,0.155,0.079,0.146,0.041,0.561,0.619,5.6,6.6,2.6,4.5,2.0
Detroit Pistons,PRRollMan,Offensive,0.049,1.174,0.551,0.121,0.068,0.11,0.026,0.546,0.608,5.5,6.5,2.5,4.6,2.1
Charlotte Hornets,PRRollMan,Offensive,0.056,1.172,0.558,0.187,0.069,0.182,0.061,0.564,0.587,6.4,7.5,2.9,5.1,2.3
Phoenix Suns,PRRollMan,Offensive,0.066,1.172,0.574,0.106,0.058,0.108,0.035,0.566,0.602,7.4,8.6,3.7,6.4,2.7
LA Clippers,PRRollMan,Offensive,0.04,1.169,0.598,0.152,0.122,0.15,0.028,0.562,0.644,4.4,5.1,2.0,3.3,1.3
Brooklyn Nets,PRRollMan,Offensive,0.046,1.134,0.564,0.121,0.087,0.119,0.045,0.542,0.602,4.9,5.6,2.3,4.1,1.8
New Orleans Pelicans,PRRollMan,Offensive,0.049,1.134,0.525,0.145,0.047,0.14,0.022,0.555,0.56,5.5,6.2,2.4,4.5,2.2
Golden State Warriors,PRRollMan,Offensive,0.039,1.124,0.539,0.135,0.077,0.133,0.033,0.53,0.591,4.4,5.0,2.0,3.6,1.7
Chicago Bulls,PRRollMan,Offensive,0.074,1.106,0.544,0.095,0.088,0.094,0.033,0.517,0.58,8.0,8.9,3.7,6.8,3.1
Boston Celtics,PRRollMan,Offensive,0.046,1.098,0.483,0.077,0.074,0.077,0.017,0.474,0.576,5.1,5.6,2.1,4.4,2.3
Orlando Magic,PRRollMan,Offensive,0.054,1.089,0.489,0.131,0.078,0.127,0.03,0.499,0.549,6.1,6.6,2.4,5.0,2.5
Miami Heat,PRRollMan,Offensive,0.064,1.086,0.506,0.13,0.057,0.127,0.027,0.522,0.53,6.8,7.4,2.9,5.7,2.8
Houston Rockets,PRRollMan,Offensive,0.059,1.083,0.528,0.142,0.083,0.134,0.036,0.525,0.562,6.7,7.3,2.9,5.5,2.6
Indiana Pacers,PRRollMan,Offensive,0.067,1.076,0.486,0.15,0.068,0.145,0.04,0.506,0.537,7.6,8.1,3.0,6.2,3.2
Portland Trail Blazers,PRRollMan,Offensive,0.044,1.071,0.535,0.152,0.106,0.146,0.063,0.513,0.569,4.8,5.2,2.1,3.9,1.8
Oklahoma City Thunder,PRRollMan,Offensive,0.052,1.069,0.468,0.084,0.063,0.084,0.01,0.473,0.556,6.0,6.4,2.4,5.2,2.7
Cleveland Cavaliers,PRRollMan,Offensive,0.074,1.062,0.528,0.122,0.099,0.113,0.029,0.51,0.562,7.9,8.4,3.4,6.4,3.0
San Antonio Spurs,PRRollMan,Offensive,0.047,1.049,0.497,0.095,0.071,0.095,0.035,0.483,0.548,5.5,5.8,2.4,4.8,2.4
Toronto Raptors,PRRollMan,Offensive,0.052,1.023,0.488,0.108,0.075,0.104,0.037,0.481,0.524,5.9,6.0,2.5,5.0,2.6
