PLAYER_ID,PLAYER_NAME,GP,W,L,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT
1631121,Bryce McGowens,46,16,30,3.2,0.6,1.5,0.406,0.5,0.7,0.781,1.9,0.601,0.9,0.277,0.3,0.088,0.4,0.128,0.3,0.108
1627854,Bryn Forbes,25,9,16,1.5,0.3,0.8,0.381,0.3,0.3,1.0,1.0,0.684,0.4,0.263,0.0,0.026,0.1,0.053,0.2,0.105
1627741,Buddy Hield,80,35,45,5.9,1.1,2.3,0.494,0.3,0.3,0.885,2.5,0.427,3.0,0.503,0.6,0.093,0.4,0.061,0.2,0.027
203468,CJ McCollum,75,38,37,12.4,2.7,5.5,0.489,1.1,1.4,0.774,6.6,0.534,5.1,0.408,1.5,0.119,0.7,0.06,0.7,0.058
1630595,Cade Cunningham,12,3,9,16.6,3.8,8.0,0.469,2.2,2.5,0.867,9.8,0.593,5.5,0.332,1.5,0.09,1.3,0.075,1.3,0.075
1631216,Caleb Houstan,51,20,31,0.4,0.1,0.1,0.5,0.1,0.1,0.75,0.2,0.476,0.2,0.524,0.1,0.19,0.0,0.0,0.0,0.095
1629629,Cam Reddish,40,14,26,4.7,1.3,2.5,0.541,0.6,0.6,0.917,3.4,0.72,1.5,0.312,0.2,0.038,0.3,0.07,0.3,0.065
1630560,Cam Thomas,57,30,27,7.1,1.5,3.4,0.454,1.2,1.3,0.882,4.4,0.628,2.4,0.333,0.5,0.069,0.5,0.072,0.7,0.094
1626166,Cameron Payne,48,27,21,7.5,1.8,4.1,0.439,0.5,0.8,0.667,4.2,0.558,2.6,0.342,0.7,0.092,0.4,0.056,0.4,0.05
1627747,Caris LeVert,74,45,29,9.6,1.7,3.8,0.439,0.9,1.2,0.747,4.3,0.451,4.3,0.446,1.5,0.154,0.6,0.065,0.6,0.061
1630637,Carlik Jones,6,3,3,2.8,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.176,1.5,0.529,0.2,0.059,0.2,0.059,0.5,0.176
1630537,Chris Duarte,46,19,27,4.0,0.7,1.6,0.425,0.6,0.7,0.853,2.0,0.514,1.6,0.404,0.5,0.137,0.3,0.077,0.4,0.093
101108,Chris Paul,59,33,26,9.6,2.0,3.8,0.52,0.3,0.4,0.792,4.3,0.451,5.0,0.517,1.3,0.139,0.4,0.042,0.2,0.021
1631128,Christian Braun,76,49,27,1.9,0.4,0.8,0.492,0.2,0.3,0.65,1.0,0.524,0.8,0.413,0.2,0.091,0.1,0.07,0.1,0.07
1629632,Coby White,73,36,37,5.8,1.0,2.0,0.503,0.3,0.3,0.864,2.4,0.409,3.2,0.541,0.9,0.148,0.3,0.049,0.2,0.026
1630175,Cole Anthony,60,28,32,8.0,1.8,3.7,0.493,1.2,1.3,0.911,5.0,0.627,3.1,0.382,0.8,0.098,0.4,0.05,0.7,0.085
1629012,Collin Sexton,48,24,24,9.6,2.5,4.5,0.546,1.8,2.3,0.807,7.1,0.738,2.8,0.293,0.8,0.085,0.7,0.069,1.1,0.119
202709,Cory Joseph,62,12,50,5.2,0.8,1.8,0.459,0.5,0.6,0.806,2.1,0.404,2.7,0.509,0.8,0.151,0.3,0.065,0.3,0.056
1626156,D'Angelo Russell,71,39,32,7.4,1.6,3.0,0.526,1.0,1.3,0.793,4.3,0.582,3.1,0.418,0.9,0.122,0.5,0.061,0.6,0.087
1630227,Daishen Nix,57,15,42,3.9,0.5,1.2,0.42,0.3,0.4,0.75,1.3,0.336,1.9,0.491,0.2,0.059,0.4,0.1,0.2,0.045
203081,Damian Lillard,58,27,31,16.1,3.8,6.6,0.577,3.4,3.6,0.924,11.4,0.708,6.1,0.377,1.5,0.095,1.1,0.068,1.8,0.112
1627814,Damion Lee,74,40,34,4.0,0.8,1.7,0.444,0.3,0.4,0.885,1.8,0.456,1.7,0.426,0.3,0.084,0.3,0.07,0.2,0.044
201980,Danny Green,11,6,5,0.9,0.2,0.5,0.4,0.0,0.0,0.0,0.4,0.4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1627863,Danuel House Jr.,56,38,18,1.8,0.3,0.6,0.441,0.3,0.3,0.875,0.8,0.436,0.9,0.515,0.3,0.149,0.1,0.04,0.1,0.079
1629636,Darius Garland,69,40,29,17.0,3.4,6.8,0.504,1.8,2.1,0.862,8.9,0.521,7.6,0.449,2.6,0.155,1.0,0.061,1.1,0.062
1630561,David Duke Jr.,23,10,13,3.1,0.7,1.5,0.457,0.3,0.3,0.875,1.7,0.542,1.1,0.347,0.3,0.111,0.3,0.097,0.2,0.056
1630558,Davion Mitchell,80,47,33,4.7,0.7,1.3,0.543,0.1,0.1,0.727,1.6,0.336,2.9,0.613,0.7,0.145,0.3,0.07,0.1,0.016
1628432,Davon Reed,43,29,14,1.3,0.1,0.3,0.214,0.2,0.4,0.625,0.4,0.291,0.6,0.473,0.1,0.073,0.1,0.091,0.2,0.145
1628368,De'Aaron Fox,73,44,29,15.7,4.6,7.9,0.588,2.4,3.1,0.772,12.0,0.761,4.9,0.312,1.2,0.078,0.9,0.056,1.6,0.101
1629631,De'Andre Hunter,67,35,32,5.6,1.4,3.3,0.439,0.9,1.0,0.857,3.9,0.7,1.1,0.206,0.2,0.043,0.3,0.059,0.5,0.097
1629001,De'Anthony Melton,77,50,27,4.3,0.7,1.6,0.458,0.2,0.2,0.722,1.6,0.379,2.2,0.518,0.5,0.118,0.3,0.061,0.1,0.027
201942,DeMar DeRozan,73,36,37,11.0,3.0,5.2,0.581,2.1,2.4,0.875,8.5,0.771,3.8,0.344,0.8,0.076,0.5,0.049,1.2,0.11
1627749,Dejounte Murray,74,38,36,12.1,3.0,6.2,0.487,0.9,1.1,0.829,7.2,0.59,4.2,0.345,1.1,0.09,0.7,0.06,0.6,0.046
1626153,Delon Wright,50,26,24,5.9,1.0,2.1,0.449,0.4,0.4,0.909,2.4,0.407,3.0,0.505,0.8,0.129,0.3,0.058,0.2,0.037
203471,Dennis Schroder,67,37,30,9.4,1.7,3.8,0.451,1.4,1.7,0.825,5.0,0.528,3.9,0.41,1.2,0.127,0.6,0.06,0.9,0.092
1628372,Dennis Smith Jr.,54,19,35,9.2,1.6,3.4,0.468,0.6,0.9,0.7,3.9,0.425,4.6,0.504,1.3,0.139,0.5,0.05,0.5,0.05
1629126,Deonte Burton,2,1,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631220,Dereon Seabron,5,2,3,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0
201565,Derrick Rose,27,12,15,4.6,1.0,2.4,0.438,0.2,0.2,1.0,2.3,0.508,1.9,0.403,0.6,0.121,0.1,0.032,0.1,0.024
1628401,Derrick White,82,57,25,6.1,1.4,2.6,0.526,0.7,0.8,0.864,3.6,0.594,2.6,0.43,0.7,0.112,0.3,0.046,0.4,0.068
1630217,Desmond Bane,58,38,20,8.9,2.4,4.6,0.509,0.9,1.1,0.885,5.9,0.664,2.7,0.305,0.8,0.095,0.7,0.083,0.5,0.06
1626164,Devin Booker,53,34,19,12.8,3.5,6.4,0.546,2.0,2.3,0.869,9.3,0.725,4.2,0.328,1.1,0.088,0.7,0.056,1.2,0.09
1630170,Devin Vassell,38,12,26,8.8,1.4,3.3,0.433,0.7,0.9,0.824,3.7,0.423,4.5,0.506,1.1,0.125,0.4,0.045,0.4,0.051
1629653,Devon Dotson,6,1,5,3.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.737,0.7,0.211,0.2,0.053,0.0,0.0
1628984,Devonte' Graham,73,31,42,2.9,0.2,0.6,0.362,0.4,0.6,0.659,0.9,0.312,1.8,0.628,0.5,0.153,0.1,0.019,0.3,0.102
1628415,Dillon Brooks,73,46,27,6.3,1.9,4.2,0.459,0.5,0.8,0.727,4.5,0.711,1.3,0.213,0.4,0.059,0.3,0.052,0.4,0.059
1628378,Donovan Mitchell,68,44,24,12.7,3.9,6.6,0.593,1.7,1.9,0.905,9.9,0.779,4.2,0.329,1.0,0.075,0.5,0.041,0.9,0.073
1631495,Donovan Williams,2,1,1,1.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628978,Donte DiVincenzo,71,41,30,3.5,0.3,0.7,0.48,0.2,0.2,0.75,0.9,0.243,2.4,0.665,0.5,0.147,0.3,0.08,0.1,0.032
1630696,Dru Smith,15,7,8,2.0,0.6,1.1,0.563,0.0,0.0,0.0,1.3,0.633,0.7,0.367,0.2,0.1,0.1,0.033,0.0,0.0
1630613,Duane Washington Jr.,31,17,14,5.1,1.2,3.2,0.388,0.1,0.2,0.5,2.6,0.513,1.6,0.31,0.5,0.101,0.2,0.038,0.1,0.019
1629685,Dylan Windler,3,3,0,0.7,0.3,0.3,1.0,0.0,0.0,0.0,0.7,1.0,0.3,0.5,0.3,0.5,0.0,0.0,0.0,0.0
1630700,Dyson Daniels,59,33,26,3.3,0.4,1.2,0.382,0.1,0.1,0.75,0.9,0.292,1.8,0.552,0.5,0.141,0.2,0.068,0.0,0.01
1628410,Edmond Sumner,53,33,20,4.3,0.7,1.6,0.419,0.9,1.0,0.904,2.3,0.53,1.7,0.4,0.3,0.078,0.3,0.078,0.5,0.113
201569,Eric Gordon,69,25,44,7.5,1.8,3.5,0.506,1.0,1.2,0.826,4.8,0.638,2.6,0.351,0.6,0.083,0.4,0.06,0.6,0.083
203095,Evan Fournier,27,15,12,2.4,0.4,1.2,0.344,0.2,0.2,1.0,1.0,0.424,1.0,0.394,0.4,0.152,0.1,0.045,0.1,0.045
1630267,Facundo Campazzo,8,2,6,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0
1628402,Frank Jackson,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628373,Frank Ntilikina,47,20,27,2.2,0.3,0.7,0.382,0.2,0.3,0.667,0.8,0.353,1.1,0.52,0.2,0.088,0.1,0.049,0.1,0.059
1627832,Fred VanVleet,69,34,35,13.9,1.9,4.2,0.444,1.4,1.5,0.961,5.4,0.387,8.0,0.577,2.0,0.145,0.6,0.044,0.7,0.053
1627788,Furkan Korkmaz,37,24,13,2.0,0.4,1.0,0.417,0.2,0.3,0.667,1.0,0.507,0.6,0.32,0.2,0.08,0.2,0.107,0.2,0.08
1629216,Gabe Vincent,68,37,31,5.2,1.0,2.2,0.459,0.3,0.4,0.833,2.4,0.456,2.3,0.448,0.6,0.113,0.4,0.074,0.2,0.034
1628221,Gabe York,3,1,2,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0
202066,Garrett Temple,25,16,9,0.6,0.0,0.2,0.2,0.1,0.1,1.0,0.2,0.286,0.3,0.5,0.1,0.143,0.0,0.071,0.0,0.071
1629726,Garrison Mathews,54,16,38,0.5,0.0,0.2,0.111,0.1,0.2,0.8,0.2,0.37,0.2,0.444,0.1,0.148,0.0,0.037,0.1,0.185
203914,Gary Harris,48,22,26,2.1,0.4,1.0,0.435,0.1,0.1,1.0,0.9,0.446,0.9,0.416,0.1,0.059,0.1,0.069,0.0,0.02
1627780,Gary Payton II,22,13,9,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.429,0.0,0.143,0.1,0.286,0.0,0.0
1629018,Gary Trent Jr.,66,31,35,4.6,1.5,3.0,0.492,0.5,0.6,0.81,3.5,0.764,1.0,0.226,0.2,0.036,0.3,0.056,0.3,0.069
201588,George Hill,46,27,19,2.5,0.4,0.7,0.588,0.2,0.3,0.692,1.1,0.422,1.3,0.509,0.3,0.103,0.3,0.112,0.1,0.052
201609,Goran Dragic,57,26,31,4.6,0.8,1.8,0.422,0.2,0.2,0.9,1.7,0.365,2.3,0.5,0.7,0.162,0.4,0.085,0.1,0.019
1628960,Grayson Allen,72,53,19,5.5,0.9,1.9,0.46,0.8,0.9,0.871,2.6,0.466,2.5,0.456,0.7,0.119,0.4,0.071,0.4,0.078
1628977,Hamidou Diallo,55,12,43,3.6,0.9,2.1,0.431,0.5,0.9,0.58,2.4,0.663,0.7,0.186,0.1,0.04,0.3,0.07,0.5,0.126
1630193,Immanuel Quickley,81,47,34,8.9,2.1,3.8,0.545,1.0,1.2,0.827,5.4,0.607,3.9,0.437,0.9,0.098,0.4,0.05,0.6,0.068
1630171,Isaac Okoro,76,48,28,1.8,0.4,0.9,0.471,0.3,0.3,0.909,1.1,0.635,0.6,0.35,0.2,0.117,0.1,0.066,0.1,0.08
1630198,Isaiah Joe,73,36,37,1.4,0.2,0.4,0.484,0.1,0.1,0.9,0.5,0.388,0.8,0.553,0.2,0.155,0.1,0.078,0.1,0.049
202397,Ish Smith,43,25,18,4.6,0.6,1.3,0.491,0.0,0.0,0.0,1.3,0.271,2.9,0.618,0.8,0.171,0.5,0.101,0.0,0.0
1631120,JD Davison,12,11,1,1.5,0.2,0.5,0.333,0.0,0.0,0.0,0.3,0.222,0.8,0.556,0.3,0.222,0.2,0.111,0.0,0.0
1629630,Ja Morant,61,40,21,20.3,5.1,10.4,0.488,3.7,4.9,0.76,14.4,0.708,5.7,0.282,2.0,0.1,1.1,0.055,2.4,0.118
1631367,Jacob Gilyard,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0
1630702,Jaden Hardy,48,20,28,5.2,1.0,2.1,0.485,0.7,0.8,0.821,2.8,0.544,2.0,0.392,0.4,0.08,0.4,0.072,0.4,0.08
1631093,Jaden Ivey,73,16,57,12.1,1.8,4.2,0.443,1.6,2.1,0.745,5.4,0.449,5.3,0.44,1.6,0.13,1.0,0.08,1.0,0.086
1630531,Jaden Springer,16,13,3,1.3,0.4,0.8,0.462,0.1,0.1,0.5,0.8,0.65,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.05
1628973,Jalen Brunson,68,40,28,19.6,4.6,9.0,0.504,2.2,2.5,0.871,11.8,0.601,7.8,0.398,1.9,0.097,0.9,0.047,1.3,0.064
1630224,Jalen Green,76,20,56,12.9,2.9,6.5,0.443,2.8,3.4,0.813,8.8,0.685,3.5,0.269,0.8,0.059,0.7,0.057,1.7,0.131
1630591,Jalen Suggs,53,20,33,3.9,1.0,2.0,0.505,0.4,0.6,0.7,2.5,0.632,1.2,0.297,0.3,0.077,0.4,0.091,0.3,0.072
1631114,Jalen Williams,75,36,39,9.5,2.2,4.2,0.518,0.7,0.9,0.779,5.2,0.542,4.1,0.426,1.1,0.112,0.6,0.063,0.5,0.048
1627750,Jamal Murray,65,43,22,9.9,2.3,4.6,0.49,0.9,1.0,0.877,5.5,0.55,4.0,0.408,1.4,0.14,0.5,0.051,0.5,0.05
1631123,Jamaree Bouyea,5,2,3,3.0,0.8,1.0,0.8,0.2,0.4,0.5,2.0,0.667,1.6,0.533,0.2,0.067,0.2,0.067,0.2,0.067
1630547,James Bouknight,34,9,25,2.2,0.5,1.1,0.486,0.2,0.4,0.667,1.3,0.592,0.6,0.25,0.1,0.039,0.4,0.171,0.2,0.079
201935,James Harden,58,39,19,13.5,2.4,5.2,0.46,2.3,2.7,0.871,7.4,0.548,5.9,0.441,1.7,0.124,0.7,0.054,1.3,0.1
1630215,Jared Butler,6,3,3,5.0,1.2,2.7,0.438,0.0,0.0,0.0,2.3,0.467,2.0,0.4,0.3,0.067,0.2,0.033,0.0,0.0
1631197,Jared Rhoden,14,2,12,0.8,0.1,0.4,0.333,0.1,0.1,1.0,0.4,0.545,0.1,0.182,0.1,0.091,0.1,0.182,0.1,0.091
1629633,Jarrett Culver,10,5,5,2.2,0.4,1.0,0.4,0.2,0.2,1.0,1.0,0.455,0.7,0.318,0.1,0.045,0.2,0.091,0.1,0.045
1630554,Jason Preston,14,4,10,2.3,0.4,1.0,0.357,0.0,0.0,0.0,0.7,0.313,1.0,0.438,0.2,0.094,0.3,0.125,0.0,0.0
1629750,Javonte Green,32,13,19,1.0,0.1,0.4,0.308,0.3,0.5,0.563,0.5,0.515,0.2,0.212,0.1,0.061,0.1,0.121,0.3,0.242
1630206,Jay Scrubb,2,1,1,2.5,1.0,1.5,0.667,0.0,0.0,0.0,2.0,0.8,0.5,0.2,0.0,0.0,0.5,0.2,0.0,0.0
1627759,Jaylen Brown,67,46,21,11.4,3.4,5.9,0.579,1.7,2.0,0.828,8.8,0.772,3.3,0.291,0.7,0.062,0.9,0.075,1.0,0.088
1629669,Jaylen Nowell,65,34,31,5.6,1.6,3.2,0.51,0.5,0.6,0.75,3.8,0.683,1.7,0.298,0.5,0.093,0.3,0.06,0.3,0.055
1628369,Jayson Tatum,74,52,22,11.2,3.0,5.7,0.522,2.0,2.4,0.817,8.2,0.738,3.3,0.295,0.7,0.065,0.7,0.065,1.2,0.109
1631466,Jeenathan Williams,4,1,3,4.8,1.0,2.0,0.5,0.5,0.5,1.0,2.5,0.526,2.0,0.421,0.3,0.053,0.5,0.105,0.3,0.053
1630288,Jeff Dowtin Jr.,25,17,8,1.7,0.4,0.8,0.474,0.1,0.2,0.6,0.9,0.524,0.8,0.452,0.2,0.119,0.1,0.048,0.1,0.048
1628975,Jevon Carter,81,57,24,3.4,0.4,1.1,0.376,0.1,0.1,0.6,0.9,0.274,1.9,0.56,0.4,0.112,0.2,0.058,0.1,0.018
203925,Joe Harris,74,40,34,2.1,0.2,0.5,0.382,0.1,0.1,0.5,0.4,0.197,1.4,0.656,0.3,0.153,0.2,0.089,0.1,0.025
204060,Joe Ingles,46,32,14,3.0,0.4,0.7,0.563,0.1,0.1,1.0,0.9,0.301,1.8,0.625,0.5,0.176,0.3,0.096,0.0,0.015
1630580,Joe Wieskamp,9,6,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1629723,John Konchar,72,45,27,1.2,0.1,0.5,0.2,0.1,0.1,0.75,0.3,0.241,0.5,0.422,0.1,0.096,0.1,0.108,0.1,0.048
202322,John Wall,34,15,19,8.6,1.2,2.8,0.432,1.2,1.6,0.778,3.8,0.44,4.0,0.467,0.9,0.107,0.6,0.072,0.8,0.093
1631098,Johnny Davis,28,10,18,2.4,0.6,1.5,0.405,0.3,0.4,0.75,1.6,0.667,0.4,0.182,0.0,0.015,0.1,0.045,0.2,0.091
1630548,Johnny Juzang,18,6,12,1.6,0.6,1.0,0.556,0.0,0.1,0.0,1.1,0.69,0.4,0.276,0.0,0.0,0.1,0.069,0.1,0.034
203903,Jordan Clarkson,61,30,31,15.6,3.7,7.0,0.525,1.3,1.5,0.819,8.8,0.566,5.9,0.378,1.8,0.115,1.4,0.089,0.8,0.049
1630692,Jordan Goodwin,62,22,40,4.5,1.0,2.1,0.496,0.2,0.4,0.625,2.4,0.529,1.8,0.4,0.5,0.104,0.3,0.068,0.2,0.043
1631160,Jordan Hall,9,1,8,1.6,0.1,0.2,0.5,0.3,0.4,0.75,0.6,0.357,0.9,0.571,0.3,0.214,0.2,0.143,0.2,0.143
1629162,Jordan McLaughlin,42,21,21,3.2,0.5,1.0,0.512,0.2,0.2,0.875,1.2,0.366,1.8,0.575,0.5,0.157,0.2,0.052,0.1,0.03
1629673,Jordan Poole,81,43,38,8.6,2.0,4.0,0.497,1.4,1.6,0.862,5.6,0.651,2.8,0.322,0.7,0.086,0.7,0.085,0.8,0.093
1630648,Jordan Schakel,2,0,2,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0
1630631,Jose Alvarado,61,30,31,6.8,1.4,3.0,0.462,0.6,0.8,0.761,3.4,0.504,2.9,0.422,0.7,0.106,0.4,0.06,0.4,0.055
1630528,Josh Christopher,64,16,48,4.0,1.2,2.5,0.488,0.3,0.4,0.739,2.8,0.68,1.0,0.243,0.3,0.066,0.3,0.077,0.2,0.046
1630581,Josh Giddey,76,34,42,12.4,3.1,6.3,0.483,0.5,0.7,0.731,6.8,0.544,4.8,0.388,1.2,0.099,0.6,0.05,0.4,0.029
1630182,Josh Green,60,27,33,4.9,1.1,1.9,0.574,0.5,0.6,0.794,2.8,0.563,2.1,0.423,0.4,0.089,0.4,0.082,0.3,0.058
1628404,Josh Hart,76,42,34,4.0,0.8,1.5,0.5,0.4,0.5,0.763,1.9,0.487,1.9,0.487,0.4,0.112,0.3,0.063,0.3,0.063
1629006,Josh Okogie,72,38,34,3.3,0.4,1.1,0.375,0.7,1.1,0.667,1.6,0.477,1.3,0.381,0.4,0.126,0.3,0.084,0.5,0.163
1626196,Josh Richardson,64,24,40,4.8,0.9,1.9,0.467,0.2,0.3,0.833,2.0,0.428,2.3,0.474,0.6,0.124,0.3,0.069,0.1,0.029
1630563,Joshua Primo,4,3,1,7.5,1.0,2.0,0.5,0.8,1.0,0.75,2.8,0.367,4.0,0.533,0.8,0.1,1.0,0.133,0.5,0.067
201950,Jrue Holiday,67,50,17,11.8,2.7,5.0,0.542,0.9,1.1,0.824,6.5,0.551,5.2,0.441,1.5,0.125,0.7,0.059,0.6,0.047
1630551,Justin Champagnie,5,4,1,0.8,0.2,0.4,0.5,0.0,0.0,0.0,0.4,0.5,0.4,0.5,0.2,0.25,0.0,0.0,0.0,0.0
203200,Justin Holiday,46,18,28,0.4,0.1,0.1,0.6,0.0,0.0,0.0,0.1,0.316,0.3,0.632,0.1,0.158,0.0,0.105,0.0,0.0
1626159,Justise Winslow,29,15,14,3.7,0.5,1.5,0.341,0.1,0.3,0.5,1.2,0.321,1.6,0.425,0.4,0.113,0.4,0.104,0.1,0.038
1629644,KZ Okpala,35,19,16,0.6,0.1,0.2,0.333,0.1,0.1,1.0,0.2,0.273,0.4,0.591,0.1,0.091,0.0,0.045,0.0,0.045
1629640,Keldon Johnson,61,16,45,12.6,3.5,7.2,0.492,1.9,2.6,0.731,9.3,0.74,3.1,0.25,0.6,0.044,0.7,0.056,1.3,0.103
1626162,Kelly Oubre Jr.,48,16,32,7.2,2.3,4.9,0.462,1.0,1.6,0.658,5.9,0.812,0.9,0.127,0.2,0.029,0.4,0.055,0.8,0.11
202689,Kemba Walker,9,5,4,5.3,1.3,2.2,0.6,1.0,1.3,0.75,3.8,0.708,2.2,0.417,0.6,0.104,0.1,0.021,0.7,0.125
1631112,Kendall Brown,6,1,5,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.667,0.0,0.0,0.0,0.0,0.0,0.0
1629134,Kendrick Nunn,70,30,40,3.6,0.7,1.7,0.433,0.2,0.2,0.923,1.7,0.472,1.4,0.393,0.4,0.103,0.3,0.091,0.1,0.024
