PLAYER_ID,PLAYER_NAME,GP,W,L,POINTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
1626166,Cameron Payne,48,27,21,10.3,4.2,0.439,2.4,0.336,3.7,0.413,0.2,0.8,0.0,0.0,0.0,1.0,0.49
1627747,Caris LeVert,74,45,29,12.1,4.3,0.439,3.4,0.396,2.9,0.356,0.5,0.469,0.0,0.0,0.3,0.421,0.517
1630637,Carlik Jones,6,3,3,3.0,0.5,0.0,1.5,0.6,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.464
1630537,Chris Duarte,46,19,27,7.9,2.0,0.425,2.4,0.346,2.2,0.295,0.4,0.692,0.0,0.0,0.2,0.429,0.452
101108,Chris Paul,59,33,26,13.9,4.3,0.52,2.6,0.52,7.9,0.426,0.1,0.6,0.1,0.333,0.1,0.25,0.513
1631128,Christian Braun,76,49,27,4.7,1.0,0.492,1.1,0.337,0.3,0.273,0.7,0.629,0.0,0.0,0.3,0.778,0.554
1629632,Coby White,73,36,37,9.7,2.4,0.503,4.6,0.392,1.5,0.358,0.1,0.6,0.0,0.0,0.1,0.5,0.547
1630175,Cole Anthony,60,28,32,13.0,5.0,0.493,2.9,0.375,3.8,0.456,0.8,0.621,0.0,0.0,0.3,0.833,0.516
1629012,Collin Sexton,48,24,24,14.3,7.1,0.546,1.8,0.366,2.5,0.471,1.1,0.576,0.0,0.0,0.2,0.4,0.558
202709,Cory Joseph,62,12,50,6.9,2.1,0.459,2.4,0.415,2.0,0.365,0.2,0.6,0.0,0.0,0.0,0.25,0.527
1626156,D'Angelo Russell,71,39,32,17.8,4.3,0.526,4.9,0.415,6.3,0.428,0.6,0.586,0.1,0.5,0.4,0.7,0.572
1630227,Daishen Nix,57,15,42,4.0,1.3,0.42,1.3,0.255,0.9,0.34,0.2,0.6,0.0,0.0,0.1,0.75,0.426
203081,Damian Lillard,58,27,31,32.2,11.4,0.577,4.6,0.378,10.6,0.405,0.3,0.533,0.1,0.5,0.3,0.714,0.564
1627814,Damion Lee,74,40,34,8.2,1.8,0.444,4.5,0.461,0.8,0.312,0.3,0.579,0.0,0.0,0.2,0.75,0.564
201980,Danny Green,11,6,5,5.5,0.4,0.4,3.8,0.438,1.1,0.455,0.5,1.0,0.0,0.0,0.0,0.0,0.612
1627863,Danuel House Jr.,56,38,18,4.8,0.8,0.441,1.3,0.333,1.0,0.423,0.5,0.8,0.0,0.0,0.1,0.75,0.566
1629636,Darius Garland,69,40,29,21.6,8.9,0.504,3.4,0.426,7.4,0.421,0.4,0.722,0.0,0.5,0.4,0.706,0.537
1630561,David Duke Jr.,23,10,13,3.7,1.7,0.457,0.1,0.091,0.3,0.375,0.4,0.6,0.0,0.0,0.0,0.0,0.468
1630558,Davion Mitchell,80,47,33,5.6,1.6,0.543,1.8,0.346,1.4,0.353,0.3,0.733,0.0,0.0,0.1,0.4,0.533
1628432,Davon Reed,43,29,14,2.1,0.4,0.214,0.9,0.317,0.6,0.345,0.1,0.5,0.0,0.0,0.0,0.0,0.435
1628368,De'Aaron Fox,73,44,29,25.0,12.0,0.588,2.6,0.367,7.9,0.41,0.7,0.808,0.1,0.667,0.2,0.636,0.557
1629631,De'Andre Hunter,67,35,32,15.4,3.9,0.439,4.5,0.359,4.2,0.51,1.1,0.588,0.5,0.632,0.8,0.575,0.522
1629001,De'Anthony Melton,77,50,27,10.1,1.6,0.458,4.9,0.417,1.6,0.317,0.5,0.5,0.0,0.0,0.3,0.692,0.546
201942,DeMar DeRozan,73,36,37,24.5,8.5,0.581,2.6,0.391,9.7,0.475,0.4,0.414,2.1,0.632,1.2,0.516,0.522
1627749,Dejounte Murray,74,38,36,20.5,7.2,0.487,3.6,0.332,8.5,0.463,0.8,0.587,0.0,0.333,0.2,0.35,0.514
1626153,Delon Wright,50,26,24,7.4,2.4,0.449,1.5,0.333,1.3,0.377,0.7,0.619,0.0,0.0,0.2,1.0,0.545
203471,Dennis Schroder,67,37,30,12.4,5.0,0.451,3.0,0.348,2.8,0.421,0.1,0.556,0.0,0.0,0.1,0.5,0.472
1628372,Dennis Smith Jr.,54,19,35,8.8,3.9,0.468,1.3,0.258,1.2,0.252,0.8,0.692,0.0,0.333,0.2,0.667,0.438
1629126,Deonte Burton,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631220,Dereon Seabron,5,2,3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.4
201565,Derrick Rose,27,12,15,5.6,2.3,0.438,1.0,0.237,2.1,0.414,0.4,0.556,0.0,0.0,0.1,0.4,0.443
1628401,Derrick White,82,57,25,12.4,3.6,0.526,4.5,0.385,2.0,0.442,0.8,0.605,0.0,0.0,0.3,0.5,0.56
1630217,Desmond Bane,58,38,20,21.5,5.9,0.509,4.8,0.416,5.8,0.42,0.9,0.636,0.0,0.0,0.8,0.69,0.568
1626164,Devin Booker,53,34,19,27.8,9.3,0.546,3.3,0.454,10.9,0.443,1.1,0.61,0.9,0.581,0.8,0.621,0.546
1630170,Devin Vassell,38,12,26,18.5,3.7,0.433,6.8,0.421,6.2,0.4,0.5,0.571,0.0,0.0,0.6,0.6,0.525
1629653,Devon Dotson,6,1,5,0.5,0.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
1628984,Devonte' Graham,73,31,42,7.4,0.9,0.362,3.0,0.367,2.4,0.354,0.1,1.0,0.0,0.0,0.1,1.0,0.512
1628415,Dillon Brooks,73,46,27,14.3,4.5,0.459,4.2,0.344,4.1,0.345,0.7,0.525,0.1,0.6,0.3,0.611,0.468
1628378,Donovan Mitchell,68,44,24,28.3,9.9,0.593,4.3,0.378,10.4,0.428,0.8,0.634,0.0,1.0,0.7,0.679,0.572
1631495,Donovan Williams,2,1,1,2.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4
1628978,Donte DiVincenzo,71,41,30,9.2,0.9,0.48,5.7,0.426,0.6,0.236,1.0,0.604,0.0,0.0,0.3,0.7,0.576
1630696,Dru Smith,15,7,8,2.9,1.3,0.563,1.0,0.357,0.7,0.333,0.1,1.0,0.0,0.0,0.3,1.0,0.456
1630613,Duane Washington Jr.,31,17,14,7.9,2.6,0.388,2.1,0.314,3.4,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.445
1629685,Dylan Windler,3,3,0,1.7,0.7,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833
1630700,Dyson Daniels,59,33,26,3.8,0.9,0.382,1.2,0.333,0.3,0.276,0.7,0.783,0.0,0.0,0.1,1.0,0.483
1628410,Edmond Sumner,53,33,20,7.1,2.3,0.419,1.6,0.373,0.6,0.389,0.7,0.737,0.0,0.0,0.2,0.8,0.519
201569,Eric Gordon,69,25,44,12.4,4.8,0.506,4.3,0.365,1.7,0.362,0.5,0.737,0.0,1.0,0.1,0.556,0.547
203095,Evan Fournier,27,15,12,6.1,1.0,0.344,2.4,0.333,2.2,0.303,0.1,0.667,0.0,0.0,0.0,0.0,0.443
1630267,Facundo Campazzo,8,2,6,1.3,0.0,0.0,0.8,0.333,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.346
1628402,Frank Jackson,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628373,Frank Ntilikina,47,20,27,2.9,0.8,0.382,1.0,0.279,0.7,0.467,0.1,0.5,0.0,0.0,0.0,1.0,0.428
1627832,Fred VanVleet,69,34,35,19.3,5.4,0.444,4.6,0.346,7.2,0.383,0.2,0.6,0.0,0.0,0.1,1.0,0.486
1627788,Furkan Korkmaz,37,24,13,3.8,1.0,0.417,1.1,0.371,0.8,0.375,0.4,0.75,0.0,0.0,0.2,0.6,0.514
1629216,Gabe Vincent,68,37,31,9.4,2.4,0.459,3.5,0.345,3.2,0.416,0.3,0.571,0.0,1.0,0.1,0.75,0.505
1628221,Gabe York,3,1,2,8.0,0.0,0.0,6.0,0.429,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.524
202066,Garrett Temple,25,16,9,2.0,0.2,0.2,1.1,0.409,0.2,0.25,0.1,0.333,0.0,0.0,0.1,0.333,0.522
1629726,Garrison Mathews,54,16,38,4.8,0.2,0.111,2.9,0.351,0.6,0.353,0.1,0.75,0.0,0.0,0.0,0.0,0.52
203914,Gary Harris,48,22,26,8.3,0.9,0.435,5.0,0.428,1.1,0.404,0.4,0.727,0.0,0.0,0.1,0.667,0.603
1627780,Gary Payton II,22,13,9,4.6,0.0,0.0,1.9,0.519,0.0,0.0,1.6,0.654,0.1,1.0,0.1,0.25,0.688
1629018,Gary Trent Jr.,66,31,35,17.4,3.5,0.492,5.7,0.398,5.3,0.39,0.6,0.63,0.0,0.0,0.4,0.688,0.522
201588,George Hill,46,27,19,5.0,1.1,0.588,1.9,0.397,0.9,0.405,0.2,0.556,0.0,0.0,0.2,1.0,0.572
201609,Goran Dragic,57,26,31,6.4,1.7,0.422,2.4,0.417,1.7,0.354,0.2,0.667,0.1,0.0,0.1,0.5,0.5
1628960,Grayson Allen,72,53,19,10.4,2.6,0.46,4.7,0.416,1.6,0.331,0.5,0.72,0.0,0.0,0.2,0.75,0.571
1628977,Hamidou Diallo,55,12,43,9.2,2.4,0.431,0.4,0.333,1.1,0.42,2.4,0.711,0.0,0.0,1.3,0.714,0.574
1630193,Immanuel Quickley,81,47,34,14.9,5.4,0.545,3.7,0.391,4.6,0.38,0.2,0.636,0.0,0.0,0.1,0.667,0.537
1630171,Isaac Okoro,76,48,28,6.4,1.1,0.471,2.3,0.36,0.1,0.333,1.0,0.762,0.0,1.0,0.2,0.6,0.582
1630198,Isaiah Joe,73,36,37,9.5,0.5,0.484,5.4,0.419,2.1,0.431,0.3,0.571,0.0,0.0,0.2,0.6,0.599
202397,Ish Smith,43,25,18,2.5,1.3,0.491,0.1,0.333,1.4,0.352,0.1,0.5,0.0,0.0,0.0,0.0,0.405
1631120,JD Davison,12,11,1,1.6,0.3,0.333,0.7,0.429,0.3,0.286,0.2,1.0,0.0,0.0,0.2,1.0,0.474
1629630,Ja Morant,61,40,21,26.2,14.4,0.488,1.8,0.324,6.4,0.385,1.4,0.678,0.0,0.0,0.3,0.5,0.504
1631367,Jacob Gilyard,1,0,1,3.0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1630702,Jaden Hardy,48,20,28,8.8,2.8,0.485,2.6,0.414,2.0,0.374,0.2,0.833,0.0,0.0,0.1,0.6,0.533
1631093,Jaden Ivey,73,16,57,16.3,5.4,0.443,2.8,0.378,4.5,0.363,1.0,0.526,0.0,1.0,0.5,0.7,0.476
1630531,Jaden Springer,16,13,3,2.6,0.8,0.462,0.3,0.4,0.4,0.333,0.8,0.857,0.0,0.0,0.0,0.0,0.514
1628973,Jalen Brunson,68,40,28,24.0,11.8,0.504,2.8,0.477,8.5,0.447,0.2,0.6,0.6,0.552,0.1,0.5,0.547
1630224,Jalen Green,76,20,56,22.1,8.8,0.443,3.6,0.351,6.6,0.363,0.9,0.667,0.0,0.0,0.2,0.417,0.485
1630591,Jalen Suggs,53,20,33,9.9,2.5,0.505,2.3,0.342,2.5,0.34,0.8,0.444,0.1,0.333,0.2,0.333,0.493
1631114,Jalen Williams,75,36,39,14.1,5.2,0.518,2.5,0.362,1.7,0.395,2.3,0.709,0.0,0.0,0.8,0.75,0.567
1627750,Jamal Murray,65,43,22,20.0,5.5,0.49,3.6,0.407,8.3,0.401,1.0,0.714,0.5,0.52,0.8,0.594,0.537
1631123,Jamaree Bouyea,5,2,3,3.0,2.0,0.8,0.6,0.333,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1630547,James Bouknight,34,9,25,5.6,1.3,0.486,1.9,0.333,1.7,0.324,0.1,0.143,0.0,0.0,0.1,1.0,0.443
201935,James Harden,58,39,19,21.0,7.4,0.46,2.4,0.412,8.0,0.395,0.3,0.333,0.3,0.9,0.2,0.8,0.536
1630215,Jared Butler,6,3,3,6.2,2.3,0.438,2.5,0.556,1.3,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.578
1631197,Jared Rhoden,14,2,12,3.2,0.4,0.333,1.2,0.286,0.3,0.333,0.6,0.667,0.0,0.0,0.1,0.5,0.443
1629633,Jarrett Culver,10,5,5,4.4,1.0,0.4,0.3,0.083,0.6,0.375,1.2,0.571,0.0,0.0,0.0,0.0,0.407
1630554,Jason Preston,14,4,10,2.9,0.7,0.357,0.9,0.286,0.9,0.375,0.1,1.0,0.0,0.0,0.1,1.0,0.5
1629750,Javonte Green,32,13,19,5.2,0.5,0.308,1.1,0.353,0.2,0.4,2.1,0.789,0.0,0.0,0.5,0.7,0.625
1630206,Jay Scrubb,2,1,1,6.5,2.0,0.667,1.5,1.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.857
1627759,Jaylen Brown,67,46,21,26.6,8.8,0.579,5.2,0.346,6.0,0.403,2.1,0.574,0.5,0.591,1.1,0.533,0.55
1629669,Jaylen Nowell,65,34,31,10.8,3.8,0.51,2.0,0.304,3.0,0.429,0.8,0.632,0.0,0.0,0.4,0.833,0.502
1628369,Jayson Tatum,74,52,22,30.1,8.2,0.522,6.1,0.426,5.5,0.302,2.9,0.679,1.3,0.551,2.2,0.636,0.543
1631466,Jeenathan Williams,4,1,3,9.3,2.5,0.5,2.3,0.429,0.0,0.0,2.0,0.571,0.0,0.0,1.0,1.0,0.603
1630288,Jeff Dowtin Jr.,25,17,8,2.4,0.9,0.474,0.5,0.308,0.7,0.348,0.2,0.5,0.0,0.0,0.2,1.0,0.482
1628975,Jevon Carter,81,57,24,8.0,0.9,0.376,3.3,0.433,3.4,0.416,0.1,0.556,0.0,0.0,0.0,0.333,0.549
203925,Joe Harris,74,40,34,7.6,0.4,0.382,5.1,0.429,0.9,0.4,0.5,0.864,0.0,0.0,0.2,0.727,0.618
204060,Joe Ingles,46,32,14,6.9,0.9,0.563,3.5,0.379,2.1,0.479,0.1,0.667,0.0,0.0,0.0,1.0,0.603
1630580,Joe Wieskamp,9,6,3,1.0,0.0,0.0,1.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321
1629723,John Konchar,72,45,27,5.1,0.3,0.2,2.3,0.335,0.3,0.36,1.0,0.75,0.0,0.0,0.2,0.5,0.525
202322,John Wall,34,15,19,11.4,3.8,0.432,2.8,0.356,1.7,0.274,0.2,0.75,0.2,0.571,0.0,0.0,0.457
1631098,Johnny Davis,28,10,18,5.8,1.6,0.405,1.8,0.293,1.5,0.333,0.5,0.778,0.0,0.0,0.1,0.5,0.436
1630548,Johnny Juzang,18,6,12,4.8,1.1,0.556,1.8,0.212,1.7,0.406,0.2,0.5,0.0,0.0,0.1,0.5,0.409
203903,Jordan Clarkson,61,30,31,20.8,8.8,0.525,4.1,0.335,5.9,0.397,1.2,0.611,0.1,0.429,0.6,0.619,0.519
1630692,Jordan Goodwin,62,22,40,6.6,2.4,0.496,1.4,0.349,1.6,0.39,0.8,0.538,0.0,1.0,0.1,0.5,0.501
1631160,Jordan Hall,9,1,8,3.1,0.6,0.5,0.6,0.143,1.1,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.375
1629162,Jordan McLaughlin,42,21,21,3.7,1.2,0.512,1.1,0.296,0.7,0.364,0.3,1.0,0.0,0.0,0.1,1.0,0.5
1629673,Jordan Poole,81,43,38,20.4,5.6,0.497,4.8,0.362,5.1,0.34,0.7,0.59,0.0,0.0,0.7,0.727,0.513
1630648,Jordan Schakel,2,0,2,1.5,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
1630631,Jose Alvarado,61,30,31,9.0,3.4,0.462,3.6,0.336,1.0,0.329,0.3,0.7,0.0,0.0,0.2,1.0,0.496
1630528,Josh Christopher,64,16,48,5.8,2.8,0.488,0.5,0.222,1.6,0.407,0.3,0.714,0.0,0.0,0.1,0.667,0.497
1630581,Josh Giddey,76,34,42,16.6,6.8,0.483,3.1,0.362,2.0,0.403,2.5,0.591,0.0,0.0,0.9,0.673,0.516
1630182,Josh Green,60,27,33,9.1,2.8,0.574,3.4,0.417,0.5,0.419,0.5,0.632,0.0,0.0,0.5,0.813,0.626
1628404,Josh Hart,76,42,34,9.8,1.9,0.5,2.4,0.396,0.5,0.297,1.2,0.698,0.0,1.0,0.2,0.538,0.588
1629006,Josh Okogie,72,38,34,7.3,1.6,0.375,2.5,0.355,0.6,0.266,0.9,0.48,0.0,0.0,0.2,0.5,0.471
1626196,Josh Richardson,64,24,40,10.1,2.0,0.467,4.7,0.382,2.7,0.434,0.5,0.68,0.0,0.0,0.1,0.333,0.528
1630563,Joshua Primo,4,3,1,7.0,2.8,0.5,1.5,0.222,2.3,0.444,0.5,0.0,0.0,0.0,0.0,0.0,0.404
201950,Jrue Holiday,67,50,17,19.3,6.5,0.542,2.5,0.435,7.4,0.401,1.6,0.633,0.6,0.464,0.4,0.611,0.556
1630551,Justin Champagnie,5,4,1,2.2,0.4,0.5,0.0,0.0,0.6,1.0,1.2,0.5,0.0,0.0,0.0,0.0,0.367
203200,Justin Holiday,46,18,28,4.5,0.1,0.6,2.6,0.328,0.8,0.286,0.3,0.462,0.0,0.0,0.1,0.25,0.49
1626159,Justise Winslow,29,15,14,6.8,1.2,0.341,1.5,0.294,0.6,0.321,2.4,0.55,0.1,0.0,0.4,0.4,0.444
1629644,KZ Okpala,35,19,16,1.3,0.2,0.333,0.6,0.333,0.1,0.5,0.3,0.75,0.0,0.0,0.0,0.0,0.513
1629640,Keldon Johnson,61,16,45,22.0,9.3,0.492,5.5,0.35,2.1,0.293,1.5,0.632,0.4,0.3,0.7,0.516,0.514
1626162,Kelly Oubre Jr.,48,16,32,20.3,5.9,0.462,5.5,0.327,3.5,0.399,1.9,0.529,0.0,0.0,1.0,0.438,0.497
202689,Kemba Walker,9,5,4,8.0,3.8,0.6,0.2,0.125,3.7,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.482
1631112,Kendall Brown,6,1,5,1.5,0.0,0.0,0.0,0.0,0.3,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.571
1629134,Kendrick Nunn,70,30,40,7.1,1.7,0.433,2.0,0.348,2.5,0.398,0.4,0.714,0.0,0.0,0.1,0.833,0.512
1631113,Kennedy Chandler,36,22,14,2.2,0.8,0.359,0.2,0.182,0.4,0.444,0.4,0.545,0.0,0.0,0.1,1.0,0.434
1629026,Kenrich Williams,53,26,27,8.0,0.8,0.426,2.9,0.423,1.0,0.391,2.8,0.679,0.1,0.4,0.7,0.692,0.59
203484,Kentavious Caldwell-Pope,76,51,25,10.8,1.0,0.466,5.1,0.445,2.2,0.413,0.8,0.531,0.0,0.0,0.6,0.679,0.569
1631165,Keon Ellis,16,7,9,1.5,0.1,0.333,0.6,0.429,0.6,0.429,0.1,0.0,0.0,0.0,0.0,0.0,0.625
1630553,Keon Johnson,40,13,27,4.7,1.6,0.442,1.1,0.306,1.3,0.311,0.1,0.286,0.0,0.0,0.0,0.0,0.455
1628989,Kevin Huerter,75,44,31,15.2,2.3,0.514,5.8,0.403,3.9,0.426,1.8,0.768,0.0,0.0,0.6,0.625,0.603
1629645,Kevin Porter Jr.,59,18,41,19.2,6.5,0.442,2.7,0.419,7.1,0.386,1.1,0.816,0.1,1.0,0.2,0.375,0.522
1630284,Kevon Harris,34,12,22,4.1,0.8,0.4,1.2,0.438,0.2,0.188,1.1,0.667,0.0,0.0,0.2,0.75,0.514
1630165,Killian Hayes,75,16,59,10.4,3.9,0.405,2.4,0.313,4.5,0.379,0.3,0.348,0.1,1.0,0.2,0.538,0.43
1630184,Kira Lewis Jr.,25,11,14,4.6,1.0,0.321,1.4,0.414,0.9,0.476,0.2,1.0,0.0,0.0,0.1,1.0,0.54
202691,Klay Thompson,68,37,31,22.0,2.3,0.436,10.7,0.413,6.1,0.397,1.4,0.583,0.2,0.636,0.8,0.522,0.554
1628424,Kobi Simmons,5,1,4,1.0,0.4,0.0,0.0,0.0,0.6,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.25
1627739,Kris Dunn,22,8,14,13.2,8.5,0.545,1.8,0.433,1.2,0.524,0.5,0.833,0.0,0.0,0.2,0.667,0.576
203937,Kyle Anderson,68,35,33,9.4,4.0,0.505,1.8,0.437,1.0,0.419,1.5,0.587,0.0,0.25,0.6,0.629,0.553
200768,Kyle Lowry,55,30,25,11.2,2.8,0.529,3.8,0.343,3.0,0.392,0.4,0.5,0.0,0.0,0.1,0.667,0.514
202681,Kyrie Irving,60,32,28,27.1,9.2,0.583,4.7,0.386,10.2,0.461,1.5,0.719,0.2,0.333,1.0,0.703,0.572
1630163,LaMelo Ball,36,13,23,23.3,6.4,0.409,6.7,0.4,7.8,0.367,1.0,0.563,0.0,0.0,0.1,0.25,0.51
1629013,Landry Shamet,40,19,21,8.7,1.2,0.308,4.2,0.403,2.0,0.287,0.3,0.833,0.0,0.0,0.2,0.6,0.502
1631311,Lester Quinones,4,4,0,2.5,0.3,0.0,0.8,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6
1629623,Lindell Wigginton,7,4,3,7.1,3.7,0.625,2.6,0.462,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.568
1629022,Lonnie Walker IV,56,27,29,11.7,2.8,0.5,4.3,0.391,1.8,0.352,0.5,0.625,0.0,0.0,0.3,0.667,0.534
1629652,Luguentz Dort,74,36,38,13.7,4.1,0.402,4.6,0.33,1.4,0.353,1.5,0.451,0.0,0.5,0.2,0.333,0.466
1629029,Luka Doncic,66,33,33,32.4,14.6,0.627,1.3,0.333,11.5,0.394,1.1,0.763,3.1,0.555,0.5,0.68,0.56
1628379,Luke Kennard,59,37,22,9.3,1.2,0.475,5.8,0.528,2.0,0.425,0.2,0.667,0.0,0.0,0.2,0.625,0.666
1630644,Mac McClung,2,2,0,12.5,0.0,0.0,4.5,0.333,1.5,0.333,2.0,0.667,0.0,0.0,1.0,1.0,0.55
