PLAYER_ID,PLAYER_NAME,GP,W,L,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ
203468,CJ McCollum,75,38,37,51.0,64.8,5.7,0.8,0.7,10.6,14.9,7.2,0.112,0.142
1630595,Cade Cunningham,12,3,9,50.3,65.8,6.0,1.8,0.4,12.6,17.3,8.3,0.119,0.164
1631216,Caleb Houstan,51,20,31,9.5,7.9,0.6,0.0,0.1,1.0,1.6,0.7,0.062,0.073
1629629,Cam Reddish,40,14,26,17.9,21.0,1.4,0.0,0.2,2.9,3.6,1.7,0.08,0.092
1630560,Cam Thomas,57,30,27,17.5,23.3,1.4,0.1,0.2,2.5,3.4,1.6,0.078,0.094
1626166,Cameron Payne,48,27,21,37.1,40.0,4.5,0.5,0.8,8.5,11.2,5.8,0.12,0.155
1627747,Caris LeVert,74,45,29,33.0,34.0,3.9,0.4,0.4,6.7,9.8,4.8,0.117,0.144
1630637,Carlik Jones,6,3,3,10.7,10.7,1.0,0.2,0.0,2.3,2.5,1.2,0.094,0.109
1630537,Chris Duarte,46,19,27,19.5,20.3,1.4,0.1,0.1,2.5,3.4,1.6,0.071,0.08
101108,Chris Paul,59,33,26,57.6,61.4,8.9,1.1,1.0,16.5,22.8,10.9,0.154,0.19
1631128,Christian Braun,76,49,27,13.3,10.9,0.8,0.1,0.1,1.3,1.9,0.9,0.058,0.07
1629632,Coby White,73,36,37,27.7,29.3,2.8,0.2,0.4,4.7,7.0,3.4,0.101,0.124
1630175,Cole Anthony,60,28,32,38.4,39.4,3.9,0.5,0.4,7.1,10.2,4.8,0.102,0.124
1629012,Collin Sexton,48,24,24,30.9,38.4,2.9,0.2,0.3,5.8,7.5,3.4,0.093,0.11
202709,Cory Joseph,62,12,50,32.0,35.0,3.5,0.3,0.3,6.2,9.3,4.1,0.109,0.128
1626156,D'Angelo Russell,71,39,32,59.9,65.0,6.2,0.8,0.7,10.5,15.7,7.6,0.103,0.127
1630227,Daishen Nix,57,15,42,29.0,28.1,2.3,0.2,0.2,4.5,5.7,2.8,0.08,0.095
203081,Damian Lillard,58,27,31,56.5,75.0,7.3,0.8,1.1,12.9,18.9,9.1,0.13,0.161
1627814,Damion Lee,74,40,34,20.4,19.3,1.3,0.1,0.2,2.7,3.5,1.7,0.066,0.082
201980,Danny Green,11,6,5,13.1,12.0,0.5,0.2,0.3,1.7,1.8,1.0,0.042,0.076
1627863,Danuel House Jr.,56,38,18,12.0,11.0,0.8,0.1,0.2,1.4,2.1,1.1,0.065,0.088
1629636,Darius Garland,69,40,29,52.3,68.3,7.8,0.8,0.9,12.9,18.9,9.4,0.149,0.18
1630561,David Duke Jr.,23,10,13,8.9,9.9,0.9,0.1,0.0,2.0,2.7,1.0,0.103,0.118
1630558,Davion Mitchell,80,47,33,28.2,30.8,2.3,0.3,0.4,4.5,6.4,3.1,0.082,0.109
1628432,Davon Reed,43,29,14,11.4,9.4,0.5,0.0,0.1,1.1,1.3,0.7,0.047,0.057
1628368,De'Aaron Fox,73,44,29,52.2,66.9,6.1,0.6,0.4,11.6,16.3,7.2,0.117,0.138
1629631,De'Andre Hunter,67,35,32,22.2,22.9,1.4,0.1,0.1,2.8,3.6,1.7,0.063,0.075
1629001,De'Anthony Melton,77,50,27,36.1,30.9,2.6,0.4,0.4,4.8,7.2,3.3,0.071,0.092
201942,DeMar DeRozan,73,36,37,34.9,50.4,5.1,0.4,1.0,9.5,13.2,6.5,0.146,0.186
1627749,Dejounte Murray,74,38,36,49.1,58.3,6.1,0.5,0.5,10.5,15.0,7.0,0.123,0.143
1626153,Delon Wright,50,26,24,38.9,37.1,3.9,0.3,0.4,7.4,10.2,4.6,0.1,0.118
203471,Dennis Schroder,67,37,30,40.1,45.3,4.4,0.4,0.6,8.3,11.5,5.4,0.111,0.136
1628372,Dennis Smith Jr.,54,19,35,41.5,44.0,4.8,0.7,0.5,10.0,12.8,6.0,0.117,0.146
1629126,Deonte Burton,2,1,1,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631220,Dereon Seabron,5,2,3,1.6,2.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
201565,Derrick Rose,27,12,15,19.1,22.6,1.7,0.1,0.1,3.0,4.2,2.0,0.089,0.103
1628401,Derrick White,82,57,25,35.1,36.4,3.9,0.2,0.5,6.5,10.1,4.6,0.112,0.132
1630217,Desmond Bane,58,38,20,42.4,48.6,4.4,0.4,0.9,7.7,11.4,5.7,0.103,0.134
1626164,Devin Booker,53,34,19,35.5,55.5,5.5,0.5,0.9,10.7,14.4,6.9,0.156,0.195
1630170,Devin Vassell,38,12,26,33.4,39.2,3.6,0.3,0.5,6.6,9.5,4.4,0.107,0.131
1629653,Devon Dotson,6,1,5,14.0,12.0,1.3,0.0,0.0,3.0,3.3,1.3,0.095,0.095
1628984,Devonte' Graham,73,31,42,26.4,27.5,2.7,0.1,0.2,5.1,6.4,3.1,0.102,0.116
1628415,Dillon Brooks,73,46,27,24.4,30.8,2.6,0.3,0.2,4.5,6.6,3.1,0.106,0.125
1628378,Donovan Mitchell,68,44,24,39.7,56.9,4.4,0.5,0.8,8.6,11.3,5.7,0.111,0.144
1631495,Donovan Williams,2,1,1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628978,Donte DiVincenzo,71,41,30,37.9,32.9,3.5,0.3,0.6,6.2,9.0,4.5,0.092,0.117
1630696,Dru Smith,15,7,8,14.6,13.2,1.5,0.1,0.1,2.0,3.4,1.6,0.1,0.11
1630613,Duane Washington Jr.,31,17,14,19.3,24.7,2.0,0.3,0.2,4.0,5.3,2.5,0.106,0.127
1629685,Dylan Windler,3,3,0,5.0,4.3,0.3,0.0,0.0,0.3,0.7,0.3,0.067,0.067
1630700,Dyson Daniels,59,33,26,23.4,19.1,2.3,0.3,0.2,4.1,5.9,2.8,0.097,0.12
1628410,Edmond Sumner,53,33,20,15.5,18.4,1.3,0.1,0.3,2.4,3.1,1.7,0.083,0.108
201569,Eric Gordon,69,25,44,26.1,32.0,2.7,0.4,0.4,4.8,6.8,3.4,0.102,0.131
203095,Evan Fournier,27,15,12,14.4,16.1,1.3,0.0,0.2,2.6,3.4,1.6,0.093,0.108
1630267,Facundo Campazzo,8,2,6,12.0,11.6,1.1,0.4,0.0,2.6,3.5,1.5,0.094,0.125
1628402,Frank Jackson,1,0,1,7.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,0.143,0.143
1628373,Frank Ntilikina,47,20,27,13.6,13.3,1.2,0.0,0.2,2.2,3.3,1.5,0.091,0.111
1627832,Fred VanVleet,69,34,35,62.3,69.8,7.2,0.5,0.7,13.0,17.7,8.4,0.115,0.135
1627788,Furkan Korkmaz,37,24,13,9.6,10.5,0.6,0.0,0.2,1.5,1.5,0.8,0.062,0.082
1629216,Gabe Vincent,68,37,31,31.6,34.8,2.5,0.3,0.3,4.9,6.4,3.0,0.078,0.096
1628221,Gabe York,3,1,2,13.3,16.3,1.7,0.0,0.0,2.7,4.7,1.7,0.125,0.125
202066,Garrett Temple,25,16,9,6.2,5.6,0.5,0.1,0.1,0.9,1.2,0.7,0.084,0.117
1629726,Garrison Mathews,54,16,38,9.4,9.8,0.5,0.0,0.1,0.8,1.2,0.6,0.051,0.063
203914,Gary Harris,48,22,26,13.8,17.3,1.2,0.1,0.2,2.3,3.2,1.5,0.089,0.109
1627780,Gary Payton II,22,13,9,18.9,12.0,1.4,0.1,0.1,3.0,3.8,1.5,0.072,0.082
1629018,Gary Trent Jr.,66,31,35,21.9,32.0,1.6,0.2,0.3,3.3,4.3,2.0,0.073,0.093
201588,George Hill,46,27,19,25.5,24.9,2.4,0.2,0.2,4.1,6.0,2.7,0.094,0.107
201609,Goran Dragic,57,26,31,25.0,26.3,2.6,0.4,0.3,4.6,6.7,3.3,0.105,0.133
1628960,Grayson Allen,72,53,19,24.5,24.5,2.3,0.1,0.5,4.1,5.9,2.9,0.092,0.117
1628977,Hamidou Diallo,55,12,43,18.3,15.9,1.0,0.1,0.1,1.6,2.5,1.1,0.054,0.06
1630193,Immanuel Quickley,81,47,34,37.3,42.4,3.4,0.2,0.6,6.5,9.0,4.2,0.092,0.113
1630171,Isaac Okoro,76,48,28,13.8,11.9,1.1,0.1,0.2,1.9,2.8,1.4,0.083,0.105
1630198,Isaiah Joe,73,36,37,16.7,17.8,1.2,0.1,0.2,2.1,3.2,1.5,0.072,0.09
202397,Ish Smith,43,25,18,16.8,18.0,2.3,0.2,0.2,4.1,5.9,2.7,0.139,0.161
1631120,JD Davison,12,11,1,7.2,7.3,0.9,0.0,0.1,2.1,2.2,1.0,0.128,0.14
1629630,Ja Morant,61,40,21,47.0,63.5,8.1,0.6,0.7,14.1,20.3,9.4,0.172,0.199
1631367,Jacob Gilyard,1,0,1,71.0,63.0,7.0,1.0,1.0,14.0,18.0,9.0,0.099,0.127
1630702,Jaden Hardy,48,20,28,15.9,20.5,1.4,0.3,0.3,3.1,4.0,2.0,0.085,0.123
1631093,Jaden Ivey,73,16,57,36.8,47.6,5.2,0.6,0.4,9.6,13.5,6.2,0.143,0.17
1630531,Jaden Springer,16,13,3,2.5,3.6,0.5,0.0,0.0,0.6,1.2,0.5,0.2,0.2
1628973,Jalen Brunson,68,40,28,58.9,71.0,6.2,0.6,1.0,11.6,16.5,7.8,0.105,0.132
1630224,Jalen Green,76,20,56,40.1,53.7,3.7,0.5,0.6,6.7,9.3,4.8,0.092,0.12
1630591,Jalen Suggs,53,20,33,30.7,29.4,2.9,0.2,0.2,4.7,7.2,3.3,0.095,0.109
1631114,Jalen Williams,75,36,39,32.1,33.6,3.3,0.3,0.3,5.5,8.5,3.9,0.103,0.121
1627750,Jamal Murray,65,43,22,49.3,60.4,6.2,0.6,0.9,10.5,15.2,7.6,0.125,0.155
1631123,Jamaree Bouyea,5,2,3,19.6,18.2,0.8,0.2,0.0,1.4,1.8,1.0,0.041,0.051
1630547,James Bouknight,34,9,25,14.9,16.7,1.2,0.1,0.0,2.2,2.9,1.2,0.081,0.083
201935,James Harden,58,39,19,69.6,78.7,10.7,1.5,1.2,17.1,27.6,13.4,0.153,0.193
1630215,Jared Butler,6,3,3,18.0,20.2,1.3,0.0,0.0,4.0,3.5,1.3,0.074,0.074
1631197,Jared Rhoden,14,2,12,12.9,8.4,0.3,0.0,0.1,1.1,0.6,0.4,0.022,0.028
1629633,Jarrett Culver,10,5,5,14.3,9.6,0.6,0.1,0.0,1.6,1.4,0.6,0.042,0.042
1630554,Jason Preston,14,4,10,17.7,18.2,1.9,0.2,0.2,3.4,4.9,2.4,0.109,0.133
1629750,Javonte Green,32,13,19,16.9,11.7,0.7,0.0,0.1,1.2,1.8,0.8,0.043,0.05
1630206,Jay Scrubb,2,1,1,19.0,15.5,0.5,0.0,0.0,1.5,1.5,0.5,0.026,0.026
1627759,Jaylen Brown,67,46,21,36.2,46.1,3.5,0.2,0.8,6.6,9.3,4.5,0.096,0.124
1629669,Jaylen Nowell,65,34,31,21.3,25.7,2.0,0.2,0.3,3.2,5.2,2.5,0.095,0.119
1628369,Jayson Tatum,74,52,22,45.4,53.6,4.6,0.2,1.1,8.6,12.2,5.9,0.102,0.131
1631466,Jeenathan Williams,4,1,3,10.5,12.0,1.5,0.0,0.0,2.8,3.5,1.5,0.143,0.143
1630288,Jeff Dowtin Jr.,25,17,8,14.6,13.8,1.2,0.0,0.1,2.2,3.0,1.4,0.085,0.093
1628975,Jevon Carter,81,57,24,28.9,31.6,2.4,0.2,0.4,4.6,6.5,3.1,0.084,0.108
203925,Joe Harris,74,40,34,14.9,16.0,1.4,0.1,0.3,2.4,3.4,1.8,0.092,0.118
204060,Joe Ingles,46,32,14,25.6,23.8,3.3,0.2,0.5,5.5,8.2,4.0,0.127,0.154
1630580,Joe Wieskamp,9,6,3,3.4,4.3,0.3,0.0,0.0,0.7,0.9,0.3,0.097,0.097
1629723,John Konchar,72,45,27,24.3,15.5,1.4,0.2,0.2,3.1,3.7,1.7,0.057,0.071
202322,John Wall,34,15,19,39.9,47.4,5.2,0.5,0.8,8.8,13.7,6.6,0.131,0.164
1631098,Johnny Davis,28,10,18,12.5,13.5,1.0,0.1,0.1,1.9,2.6,1.2,0.08,0.097
1630548,Johnny Juzang,18,6,12,9.8,12.5,0.4,0.0,0.3,0.8,1.0,0.7,0.045,0.073
203903,Jordan Clarkson,61,30,31,32.5,44.7,4.4,0.4,0.4,8.1,11.7,5.2,0.136,0.16
1630692,Jordan Goodwin,62,22,40,29.7,29.1,2.7,0.3,0.3,5.2,7.0,3.3,0.091,0.111
1631160,Jordan Hall,9,1,8,13.2,13.8,1.2,0.0,0.3,2.2,3.1,1.6,0.092,0.118
1629162,Jordan McLaughlin,42,21,21,30.5,29.6,3.3,0.3,0.2,5.1,8.4,3.8,0.108,0.126
1629673,Jordan Poole,81,43,38,42.3,57.1,4.5,0.3,0.9,8.2,11.6,5.7,0.106,0.135
1630648,Jordan Schakel,2,0,2,3.5,3.5,0.5,0.0,0.0,1.0,1.5,0.5,0.143,0.143
1630631,Jose Alvarado,61,30,31,34.9,37.3,3.0,0.4,0.4,5.6,7.7,3.8,0.087,0.11
1630528,Josh Christopher,64,16,48,11.6,15.0,1.1,0.1,0.2,2.0,2.9,1.4,0.098,0.122
1630581,Josh Giddey,76,34,42,56.9,53.2,6.2,0.6,0.6,11.6,15.9,7.3,0.108,0.128
1630182,Josh Green,60,27,33,25.2,23.9,1.7,0.2,0.4,3.2,4.7,2.3,0.068,0.089
1628404,Josh Hart,76,42,34,34.1,28.5,3.8,0.4,0.5,6.9,10.1,4.6,0.112,0.136
1629006,Josh Okogie,72,38,34,15.1,14.4,1.5,0.1,0.2,2.3,3.8,1.8,0.097,0.118
1626196,Josh Richardson,64,24,40,30.4,30.3,2.6,0.2,0.3,4.6,6.7,3.1,0.087,0.103
1630563,Joshua Primo,4,3,1,31.3,36.0,4.5,0.0,0.8,6.8,11.5,5.3,0.144,0.168
201950,Jrue Holiday,67,50,17,50.8,58.7,7.4,0.7,0.7,13.8,19.2,8.8,0.146,0.173
1630551,Justin Champagnie,5,4,1,6.6,5.4,0.8,0.0,0.0,1.2,1.8,0.8,0.121,0.121
203200,Justin Holiday,46,18,28,11.9,11.1,0.9,0.0,0.0,1.4,2.2,1.0,0.075,0.08
1626159,Justise Winslow,29,15,14,42.1,34.1,3.4,0.2,0.3,5.7,8.3,4.0,0.08,0.094
1629644,KZ Okpala,35,19,16,5.4,4.4,0.4,0.0,0.1,0.6,0.9,0.5,0.069,0.096
1629640,Keldon Johnson,61,16,45,34.4,39.7,2.9,0.2,0.3,6.2,7.6,3.5,0.085,0.102
1626162,Kelly Oubre Jr.,48,16,32,23.4,31.5,1.1,0.2,0.3,2.2,2.8,1.6,0.048,0.067
202689,Kemba Walker,9,5,4,19.6,24.1,2.1,0.0,0.4,3.3,5.3,2.6,0.108,0.131
1631112,Kendall Brown,6,1,5,5.0,4.2,0.5,0.2,0.2,1.0,1.5,0.8,0.1,0.167
1629134,Kendrick Nunn,70,30,40,12.1,15.7,1.3,0.2,0.2,2.5,3.3,1.7,0.106,0.138
1631113,Kennedy Chandler,36,22,14,12.4,13.7,1.6,0.1,0.1,2.6,3.7,1.8,0.13,0.143
1629026,Kenrich Williams,53,26,27,23.2,19.5,2.0,0.2,0.3,3.7,5.1,2.4,0.086,0.105
203484,Kentavious Caldwell-Pope,76,51,25,27.2,26.5,2.4,0.3,0.5,4.1,6.1,3.1,0.089,0.115
1631165,Keon Ellis,16,7,9,5.2,4.4,0.4,0.0,0.0,0.6,0.9,0.4,0.072,0.072
1630553,Keon Johnson,40,13,27,14.4,17.7,1.5,0.2,0.1,2.3,4.0,1.8,0.103,0.122
1628989,Kevin Huerter,75,44,31,29.5,34.2,2.9,0.3,0.4,4.9,7.5,3.7,0.1,0.124
1629645,Kevin Porter Jr.,59,18,41,56.3,62.0,5.7,0.5,0.6,11.4,14.9,6.9,0.102,0.123
1630284,Kevon Harris,34,12,22,8.6,8.6,0.5,0.1,0.1,1.4,1.3,0.7,0.055,0.079
1630165,Killian Hayes,75,16,59,46.2,50.5,6.2,0.5,0.4,10.3,16.1,7.0,0.133,0.152
1630184,Kira Lewis Jr.,25,11,14,15.3,16.6,0.9,0.2,0.2,2.3,2.5,1.3,0.06,0.084
202691,Klay Thompson,68,37,31,25.8,39.1,2.3,0.2,0.6,4.2,5.9,3.2,0.091,0.123
1628424,Kobi Simmons,5,1,4,6.6,6.2,1.0,0.0,0.2,1.4,2.4,1.2,0.152,0.182
1627739,Kris Dunn,22,8,14,51.0,51.2,5.6,0.5,1.1,10.8,14.7,7.2,0.11,0.141
203937,Kyle Anderson,68,35,33,41.6,35.4,4.9,0.6,0.4,7.9,12.3,5.8,0.117,0.139
200768,Kyle Lowry,55,30,25,56.3,53.9,5.1,0.5,0.4,10.5,13.1,6.1,0.091,0.108
202681,Kyrie Irving,60,32,28,49.1,59.4,5.5,0.6,1.0,9.9,14.4,7.1,0.112,0.144
1630163,LaMelo Ball,36,13,23,62.7,74.6,8.4,1.2,0.9,14.3,21.3,10.6,0.135,0.169
1629013,Landry Shamet,40,19,21,25.7,27.7,2.3,0.2,0.3,4.1,5.8,2.9,0.09,0.111
1631311,Lester Quinones,4,4,0,8.8,10.0,0.5,0.0,0.3,1.0,1.0,0.8,0.057,0.086
1629623,Lindell Wigginton,7,4,3,15.4,19.7,2.0,0.3,0.3,4.0,5.1,2.6,0.13,0.167
1629022,Lonnie Walker IV,56,27,29,13.6,20.1,1.1,0.1,0.2,2.3,2.8,1.5,0.084,0.108
1629652,Luguentz Dort,74,36,38,21.5,28.2,2.1,0.1,0.4,4.0,5.2,2.6,0.097,0.121
1629029,Luka Doncic,66,33,33,54.7,66.7,8.0,0.8,1.4,15.0,21.5,10.2,0.147,0.187
1628379,Luke Kennard,59,37,22,19.3,18.8,1.5,0.2,0.3,2.7,4.2,2.0,0.08,0.102
1630644,Mac McClung,2,2,0,24.0,28.0,4.5,0.5,0.0,5.0,12.0,5.0,0.188,0.208
1630201,Malachi Flynn,53,29,24,20.3,21.6,1.3,0.1,0.2,2.6,3.3,1.6,0.065,0.08
1627763,Malcolm Brogdon,67,46,21,37.6,40.4,3.7,0.4,0.8,7.5,10.0,4.9,0.098,0.13
1627736,Malik Beasley,81,45,36,20.5,24.0,1.5,0.2,0.2,2.6,4.0,1.9,0.075,0.093
1628370,Malik Monk,77,47,30,25.8,32.1,3.9,0.4,0.3,6.7,9.8,4.6,0.15,0.179
203935,Marcus Smart,61,43,18,45.1,49.8,6.3,0.4,0.8,10.7,15.7,7.4,0.139,0.164
1628365,Markelle Fultz,60,29,31,50.3,51.5,5.7,0.6,0.5,10.4,15.1,6.8,0.113,0.135
1629680,Matisse Thybulle,71,38,33,11.6,8.9,0.7,0.0,0.1,1.5,1.9,0.8,0.064,0.073
203521,Matthew Dellavedova,32,19,13,12.7,13.9,1.3,0.1,0.1,2.5,3.3,1.5,0.101,0.118
1631108,Max Christie,41,19,22,8.9,6.3,0.5,0.0,0.0,1.0,1.3,0.6,0.058,0.069
1629622,Max Strus,80,42,38,32.2,28.7,2.1,0.2,0.2,3.9,5.4,2.5,0.066,0.078
1630593,McKinley Wright IV,27,14,13,19.2,19.8,2.1,0.1,0.4,4.0,5.9,2.7,0.112,0.143
203487,Michael Carter-Williams,4,1,3,18.3,20.5,1.8,0.3,0.8,4.0,4.3,2.8,0.096,0.151
1628969,Mikal Bridges,27,12,15,28.5,39.2,2.7,0.2,0.5,5.0,6.9,3.4,0.094,0.118
201144,Mike Conley,66,33,33,56.6,59.1,6.7,0.8,0.7,12.4,17.9,8.2,0.119,0.146
1630540,Miles McBride,64,36,28,14.2,14.6,1.1,0.1,0.2,2.0,3.0,1.4,0.079,0.099
1628420,Monte Morris,62,28,34,46.2,48.8,5.3,0.5,0.7,8.8,13.5,6.5,0.114,0.14
1630541,Moses Moody,62,36,26,9.4,11.1,0.8,0.1,0.2,1.5,2.0,1.0,0.083,0.112
1629642,Nassir Little,54,22,32,15.3,14.1,0.9,0.1,0.1,1.7,2.5,1.2,0.061,0.076
1629638,Nickeil Alexander-Walker,58,28,30,21.1,21.4,1.8,0.2,0.2,3.6,4.7,2.1,0.086,0.101
201587,Nicolas Batum,78,44,34,22.8,15.8,1.6,0.2,0.2,2.5,4.0,1.9,0.068,0.083
1626181,Norman Powell,60,31,29,18.7,29.0,1.8,0.1,0.3,3.4,4.7,2.2,0.097,0.118
1630534,Ochai Agbaji,59,29,30,14.6,16.0,1.1,0.1,0.1,2.2,2.9,1.3,0.078,0.092
1629052,Oshae Brissett,65,27,38,19.6,14.3,0.7,0.0,0.0,1.4,1.8,0.8,0.035,0.039
1628408,PJ Dozier,16,11,5,8.2,7.9,0.6,0.2,0.2,1.3,1.6,1.0,0.076,0.122
1626192,Pat Connaughton,61,43,18,24.9,17.7,1.3,0.1,0.2,1.9,3.1,1.5,0.051,0.061
201976,Patrick Beverley,67,34,33,31.9,28.0,2.9,0.3,0.4,5.2,7.3,3.5,0.091,0.111
201988,Patty Mills,40,18,22,13.5,16.1,1.4,0.1,0.2,2.3,3.5,1.7,0.104,0.123
1630202,Payton Pritchard,48,32,16,17.3,19.1,1.3,0.1,0.2,3.2,3.6,1.7,0.077,0.097
1631212,Peyton Watson,23,13,10,6.9,5.5,0.5,0.0,0.0,0.8,1.0,0.5,0.07,0.076
1629656,Quentin Grimes,71,41,30,21.4,22.0,2.1,0.1,0.1,3.3,5.2,2.3,0.099,0.109
1631245,Quenton Jackson,9,3,6,19.2,19.6,1.7,0.1,0.2,3.0,4.2,2.0,0.087,0.104
1630181,R.J. Hampton,47,9,38,16.3,17.5,1.1,0.1,0.1,2.7,3.2,1.4,0.071,0.084
1629628,RJ Barrett,73,40,33,28.8,37.0,2.8,0.2,0.4,5.1,7.1,3.3,0.095,0.116
203526,Raul Neto,48,31,17,16.5,18.1,1.6,0.1,0.3,3.2,4.2,2.1,0.099,0.125
203493,Reggie Bullock,78,37,41,27.2,21.8,1.4,0.1,0.1,2.5,3.7,1.6,0.051,0.06
202704,Reggie Jackson,68,36,32,36.0,41.1,3.4,0.4,0.4,5.7,8.8,4.1,0.095,0.114
201937,Ricky Rubio,33,23,10,31.4,31.8,3.5,0.5,0.5,6.8,9.5,4.5,0.111,0.145
203585,Rodney McGruder,32,4,28,12.9,12.5,0.9,0.1,0.2,1.7,2.2,1.2,0.068,0.092
1629641,Romeo Langford,40,13,27,13.8,13.8,1.1,0.1,0.2,2.3,2.9,1.4,0.081,0.101
200752,Rudy Gay,56,29,27,17.0,12.1,1.0,0.2,0.1,2.1,2.9,1.3,0.06,0.076
201566,Russell Westbrook,73,36,37,44.0,49.8,7.5,0.8,0.6,12.6,18.7,8.9,0.172,0.201
1627853,Ryan Arcidiacono,20,9,11,16.8,16.5,1.2,0.1,0.0,3.3,2.8,1.2,0.069,0.072
1631157,Ryan Rollins,12,5,7,8.4,9.5,0.5,0.0,0.1,1.7,1.2,0.6,0.059,0.069
1630240,Saben Lee,25,15,10,25.8,29.0,2.7,0.2,0.4,5.4,6.8,3.3,0.104,0.127
1630241,Sam Merrill,5,4,1,12.0,13.0,1.0,0.0,0.0,1.8,2.6,1.0,0.083,0.083
1630590,Scotty Pippen Jr.,6,1,5,8.3,8.8,0.3,0.2,0.2,1.0,1.0,0.7,0.04,0.08
203552,Seth Curry,61,37,24,22.5,26.2,1.6,0.2,0.7,2.9,4.4,2.4,0.072,0.108
1631101,Shaedon Sharpe,80,32,48,15.5,18.9,1.2,0.1,0.2,2.2,3.1,1.5,0.076,0.099
1628983,Shai Gilgeous-Alexander,68,33,35,42.5,61.9,5.5,0.4,0.9,11.5,14.5,6.8,0.128,0.159
1629003,Shake Milton,76,52,24,29.2,32.6,3.2,0.3,0.3,5.0,8.2,3.8,0.108,0.13
1627885,Shaquille Harrison,4,1,3,46.5,44.5,5.3,0.0,0.5,10.0,13.3,5.8,0.113,0.124
1630219,Skylar Mays,5,1,4,65.2,68.8,8.6,0.8,0.4,13.8,21.0,9.8,0.132,0.15
