PLAYER_ID,PLAYER_NAME,GP,W,L,MIN1,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
1629636,Darius Garland,69,40,29,35.47,13853.13,2.62,1.45,1.17,4.14,4.53,3.73
1630561,David Duke Jr.,23,10,13,9.91,3962.7,0.75,0.4,0.35,4.2,4.43,3.97
1630558,Davion Mitchell,80,47,33,18.09,7544.68,1.43,0.75,0.67,4.43,4.78,4.09
1628432,Davon Reed,43,29,14,7.97,3255.47,0.62,0.34,0.27,4.29,4.62,3.95
1628368,De'Aaron Fox,73,44,29,33.36,13188.52,2.5,1.33,1.17,4.17,4.64,3.74
1629631,De'Andre Hunter,67,35,32,31.73,12092.43,2.29,1.23,1.06,4.05,4.42,3.68
1629001,De'Anthony Melton,77,50,27,27.92,11037.34,2.09,1.11,0.98,4.21,4.38,4.02
201942,DeMar DeRozan,73,36,37,36.22,12703.88,2.41,1.3,1.1,3.79,4.2,3.39
1627749,Dejounte Murray,74,38,36,36.4,14148.23,2.68,1.47,1.21,4.14,4.57,3.71
1626153,Delon Wright,50,26,24,24.42,9726.18,1.84,1.01,0.83,4.19,4.41,3.95
203471,Dennis Schroder,67,37,30,29.64,11591.88,2.2,1.14,1.06,4.16,4.32,4.0
1628372,Dennis Smith Jr.,54,19,35,25.74,10329.96,1.96,1.04,0.92,4.24,4.56,3.92
1629126,Deonte Burton,2,1,1,3.25,1447.5,0.27,0.14,0.14,4.05,5.65,4.27
1631220,Dereon Seabron,5,2,3,2.32,947.2,0.18,0.09,0.09,4.15,5.21,3.31
201565,Derrick Rose,27,12,15,12.51,5102.19,0.97,0.53,0.44,4.33,4.75,3.92
1628401,Derrick White,82,57,25,28.28,10846.09,2.05,1.11,0.95,4.09,4.41,3.77
1630217,Desmond Bane,58,38,20,31.75,12620.29,2.39,1.3,1.09,4.2,4.67,3.76
1626164,Devin Booker,53,34,19,34.63,12974.53,2.46,1.37,1.09,3.97,4.4,3.54
1630170,Devin Vassell,38,12,26,31.0,13087.53,2.48,1.4,1.08,4.47,5.03,3.9
1629653,Devon Dotson,6,1,5,8.85,3769.83,0.71,0.38,0.33,4.45,4.71,4.2
1628984,Devonte' Graham,73,31,42,18.33,7211.41,1.37,0.76,0.61,4.17,4.59,3.74
1628415,Dillon Brooks,73,46,27,30.33,11586.95,2.19,1.09,1.11,4.05,4.11,3.99
1628378,Donovan Mitchell,68,44,24,35.77,12607.49,2.39,1.32,1.07,3.74,4.07,3.39
1631495,Donovan Williams,2,1,1,2.12,902.5,0.17,0.08,0.09,3.82,5.65,4.64
1628978,Donte DiVincenzo,71,41,30,26.33,10659.38,2.02,1.1,0.92,4.29,4.75,3.86
1630696,Dru Smith,15,7,8,10.56,4114.4,0.78,0.41,0.37,4.13,4.45,3.82
1630613,Duane Washington Jr.,31,17,14,12.7,5208.29,0.99,0.55,0.43,4.32,4.78,3.86
1629685,Dylan Windler,3,3,0,3.46,1441.33,0.27,0.15,0.12,4.1,5.2,4.04
1630700,Dyson Daniels,59,33,26,17.66,7192.71,1.36,0.72,0.64,4.31,4.65,3.98
1628410,Edmond Sumner,53,33,20,13.89,5749.75,1.09,0.58,0.51,4.35,4.65,4.05
201569,Eric Gordon,69,25,44,28.49,9805.1,1.86,1.01,0.85,3.64,3.88,3.4
203095,Evan Fournier,27,15,12,16.99,6881.78,1.3,0.7,0.6,4.3,4.59,4.01
1630267,Facundo Campazzo,8,2,6,6.52,2680.88,0.51,0.28,0.23,4.34,4.68,3.8
1628402,Frank Jackson,1,0,1,5.05,1939.0,0.37,0.18,0.19,4.48,6.22,3.49
1628373,Frank Ntilikina,47,20,27,12.93,4964.26,0.94,0.49,0.45,4.07,4.29,3.85
1627832,Fred VanVleet,69,34,35,36.74,14509.81,2.75,1.54,1.21,4.18,4.67,3.68
1627788,Furkan Korkmaz,37,24,13,9.55,3858.24,0.73,0.41,0.32,4.22,4.59,3.82
1629216,Gabe Vincent,68,37,31,25.86,10147.09,1.92,1.05,0.87,4.17,4.56,3.77
1628221,Gabe York,3,1,2,18.61,7490.33,1.42,0.73,0.69,4.29,4.88,3.81
202066,Garrett Temple,25,16,9,6.47,2642.76,0.5,0.27,0.23,4.27,4.64,3.9
1629726,Garrison Mathews,54,16,38,12.71,5049.78,0.96,0.51,0.44,4.21,4.46,3.95
203914,Gary Harris,48,22,26,24.67,9760.31,1.85,0.93,0.92,4.22,4.33,4.11
1627780,Gary Payton II,22,13,9,16.71,7042.27,1.33,0.67,0.67,4.45,4.45,4.47
1629018,Gary Trent Jr.,66,31,35,32.09,11990.89,2.27,1.19,1.08,3.95,4.16,3.75
201588,George Hill,46,27,19,18.12,7022.33,1.33,0.72,0.61,4.1,4.35,3.84
201609,Goran Dragic,57,26,31,15.02,6085.04,1.15,0.63,0.52,4.26,4.77,3.78
1628960,Grayson Allen,72,53,19,27.39,11235.9,2.13,1.14,0.99,4.38,4.7,4.06
1628977,Hamidou Diallo,55,12,43,17.72,7246.62,1.37,0.75,0.63,4.33,4.74,3.92
1630193,Immanuel Quickley,81,47,34,28.94,11584.3,2.19,1.2,0.99,4.23,4.53,3.92
1630171,Isaac Okoro,76,48,28,21.74,8419.92,1.59,0.78,0.82,4.11,4.0,4.22
1630198,Isaiah Joe,73,36,37,19.11,7912.15,1.5,0.81,0.69,4.36,4.78,3.96
202397,Ish Smith,43,25,18,9.25,3699.49,0.7,0.4,0.3,4.22,4.79,3.67
1631120,JD Davison,12,11,1,5.47,2115.25,0.4,0.22,0.18,4.07,4.24,3.87
1629630,Ja Morant,61,40,21,31.94,12254.66,2.32,1.25,1.07,4.05,4.44,3.67
1631367,Jacob Gilyard,1,0,1,40.78,16076.0,3.04,1.54,1.51,4.14,4.39,3.91
1630702,Jaden Hardy,48,20,28,14.76,5937.48,1.12,0.61,0.52,4.25,4.5,4.0
1631093,Jaden Ivey,73,16,57,31.11,12415.15,2.35,1.29,1.06,4.24,4.6,3.86
1630531,Jaden Springer,16,13,3,5.58,2301.38,0.44,0.24,0.2,4.32,4.43,4.18
1628973,Jalen Brunson,68,40,28,34.98,13748.82,2.6,1.49,1.11,4.17,4.6,3.71
1630224,Jalen Green,76,20,56,34.24,13635.93,2.58,1.47,1.11,4.23,4.66,3.76
1630591,Jalen Suggs,53,20,33,23.51,9325.64,1.77,0.94,0.83,4.18,4.47,3.9
1631114,Jalen Williams,75,36,39,30.34,12842.39,2.43,1.32,1.12,4.5,5.04,3.99
1627750,Jamal Murray,65,43,22,32.82,12862.58,2.44,1.35,1.09,4.17,4.61,3.73
1631123,Jamaree Bouyea,5,2,3,14.11,5701.4,1.08,0.58,0.5,4.29,4.52,4.05
1630547,James Bouknight,34,9,25,15.16,6142.29,1.16,0.65,0.51,4.31,4.82,3.8
201935,James Harden,58,39,19,36.81,12263.07,2.32,1.28,1.05,3.55,3.84,3.24
1630215,Jared Butler,6,3,3,12.76,4947.67,0.94,0.54,0.4,4.08,4.47,3.67
1631197,Jared Rhoden,14,2,12,14.13,5870.79,1.11,0.62,0.5,4.37,4.61,4.05
1629633,Jarrett Culver,10,5,5,13.69,5399.8,1.02,0.55,0.47,4.12,4.31,3.92
1630554,Jason Preston,14,4,10,8.84,3588.36,0.68,0.36,0.32,4.24,4.65,3.85
1629750,Javonte Green,32,13,19,15.01,6215.97,1.18,0.6,0.57,4.36,4.68,4.07
1630206,Jay Scrubb,2,1,1,15.06,6174.5,1.17,0.66,0.5,4.22,4.52,3.89
1627759,Jaylen Brown,67,46,21,35.89,13571.55,2.57,1.37,1.2,4.02,4.33,3.72
1629669,Jaylen Nowell,65,34,31,19.26,7888.95,1.49,0.78,0.71,4.32,4.63,4.02
1628369,Jayson Tatum,74,52,22,36.92,13072.85,2.48,1.36,1.12,3.76,4.11,3.42
1631466,Jeenathan Williams,4,1,3,23.66,9639.0,1.83,0.88,0.95,4.38,4.2,4.56
1630288,Jeff Dowtin Jr.,25,17,8,10.35,4092.92,0.78,0.42,0.36,4.19,4.43,3.89
1628975,Jevon Carter,81,57,24,22.37,9096.56,1.72,0.88,0.84,4.32,4.45,4.2
203925,Joe Harris,74,40,34,20.64,8273.11,1.57,0.87,0.7,4.28,4.82,3.76
204060,Joe Ingles,46,32,14,22.68,8700.61,1.65,0.87,0.77,4.06,4.32,3.8
1630580,Joe Wieskamp,9,6,3,5.52,2383.11,0.45,0.25,0.21,4.62,4.91,4.33
1629723,John Konchar,72,45,27,20.75,8838.92,1.67,0.86,0.81,4.49,4.67,4.33
202322,John Wall,34,15,19,22.2,7839.12,1.48,0.8,0.69,3.7,3.99,3.4
1631098,Johnny Davis,28,10,18,15.09,6140.32,1.16,0.63,0.54,4.29,4.53,4.02
1630548,Johnny Juzang,18,6,12,12.9,5768.0,1.09,0.6,0.49,4.71,5.2,4.23
203903,Jordan Clarkson,61,30,31,32.6,13008.61,2.46,1.39,1.08,4.22,4.65,3.77
1630692,Jordan Goodwin,62,22,40,17.83,7566.44,1.43,0.78,0.65,4.47,4.79,4.13
1631160,Jordan Hall,9,1,8,9.19,3956.67,0.75,0.43,0.32,4.5,5.29,3.86
1629162,Jordan McLaughlin,42,21,21,15.67,6804.9,1.29,0.71,0.58,4.58,5.19,4.02
1629673,Jordan Poole,81,43,38,29.96,11547.99,2.19,1.25,0.94,4.08,4.72,3.46
1630648,Jordan Schakel,2,0,2,3.12,1360.0,0.26,0.13,0.13,4.38,5.43,5.11
1630631,Jose Alvarado,61,30,31,21.48,9076.75,1.72,0.9,0.82,4.47,4.7,4.25
1630528,Josh Christopher,64,16,48,12.28,4916.27,0.93,0.5,0.43,4.23,4.53,3.93
1630581,Josh Giddey,76,34,42,31.15,12674.08,2.4,1.28,1.12,4.34,4.75,3.94
1630182,Josh Green,60,27,33,25.65,10813.97,2.05,1.08,0.96,4.45,4.58,4.32
1628404,Josh Hart,76,42,34,32.29,12541.03,2.38,1.27,1.1,4.1,4.33,3.87
1629006,Josh Okogie,72,38,34,18.76,7637.83,1.45,0.74,0.71,4.31,4.36,4.24
1626196,Josh Richardson,64,24,40,23.57,9651.13,1.83,1.01,0.82,4.31,4.77,3.85
1630563,Joshua Primo,4,3,1,23.34,9947.0,1.88,1.08,0.81,4.47,5.07,3.87
201950,Jrue Holiday,67,50,17,32.57,12711.15,2.41,1.28,1.12,4.17,4.55,3.81
1630551,Justin Champagnie,5,4,1,6.86,2783.2,0.53,0.28,0.24,4.28,4.25,4.32
203200,Justin Holiday,46,18,28,15.35,6272.63,1.19,0.64,0.55,4.29,4.67,3.93
1626159,Justise Winslow,29,15,14,26.75,10341.07,1.96,1.06,0.9,4.08,4.27,3.88
1629644,KZ Okpala,35,19,16,7.09,3074.86,0.58,0.3,0.28,4.54,4.82,4.28
1629640,Keldon Johnson,61,16,45,32.79,12971.57,2.46,1.36,1.1,4.21,4.69,3.73
1626162,Kelly Oubre Jr.,48,16,32,32.24,12756.54,2.42,1.29,1.13,4.2,4.49,3.9
202689,Kemba Walker,9,5,4,15.99,6018.67,1.14,0.64,0.5,4.01,4.4,3.6
1631112,Kendall Brown,6,1,5,6.72,3001.17,0.57,0.29,0.28,4.59,4.81,4.4
1629134,Kendrick Nunn,70,30,40,13.76,5444.9,1.03,0.56,0.47,4.2,4.51,3.88
1631113,Kennedy Chandler,36,22,14,7.82,3070.92,0.58,0.31,0.27,4.1,4.34,3.85
1629026,Kenrich Williams,53,26,27,22.75,9217.11,1.75,0.91,0.83,4.29,4.64,3.97
203484,Kentavious Caldwell-Pope,76,51,25,31.33,11614.86,2.2,1.14,1.06,3.94,4.12,3.77
1631165,Keon Ellis,16,7,9,4.43,1823.44,0.35,0.18,0.17,4.26,4.4,4.12
1630553,Keon Johnson,40,13,27,10.41,4193.53,0.79,0.43,0.37,4.2,4.39,3.98
1628989,Kevin Huerter,75,44,31,29.37,12000.48,2.27,1.23,1.05,4.35,4.82,3.9
1629645,Kevin Porter Jr.,59,18,41,34.3,13296.98,2.52,1.37,1.15,4.11,4.31,3.9
1630284,Kevon Harris,34,12,22,13.44,5370.59,1.02,0.53,0.49,4.19,4.28,4.1
1630165,Killian Hayes,75,16,59,28.3,10907.15,2.07,1.13,0.94,4.11,4.42,3.79
1630184,Kira Lewis Jr.,25,11,14,9.39,3974.36,0.75,0.39,0.36,4.46,4.76,4.18
202691,Klay Thompson,68,37,31,33.18,13021.76,2.47,1.35,1.12,4.17,4.68,3.69
1628424,Kobi Simmons,5,1,4,5.55,2345.4,0.44,0.22,0.22,4.39,4.33,4.44
1627739,Kris Dunn,22,8,14,25.8,10457.91,1.98,1.05,0.93,4.25,4.73,3.81
203937,Kyle Anderson,68,35,33,28.42,10832.56,2.05,1.09,0.96,4.03,4.33,3.75
200768,Kyle Lowry,55,30,25,31.23,10880.87,2.06,1.13,0.93,3.69,3.99,3.39
202681,Kyrie Irving,60,32,28,37.34,13759.62,2.61,1.4,1.21,3.92,4.27,3.58
1630163,LaMelo Ball,36,13,23,35.21,14639.61,2.77,1.52,1.26,4.41,4.94,3.91
1629013,Landry Shamet,40,19,21,20.17,8534.15,1.62,0.91,0.7,4.47,5.06,3.88
1631311,Lester Quinones,4,4,0,4.53,2013.5,0.38,0.23,0.15,4.55,4.95,4.05
1629623,Lindell Wigginton,7,4,3,12.38,4831.57,0.92,0.49,0.42,4.11,4.24,4.09
1629022,Lonnie Walker IV,56,27,29,23.16,8743.45,1.66,0.85,0.8,4.06,4.22,3.91
1629652,Luguentz Dort,74,36,38,30.71,12220.46,2.31,1.21,1.1,4.23,4.56,3.92
1629029,Luka Doncic,66,33,33,36.22,12461.61,2.36,1.34,1.02,3.65,4.04,3.24
1628379,Luke Kennard,59,37,22,22.29,8818.49,1.67,0.9,0.77,4.18,4.55,3.81
1630644,Mac McClung,2,2,0,20.53,8480.0,1.61,0.91,0.7,4.31,4.49,4.11
1630201,Malachi Flynn,53,29,24,13.03,5259.04,1.0,0.54,0.46,4.25,4.57,3.93
1627763,Malcolm Brogdon,67,46,21,26.03,9790.06,1.85,1.03,0.83,3.98,4.4,3.55
1627736,Malik Beasley,81,45,36,25.84,9630.67,1.82,1.01,0.82,3.94,4.24,3.63
1628370,Malik Monk,77,47,30,22.33,9091.56,1.72,0.93,0.79,4.28,4.82,3.76
203935,Marcus Smart,61,43,18,32.08,11306.39,2.14,1.14,1.0,3.75,4.05,3.46
1628365,Markelle Fultz,60,29,31,29.63,12465.47,2.36,1.26,1.1,4.48,4.86,4.12
1629680,Matisse Thybulle,71,38,33,16.91,6735.45,1.28,0.64,0.63,4.23,4.29,4.18
203521,Matthew Dellavedova,32,19,13,6.65,2821.09,0.53,0.29,0.24,4.44,5.0,3.91
1631108,Max Christie,41,19,22,12.5,5208.73,0.99,0.52,0.46,4.41,4.7,4.14
1629622,Max Strus,80,42,38,28.4,11662.23,2.21,1.26,0.95,4.35,4.9,3.79
1630593,McKinley Wright IV,27,14,13,12.41,5109.89,0.97,0.51,0.46,4.37,4.65,4.09
203487,Michael Carter-Williams,4,1,3,11.12,4230.0,0.8,0.46,0.34,3.99,4.29,3.66
1628969,Mikal Bridges,27,12,15,34.19,13643.37,2.58,1.4,1.18,4.26,4.6,3.91
201144,Mike Conley,66,33,33,30.36,11917.56,2.26,1.24,1.01,4.15,4.48,3.82
1630540,Miles McBride,64,36,28,11.88,4898.45,0.93,0.49,0.44,4.34,4.49,4.2
1628420,Monte Morris,62,28,34,27.36,10607.39,2.01,1.13,0.88,4.13,4.51,3.71
1630541,Moses Moody,62,36,26,12.89,5058.52,0.96,0.52,0.44,4.13,4.46,3.8
1629642,Nassir Little,54,22,32,18.08,7166.24,1.36,0.74,0.62,4.18,4.44,3.92
1629638,Nickeil Alexander-Walker,58,28,30,14.96,6384.26,1.21,0.66,0.55,4.49,4.88,4.1
201587,Nicolas Batum,78,44,34,21.92,8709.42,1.65,0.84,0.81,4.18,4.24,4.12
1626181,Norman Powell,60,31,29,26.12,10274.15,1.95,1.06,0.89,4.13,4.44,3.8
1630534,Ochai Agbaji,59,29,30,20.49,8349.31,1.58,0.86,0.72,4.3,4.71,3.9
1629052,Oshae Brissett,65,27,38,16.66,6812.15,1.29,0.69,0.6,4.31,4.69,3.95
1628408,PJ Dozier,16,11,5,4.96,2074.06,0.39,0.22,0.18,4.36,4.72,3.87
1626192,Pat Connaughton,61,43,18,23.65,9481.52,1.8,0.96,0.83,4.26,4.65,3.89
201976,Patrick Beverley,67,34,33,27.11,10590.72,2.01,1.04,0.96,4.19,4.38,4.0
201988,Patty Mills,40,18,22,14.17,5730.33,1.09,0.58,0.5,4.32,4.63,4.01
1630202,Payton Pritchard,48,32,16,13.39,5443.56,1.03,0.56,0.47,4.31,4.58,4.03
1631212,Peyton Watson,23,13,10,8.09,3284.26,0.62,0.33,0.29,4.28,4.6,3.97
1629656,Quentin Grimes,71,41,30,29.87,11354.31,2.15,1.15,1.0,4.03,4.16,3.9
1631245,Quenton Jackson,9,3,6,14.95,6311.56,1.2,0.65,0.54,4.43,4.83,4.02
1630181,R.J. Hampton,47,9,38,15.95,6605.57,1.25,0.68,0.57,4.37,4.64,4.09
1629628,RJ Barrett,73,40,33,33.91,13475.75,2.55,1.39,1.16,4.21,4.5,3.91
203526,Raul Neto,48,31,17,10.53,4074.4,0.77,0.41,0.36,4.08,4.24,3.92
203493,Reggie Bullock,78,37,41,30.31,11411.85,2.16,1.14,1.03,4.0,4.05,3.95
202704,Reggie Jackson,68,36,32,24.37,9201.88,1.74,0.96,0.79,4.02,4.35,3.67
201937,Ricky Rubio,33,23,10,17.15,6895.94,1.31,0.73,0.58,4.24,4.6,3.87
203585,Rodney McGruder,32,4,28,16.37,6890.47,1.31,0.7,0.61,4.48,4.8,4.16
1629641,Romeo Langford,40,13,27,19.74,8271.08,1.57,0.81,0.75,4.45,4.67,4.24
200752,Rudy Gay,56,29,27,14.56,5682.77,1.08,0.58,0.5,4.11,4.38,3.82
201566,Russell Westbrook,73,36,37,29.12,10688.0,2.02,1.11,0.91,3.9,4.34,3.46
1627853,Ryan Arcidiacono,20,9,11,8.62,3596.8,0.68,0.39,0.29,4.42,4.88,4.0
1631157,Ryan Rollins,12,5,7,5.17,2199.42,0.42,0.22,0.19,4.47,4.7,4.23
1630240,Saben Lee,25,15,10,14.94,6189.32,1.17,0.63,0.54,4.35,4.61,4.08
1630241,Sam Merrill,5,4,1,11.7,4874.0,0.92,0.5,0.42,4.34,4.87,3.85
1630590,Scotty Pippen Jr.,6,1,5,5.25,2216.33,0.42,0.22,0.2,4.32,4.71,3.96
203552,Seth Curry,61,37,24,19.85,7452.0,1.41,0.76,0.65,3.97,4.26,3.68
1631101,Shaedon Sharpe,80,32,48,22.23,8844.61,1.68,0.89,0.79,4.21,4.38,4.03
1628983,Shai Gilgeous-Alexander,68,33,35,35.53,13399.96,2.54,1.37,1.16,3.99,4.49,3.53
1629003,Shake Milton,76,52,24,20.62,8028.2,1.52,0.82,0.7,4.11,4.41,3.8
1627885,Shaquille Harrison,4,1,3,23.91,10409.5,1.97,1.08,0.89,4.59,4.95,4.23
1630219,Skylar Mays,5,1,4,33.25,12713.8,2.41,1.32,1.09,4.09,4.48,3.69
203915,Spencer Dinwiddie,79,41,38,34.5,12441.25,2.36,1.33,1.03,3.84,4.23,3.43
1626169,Stanley Johnson,29,5,24,15.84,6563.21,1.24,0.67,0.58,4.35,4.81,3.94
1630649,Stanley Umude,1,0,1,2.12,932.0,0.18,0.08,0.09,4.66,6.81,3.54
201939,Stephen Curry,55,29,26,34.87,13830.31,2.62,1.48,1.14,4.22,4.91,3.57
1628425,Sterling Brown,4,2,2,6.09,2630.75,0.5,0.26,0.24,4.45,4.38,4.54
1629004,Svi Mykhailiuk,32,16,16,14.62,5923.22,1.12,0.6,0.52,4.27,4.61,3.94
204456,T.J. McConnell,75,31,44,20.35,8888.49,1.68,0.9,0.78,4.6,5.02,4.2
1629659,Talen Horton-Tucker,65,30,35,20.2,7736.2,1.47,0.82,0.65,4.04,4.5,3.58
1629611,Terance Mann,81,44,37,23.11,9300.15,1.76,0.93,0.83,4.25,4.42,4.08
1629056,Terence Davis,64,38,26,13.14,5468.86,1.04,0.54,0.5,4.4,4.76,4.07
203082,Terrence Ross,63,27,36,21.12,8322.51,1.58,0.86,0.72,4.19,4.5,3.86
1626179,Terry Rozier,63,19,44,35.25,14298.62,2.71,1.5,1.21,4.33,4.79,3.87
1630177,Theo Maledon,44,14,30,19.4,8028.07,1.52,0.84,0.68,4.36,4.8,3.91
1629033,Theo Pinson,40,19,21,8.07,3203.85,0.61,0.32,0.28,4.16,4.44,3.88
203501,Tim Hardaway Jr.,71,37,34,30.31,11219.96,2.12,1.16,0.97,3.94,4.18,3.67
1629027,Trae Young,73,38,35,34.8,13129.97,2.49,1.37,1.12,3.99,4.46,3.53
1630200,Tre Jones,65,19,46,29.09,12289.89,2.33,1.27,1.05,4.49,4.92,4.05
1630544,Tre Mann,67,31,36,17.66,7155.46,1.36,0.73,0.62,4.3,4.65,3.95
1630235,Trent Forrest,23,9,14,12.04,4771.96,0.9,0.48,0.43,4.18,4.4,3.96
1630243,Trevelin Queen,7,2,5,10.0,4149.57,0.79,0.43,0.36,4.4,5.01,3.83
1631309,Trevor Hudgins,5,0,5,5.67,2196.6,0.42,0.23,0.19,4.07,4.39,3.76
1631211,Trevor Keels,3,3,0,2.68,995.0,0.19,0.11,0.08,4.08,3.75,2.98
1628972,Troy Brown Jr.,76,40,36,24.47,9895.11,1.87,0.98,0.89,4.32,4.55,4.09
1629660,Ty Jerome,45,22,23,18.12,7012.13,1.33,0.76,0.57,4.08,4.59,3.55
1631102,TyTy Washington Jr.,31,6,25,13.96,5237.42,0.99,0.54,0.45,3.98,4.3,3.63
1628416,Tyler Dorsey,3,2,1,2.75,909.33,0.17,0.09,0.08,3.35,3.97,2.72
1629639,Tyler Herro,67,37,30,34.86,13990.87,2.65,1.45,1.2,4.27,4.63,3.9
1630169,Tyrese Haliburton,56,28,28,33.62,13543.96,2.57,1.43,1.13,4.28,4.91,3.68
1631213,Tyrese Martin,16,10,6,4.1,1652.75,0.31,0.17,0.15,4.21,4.49,3.93
1630178,Tyrese Maxey,60,39,21,33.6,13598.92,2.58,1.4,1.17,4.31,4.58,4.03
1626145,Tyus Jones,80,51,29,24.24,9876.26,1.87,1.02,0.86,4.31,4.7,3.93
203506,Victor Oladipo,42,23,19,26.32,9871.14,1.87,1.02,0.85,3.95,4.26,3.62
1631246,Vince Williams Jr.,15,7,8,6.97,2875.93,0.54,0.28,0.27,4.36,4.43,4.19
