PLAYER_ID,PLAYER_NAME,GP,W,L,TOUCHES,POST_TOUCHES,POST_TOUCH_FGM,POST_TOUCH_FGA,POST_TOUCH_FG_PCT,POST_TOUCH_FTM,POST_TOUCH_FTA,POST_TOUCH_FT_PCT,POST_TOUCH_PTS,POST_TOUCH_PTS_PCT,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCH_FOULS,POST_TOUCH_FOULS_PCT
201569,Eric Gordon,69,25,44,38.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203095,Evan Fournier,27,15,12,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630267,Facundo Campazzo,8,2,6,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628402,Frank Jackson,1,0,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628373,Frank Ntilikina,47,20,27,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1627832,Fred VanVleet,69,34,35,84.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1627788,Furkan Korkmaz,37,24,13,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629216,Gabe Vincent,68,37,31,43.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1628221,Gabe York,3,1,2,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202066,Garrett Temple,25,16,9,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629726,Garrison Mathews,54,16,38,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203914,Gary Harris,48,22,26,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627780,Gary Payton II,22,13,9,23.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629018,Gary Trent Jr.,66,31,35,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201588,George Hill,46,27,19,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201609,Goran Dragic,57,26,31,33.2,0.1,0.0,0.0,0.0,0.1,0.1,0.75,0.1,0.6,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.4
1628960,Grayson Allen,72,53,19,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628977,Hamidou Diallo,55,12,43,27.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.571,0.0,0.143,0.0,0.143,0.0,0.0
1630193,Immanuel Quickley,81,47,34,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1630171,Isaac Okoro,76,48,28,19.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630198,Isaiah Joe,73,36,37,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202397,Ish Smith,43,25,18,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631120,JD Davison,12,11,1,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629630,Ja Morant,61,40,21,77.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.444,0.0,0.0,0.0,0.111,0.0,0.0
1631367,Jacob Gilyard,1,0,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630702,Jaden Hardy,48,20,28,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631093,Jaden Ivey,73,16,57,58.3,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0
1630531,Jaden Springer,16,13,3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628973,Jalen Brunson,68,40,28,84.3,0.9,0.2,0.4,0.552,0.1,0.1,1.0,0.6,0.629,0.4,0.435,0.1,0.129,0.0,0.032,0.0,0.048
1630224,Jalen Green,76,20,56,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1630591,Jalen Suggs,53,20,33,43.1,0.1,0.0,0.1,0.333,0.0,0.0,0.0,0.1,0.571,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0
1631114,Jalen Williams,75,36,39,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627750,Jamal Murray,65,43,22,71.4,0.7,0.2,0.4,0.52,0.1,0.1,0.75,0.5,0.711,0.2,0.289,0.1,0.089,0.0,0.022,0.1,0.089
1631123,Jamaree Bouyea,5,2,3,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630547,James Bouknight,34,9,25,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201935,James Harden,58,39,19,93.5,0.4,0.2,0.2,0.9,0.0,0.0,0.5,0.3,0.76,0.2,0.48,0.1,0.28,0.0,0.0,0.0,0.04
1630215,Jared Butler,6,3,3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631197,Jared Rhoden,14,2,12,17.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1629633,Jarrett Culver,10,5,5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630554,Jason Preston,14,4,10,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629750,Javonte Green,32,13,19,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630206,Jay Scrubb,2,1,1,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627759,Jaylen Brown,67,46,21,64.0,0.7,0.2,0.3,0.591,0.0,0.1,0.75,0.5,0.689,0.3,0.444,0.0,0.022,0.0,0.0,0.0,0.044
1629669,Jaylen Nowell,65,34,31,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628369,Jayson Tatum,74,52,22,74.9,1.3,0.4,0.7,0.551,0.5,0.6,0.833,1.3,0.969,0.2,0.188,0.0,0.021,0.1,0.073,0.3,0.219
1631466,Jeenathan Williams,4,1,3,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630288,Jeff Dowtin Jr.,25,17,8,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628975,Jevon Carter,81,57,24,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203925,Joe Harris,74,40,34,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
204060,Joe Ingles,46,32,14,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630580,Joe Wieskamp,9,6,3,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629723,John Konchar,72,45,27,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202322,John Wall,34,15,19,55.4,0.4,0.1,0.2,0.571,0.0,0.0,0.0,0.2,0.667,0.1,0.333,0.0,0.083,0.0,0.0,0.0,0.0
1631098,Johnny Davis,28,10,18,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630548,Johnny Juzang,18,6,12,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203903,Jordan Clarkson,61,30,31,56.1,0.2,0.0,0.1,0.429,0.0,0.0,1.0,0.1,0.571,0.0,0.143,0.0,0.0,0.0,0.143,0.0,0.071
1630692,Jordan Goodwin,62,22,40,37.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631160,Jordan Hall,9,1,8,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629162,Jordan McLaughlin,42,21,21,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629673,Jordan Poole,81,43,38,65.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1630648,Jordan Schakel,2,0,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630631,Jose Alvarado,61,30,31,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630528,Josh Christopher,64,16,48,18.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1630581,Josh Giddey,76,34,42,76.7,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.667,0.1,0.19,0.0,0.0,0.0,0.0
1630182,Josh Green,60,27,33,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628404,Josh Hart,76,42,34,43.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0
1629006,Josh Okogie,72,38,34,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626196,Josh Richardson,64,24,40,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630563,Joshua Primo,4,3,1,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201950,Jrue Holiday,67,50,17,73.1,0.9,0.2,0.4,0.464,0.2,0.2,0.917,0.6,0.597,0.4,0.403,0.2,0.177,0.0,0.032,0.1,0.097
