PLAYER_ID,PLAYER_NAME,GP,W,L,STL,BLK,DREB,DEF_RIM_FGM,DEF_RIM_FGA,DEF_RIM_FG_PCT
1631121,Bryce McGowens,46,16,30,0.3,0.1,1.6,0.9,1.2,0.714
1627854,Bryn Forbes,25,9,16,0.3,0.1,0.4,0.3,0.5,0.667
1627741,Buddy Hield,80,35,45,1.2,0.3,4.2,2.7,3.8,0.704
203468,CJ McCollum,75,38,37,0.9,0.5,3.6,2.3,2.8,0.801
1630595,Cade Cunningham,12,3,9,0.8,0.6,5.2,2.8,4.1,0.694
1631216,Caleb Houstan,51,20,31,0.2,0.1,1.3,0.9,1.3,0.692
1629629,Cam Reddish,40,14,26,1.0,0.4,1.8,1.7,2.5,0.66
1630560,Cam Thomas,57,30,27,0.4,0.1,1.5,1.0,1.5,0.711
1626166,Cameron Payne,48,27,21,0.7,0.2,2.0,0.8,1.1,0.769
1627747,Caris LeVert,74,45,29,1.0,0.3,3.1,1.6,2.2,0.697
1630637,Carlik Jones,6,3,3,0.3,0.0,0.7,0.7,0.7,1.0
1630537,Chris Duarte,46,19,27,0.5,0.2,2.1,1.7,2.2,0.76
101108,Chris Paul,59,33,26,1.5,0.4,3.8,1.7,2.2,0.769
1631128,Christian Braun,76,49,27,0.5,0.2,1.8,0.8,1.2,0.667
1629632,Coby White,73,36,37,0.7,0.1,2.7,1.4,1.9,0.714
1630175,Cole Anthony,60,28,32,0.6,0.5,4.0,1.2,1.7,0.727
1629012,Collin Sexton,48,24,24,0.6,0.1,1.4,0.9,1.3,0.641
202709,Cory Joseph,62,12,50,0.5,0.1,1.4,1.1,1.4,0.753
1626156,D'Angelo Russell,71,39,32,1.0,0.4,2.5,1.9,2.5,0.764
1630227,Daishen Nix,57,15,42,0.5,0.1,1.4,0.9,1.2,0.754
203081,Damian Lillard,58,27,31,0.9,0.3,4.0,2.4,3.2,0.776
1627814,Damion Lee,74,40,34,0.4,0.1,2.5,1.7,2.1,0.796
201980,Danny Green,11,6,5,0.5,0.3,1.0,0.8,1.2,0.692
1627863,Danuel House Jr.,56,38,18,0.3,0.2,1.5,0.8,1.2,0.657
1629636,Darius Garland,69,40,29,1.2,0.1,2.3,1.0,1.3,0.731
1630561,David Duke Jr.,23,10,13,0.4,0.0,0.8,0.9,1.2,0.714
1630558,Davion Mitchell,80,47,33,0.6,0.2,1.1,0.9,1.3,0.703
1628432,Davon Reed,43,29,14,0.3,0.1,1.1,0.6,0.8,0.727
1628368,De'Aaron Fox,73,44,29,1.1,0.3,3.6,1.8,2.3,0.749
1629631,De'Andre Hunter,67,35,32,0.5,0.3,3.6,2.0,2.8,0.697
1629001,De'Anthony Melton,77,50,27,1.6,0.5,3.2,1.6,2.4,0.672
201942,DeMar DeRozan,73,36,37,1.1,0.5,4.1,2.1,2.9,0.73
1627749,Dejounte Murray,74,38,36,1.5,0.3,4.5,2.9,3.7,0.767
1626153,Delon Wright,50,26,24,1.8,0.3,2.4,1.8,2.3,0.769
203471,Dennis Schroder,67,37,30,0.7,0.1,2.1,1.2,1.6,0.781
1628372,Dennis Smith Jr.,54,19,35,1.4,0.5,2.6,1.4,2.2,0.647
1629126,Deonte Burton,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1631220,Dereon Seabron,5,2,3,0.0,0.0,0.0,0.2,0.2,1.0
201565,Derrick Rose,27,12,15,0.3,0.2,1.2,0.8,1.1,0.733
1628401,Derrick White,82,57,25,0.7,0.9,2.9,2.1,3.3,0.639
1630217,Desmond Bane,58,38,20,1.0,0.4,4.3,1.5,2.1,0.697
1626164,Devin Booker,53,34,19,1.0,0.3,3.7,1.7,2.4,0.706
1630170,Devin Vassell,38,12,26,1.1,0.4,3.7,1.8,2.6,0.691
1629653,Devon Dotson,6,1,5,0.8,0.0,0.7,0.2,0.2,1.0
1628984,Devonte' Graham,73,31,42,0.6,0.2,1.4,0.9,1.1,0.795
1628415,Dillon Brooks,73,46,27,0.9,0.2,2.7,1.2,1.7,0.71
1628378,Donovan Mitchell,68,44,24,1.5,0.4,3.3,1.6,2.0,0.788
1631495,Donovan Williams,2,1,1,0.0,0.0,1.0,0.0,0.0,0.0
1628978,Donte DiVincenzo,71,41,30,1.3,0.1,3.4,1.5,2.3,0.675
1630696,Dru Smith,15,7,8,0.7,0.3,1.5,0.6,1.0,0.6
1630613,Duane Washington Jr.,31,17,14,0.2,0.1,1.1,0.9,1.1,0.8
1629685,Dylan Windler,3,3,0,0.3,0.0,0.0,0.3,0.3,1.0
1630700,Dyson Daniels,59,33,26,0.7,0.2,2.6,1.5,2.2,0.669
1628410,Edmond Sumner,53,33,20,0.6,0.2,1.2,0.8,1.1,0.714
201569,Eric Gordon,69,25,44,0.6,0.4,1.7,0.8,1.0,0.866
203095,Evan Fournier,27,15,12,0.6,0.1,1.7,0.8,0.9,0.875
1630267,Facundo Campazzo,8,2,6,0.8,0.0,0.3,0.3,0.3,1.0
1628402,Frank Jackson,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
1628373,Frank Ntilikina,47,20,27,0.3,0.1,1.2,0.6,1.0,0.652
1627832,Fred VanVleet,69,34,35,1.8,0.6,3.6,2.0,2.7,0.755
1627788,Furkan Korkmaz,37,24,13,0.3,0.1,1.0,0.5,0.7,0.68
1629216,Gabe Vincent,68,37,31,0.9,0.1,1.7,1.1,1.4,0.742
1628221,Gabe York,3,1,2,0.7,0.0,2.0,1.3,1.7,0.8
202066,Garrett Temple,25,16,9,0.4,0.1,0.5,0.8,1.0,0.731
1629726,Garrison Mathews,54,16,38,0.4,0.1,1.1,0.5,0.7,0.718
203914,Gary Harris,48,22,26,0.9,0.3,1.6,1.0,1.3,0.742
1627780,Gary Payton II,22,13,9,1.0,0.2,2.0,1.2,1.7,0.684
1629018,Gary Trent Jr.,66,31,35,1.6,0.2,2.2,1.1,1.4,0.755
201588,George Hill,46,27,19,0.6,0.1,1.5,0.9,1.3,0.712
201609,Goran Dragic,57,26,31,0.2,0.1,1.1,0.8,1.0,0.768
1628960,Grayson Allen,72,53,19,0.9,0.2,2.4,1.2,1.6,0.761
1628977,Hamidou Diallo,55,12,43,0.9,0.3,2.4,0.9,1.4,0.61
1630193,Immanuel Quickley,81,47,34,1.0,0.2,3.4,1.7,2.5,0.692
1630171,Isaac Okoro,76,48,28,0.7,0.4,1.8,1.1,1.8,0.607
1630198,Isaiah Joe,73,36,37,0.7,0.1,2.0,1.2,1.5,0.788
202397,Ish Smith,43,25,18,0.2,0.2,1.1,0.5,0.7,0.793
1631120,JD Davison,12,11,1,0.2,0.2,0.6,0.2,0.3,0.667
1629630,Ja Morant,61,40,21,1.1,0.3,4.9,1.5,2.3,0.655
1631367,Jacob Gilyard,1,0,1,3.0,0.0,4.0,1.0,1.0,1.0
1630702,Jaden Hardy,48,20,28,0.4,0.1,1.6,1.1,1.3,0.797
1631093,Jaden Ivey,73,16,57,0.8,0.2,2.9,2.3,2.9,0.804
1630531,Jaden Springer,16,13,3,0.4,0.2,0.5,0.2,0.4,0.429
1628973,Jalen Brunson,68,40,28,0.9,0.2,3.0,1.6,2.1,0.745
1630224,Jalen Green,76,20,56,0.8,0.2,3.2,1.9,2.4,0.773
1630591,Jalen Suggs,53,20,33,1.3,0.5,2.0,1.4,2.0,0.712
1631114,Jalen Williams,75,36,39,1.4,0.5,3.4,1.5,2.4,0.626
1627750,Jamal Murray,65,43,22,1.0,0.2,3.2,2.1,2.7,0.757
1631123,Jamaree Bouyea,5,2,3,0.8,0.4,1.0,1.0,1.2,0.833
1630547,James Bouknight,34,9,25,0.4,0.1,1.9,0.9,1.5,0.596
201935,James Harden,58,39,19,1.2,0.5,5.4,1.8,2.4,0.768
1630215,Jared Butler,6,3,3,0.8,0.0,0.5,0.7,1.0,0.667
1631197,Jared Rhoden,14,2,12,0.3,0.1,1.9,0.6,0.8,0.727
1629633,Jarrett Culver,10,5,5,0.6,0.2,2.8,1.8,2.4,0.75
1630554,Jason Preston,14,4,10,0.1,0.0,1.4,0.3,0.5,0.571
1629750,Javonte Green,32,13,19,0.8,0.7,1.9,1.0,1.8,0.589
1630206,Jay Scrubb,2,1,1,1.0,0.0,3.0,1.0,1.5,0.667
1627759,Jaylen Brown,67,46,21,1.1,0.4,5.7,2.1,3.2,0.656
1629669,Jaylen Nowell,65,34,31,0.6,0.1,2.1,1.3,1.7,0.806
1628369,Jayson Tatum,74,52,22,1.1,0.7,7.7,2.1,3.2,0.677
1631466,Jeenathan Williams,4,1,3,0.8,0.5,0.8,2.0,3.0,0.667
1630288,Jeff Dowtin Jr.,25,17,8,0.4,0.1,0.7,0.2,0.4,0.545
1628975,Jevon Carter,81,57,24,0.8,0.4,2.1,0.8,1.1,0.747
203925,Joe Harris,74,40,34,0.5,0.2,1.9,1.3,1.9,0.686
204060,Joe Ingles,46,32,14,0.7,0.1,2.5,0.9,1.1,0.82
1630580,Joe Wieskamp,9,6,3,0.0,0.0,0.4,0.1,0.2,0.5
1629723,John Konchar,72,45,27,1.1,0.3,3.4,1.5,2.2,0.712
202322,John Wall,34,15,19,0.8,0.4,2.3,1.2,1.7,0.737
1631098,Johnny Davis,28,10,18,0.4,0.3,2.0,1.1,1.5,0.738
1630548,Johnny Juzang,18,6,12,0.2,0.2,1.7,0.9,1.3,0.696
203903,Jordan Clarkson,61,30,31,0.5,0.2,2.9,2.2,3.2,0.667
1630692,Jordan Goodwin,62,22,40,0.9,0.4,2.4,1.1,1.9,0.612
1631160,Jordan Hall,9,1,8,0.1,0.0,1.0,0.8,0.8,1.0
1629162,Jordan McLaughlin,42,21,21,0.7,0.1,1.1,0.5,0.7,0.75
1629673,Jordan Poole,81,43,38,0.8,0.3,2.4,1.1,1.5,0.736
1630648,Jordan Schakel,2,0,2,0.5,0.0,0.0,0.0,0.0,0.0
1630631,Jose Alvarado,61,30,31,1.1,0.2,1.9,1.2,1.4,0.835
1630528,Josh Christopher,64,16,48,0.5,0.2,0.8,0.6,0.8,0.704
1630581,Josh Giddey,76,34,42,0.8,0.4,5.9,2.0,3.1,0.651
1630182,Josh Green,60,27,33,0.7,0.1,2.1,1.3,1.7,0.78
1628404,Josh Hart,76,42,34,1.2,0.3,5.9,2.3,3.3,0.708
1629006,Josh Okogie,72,38,34,0.8,0.5,2.0,1.0,1.6,0.632
1626196,Josh Richardson,64,24,40,1.1,0.3,2.1,1.6,2.0,0.802
1630563,Joshua Primo,4,3,1,0.3,0.5,2.8,1.5,2.8,0.545
201950,Jrue Holiday,67,50,17,1.2,0.4,3.9,1.5,2.1,0.741
1630551,Justin Champagnie,5,4,1,0.2,0.0,1.0,0.6,0.6,1.0
203200,Justin Holiday,46,18,28,0.4,0.4,1.1,1.1,1.7,0.645
1626159,Justise Winslow,29,15,14,1.0,0.4,3.3,1.6,2.3,0.662
1629644,KZ Okpala,35,19,16,0.2,0.2,0.8,0.5,1.0,0.471
1629640,Keldon Johnson,61,16,45,0.7,0.2,4.2,2.5,3.3,0.759
1626162,Kelly Oubre Jr.,48,16,32,1.4,0.4,3.8,2.0,3.0,0.655
202689,Kemba Walker,9,5,4,0.2,0.2,1.4,1.2,1.7,0.733
1631112,Kendall Brown,6,1,5,0.7,0.0,0.7,0.8,0.8,1.0
1629134,Kendrick Nunn,70,30,40,0.4,0.1,1.3,0.7,1.1,0.667
1631113,Kennedy Chandler,36,22,14,0.3,0.1,0.8,0.3,0.4,0.692
1629026,Kenrich Williams,53,26,27,0.8,0.3,3.1,1.3,2.1,0.628
203484,Kentavious Caldwell-Pope,76,51,25,1.5,0.5,2.3,1.3,1.7,0.785
1631165,Keon Ellis,16,7,9,0.3,0.1,0.3,0.3,0.5,0.625
1630553,Keon Johnson,40,13,27,0.5,0.2,0.8,0.8,1.1,0.705
1628989,Kevin Huerter,75,44,31,1.1,0.3,2.8,2.0,2.6,0.764
1629645,Kevin Porter Jr.,59,18,41,1.4,0.3,4.0,2.2,2.8,0.774
1630284,Kevon Harris,34,12,22,0.5,0.1,1.2,0.8,1.0,0.771
1630165,Killian Hayes,75,16,59,1.4,0.4,2.6,2.1,3.0,0.695
1630184,Kira Lewis Jr.,25,11,14,0.4,0.1,1.1,0.6,0.8,0.7
202691,Klay Thompson,68,37,31,0.7,0.4,3.6,1.4,1.9,0.715
1628424,Kobi Simmons,5,1,4,0.0,0.4,0.6,0.2,0.8,0.25
1627739,Kris Dunn,22,8,14,1.1,0.5,4.1,1.6,2.1,0.783
203937,Kyle Anderson,68,35,33,1.1,0.9,4.4,1.6,2.6,0.606
200768,Kyle Lowry,55,30,25,1.0,0.4,3.3,2.0,2.7,0.735
202681,Kyrie Irving,60,32,28,1.1,0.8,4.1,1.7,2.5,0.667
1630163,LaMelo Ball,36,13,23,1.3,0.3,5.3,1.9,2.8,0.676
1629013,Landry Shamet,40,19,21,0.7,0.1,1.4,1.1,1.5,0.7
1631311,Lester Quinones,4,4,0,0.3,0.0,0.5,0.3,0.5,0.5
1629623,Lindell Wigginton,7,4,3,0.0,0.3,1.0,0.3,0.6,0.5
1629022,Lonnie Walker IV,56,27,29,0.5,0.3,1.7,1.3,1.7,0.737
1629652,Luguentz Dort,74,36,38,1.0,0.3,2.9,1.7,2.6,0.675
1629029,Luka Doncic,66,33,33,1.4,0.5,7.8,2.5,3.5,0.704
1628379,Luke Kennard,59,37,22,0.5,0.1,2.4,1.4,1.8,0.781
1630644,Mac McClung,2,2,0,0.0,0.0,3.5,1.0,1.5,0.667
1630201,Malachi Flynn,53,29,24,0.4,0.1,1.2,0.6,0.8,0.721
1627763,Malcolm Brogdon,67,46,21,0.7,0.3,3.6,1.5,2.1,0.715
1627736,Malik Beasley,81,45,36,0.8,0.1,3.1,1.5,2.1,0.725
1628370,Malik Monk,77,47,30,0.6,0.3,2.2,1.2,1.6,0.717
203935,Marcus Smart,61,43,18,1.5,0.4,2.4,1.5,2.2,0.689
1628365,Markelle Fultz,60,29,31,1.5,0.4,2.8,1.6,2.1,0.764
1629680,Matisse Thybulle,71,38,33,1.2,0.5,1.4,0.7,1.0,0.746
203521,Matthew Dellavedova,32,19,13,0.2,0.0,0.4,0.3,0.4,0.786
1631108,Max Christie,41,19,22,0.2,0.2,1.7,0.6,1.0,0.558
1629622,Max Strus,80,42,38,0.5,0.2,2.6,1.4,1.9,0.734
1630593,McKinley Wright IV,27,14,13,0.3,0.2,1.4,1.1,1.5,0.75
203487,Michael Carter-Williams,4,1,3,0.3,0.3,1.0,0.8,1.0,0.75
1628969,Mikal Bridges,27,12,15,1.0,0.6,3.6,2.2,3.6,0.615
201144,Mike Conley,66,33,33,1.1,0.2,2.2,1.7,2.5,0.693
1630540,Miles McBride,64,36,28,0.6,0.1,0.6,0.7,1.1,0.583
1628420,Monte Morris,62,28,34,0.7,0.2,3.0,1.2,1.8,0.682
1630541,Moses Moody,62,36,26,0.3,0.1,1.2,0.9,1.3,0.654
1629642,Nassir Little,54,22,32,0.4,0.4,2.1,1.4,2.2,0.661
1629638,Nickeil Alexander-Walker,58,28,30,0.5,0.4,1.5,1.1,1.4,0.738
201587,Nicolas Batum,78,44,34,0.7,0.6,3.0,1.7,2.8,0.607
1626181,Norman Powell,60,31,29,0.8,0.3,2.5,1.4,1.8,0.745
1630534,Ochai Agbaji,59,29,30,0.3,0.3,1.3,1.1,1.6,0.656
1629052,Oshae Brissett,65,27,38,0.5,0.2,2.4,1.1,1.7,0.636
1628408,PJ Dozier,16,11,5,0.4,0.1,0.8,0.3,0.4,0.714
1626192,Pat Connaughton,61,43,18,0.6,0.2,3.8,1.3,2.1,0.595
201976,Patrick Beverley,67,34,33,0.9,0.6,3.0,1.6,2.1,0.739
201988,Patty Mills,40,18,22,0.4,0.1,0.9,0.5,0.7,0.778
1630202,Payton Pritchard,48,32,16,0.3,0.0,1.3,0.7,0.8,0.8
1631212,Peyton Watson,23,13,10,0.1,0.5,1.3,1.0,1.6,0.649
1629656,Quentin Grimes,71,41,30,0.7,0.4,2.5,1.6,2.3,0.687
1631245,Quenton Jackson,9,3,6,0.4,0.1,0.7,1.0,1.1,0.9
1630181,R.J. Hampton,47,9,38,0.6,0.2,1.5,0.9,1.3,0.694
1629628,RJ Barrett,73,40,33,0.4,0.2,4.2,1.6,2.6,0.617
203526,Raul Neto,48,31,17,0.4,0.1,0.8,0.4,0.6,0.778
203493,Reggie Bullock,78,37,41,0.7,0.2,3.2,1.5,2.1,0.701
202704,Reggie Jackson,68,36,32,0.7,0.1,1.8,1.3,1.9,0.706
201937,Ricky Rubio,33,23,10,0.8,0.2,1.8,0.8,1.2,0.658
203585,Rodney McGruder,32,4,28,0.5,0.0,1.7,0.9,1.2,0.789
1629641,Romeo Langford,40,13,27,0.6,0.3,1.4,0.9,1.5,0.627
200752,Rudy Gay,56,29,27,0.3,0.3,2.3,1.0,1.5,0.643
201566,Russell Westbrook,73,36,37,1.0,0.5,4.6,1.5,2.2,0.665
1627853,Ryan Arcidiacono,20,9,11,0.3,0.0,0.8,0.4,0.5,0.778
1631157,Ryan Rollins,12,5,7,0.1,0.1,0.8,0.3,0.4,0.8
1630240,Saben Lee,25,15,10,0.8,0.0,1.3,0.6,0.8,0.75
1630241,Sam Merrill,5,4,1,0.8,0.0,1.8,0.2,0.4,0.5
1630590,Scotty Pippen Jr.,6,1,5,0.3,0.2,0.3,0.3,0.5,0.667
203552,Seth Curry,61,37,24,0.6,0.1,1.4,0.7,1.0,0.721
1631101,Shaedon Sharpe,80,32,48,0.5,0.3,2.2,1.5,2.1,0.711
1628983,Shai Gilgeous-Alexander,68,33,35,1.6,1.0,4.0,2.4,3.8,0.63
1629003,Shake Milton,76,52,24,0.3,0.2,2.0,1.0,1.2,0.811
1627885,Shaquille Harrison,4,1,3,2.3,0.3,4.5,1.8,2.3,0.778
1630219,Skylar Mays,5,1,4,1.0,0.0,3.0,2.4,3.0,0.8
203915,Spencer Dinwiddie,79,41,38,0.8,0.3,3.1,1.3,2.0,0.629
1626169,Stanley Johnson,29,5,24,0.5,0.2,2.5,0.9,1.5,0.568
1630649,Stanley Umude,1,0,1,1.0,1.0,0.0,0.0,1.0,0.0
201939,Stephen Curry,55,29,26,0.9,0.3,5.4,1.7,2.3,0.722
1628425,Sterling Brown,4,2,2,0.8,0.0,1.3,0.0,0.0,0.0
1629004,Svi Mykhailiuk,32,16,16,0.5,0.1,1.2,0.9,1.3,0.725
204456,T.J. McConnell,75,31,44,1.1,0.1,2.5,0.9,1.2,0.761
1629659,Talen Horton-Tucker,65,30,35,0.6,0.4,2.6,1.2,1.7,0.676
1629611,Terance Mann,81,44,37,0.5,0.3,2.5,1.5,2.0,0.723
1629056,Terence Davis,64,38,26,0.7,0.2,1.9,0.6,1.0,0.612
203082,Terrence Ross,63,27,36,0.6,0.2,2.1,1.0,1.4,0.733
1626179,Terry Rozier,63,19,44,1.2,0.3,3.3,1.1,1.4,0.791
1630177,Theo Maledon,44,14,30,0.8,0.3,2.5,1.2,1.7,0.707
1629033,Theo Pinson,40,19,21,0.2,0.0,1.3,0.8,1.0,0.842
203501,Tim Hardaway Jr.,71,37,34,0.7,0.2,3.2,1.8,2.4,0.756
1629027,Trae Young,73,38,35,1.1,0.1,2.2,1.0,1.3,0.779
1630200,Tre Jones,65,19,46,1.4,0.1,2.7,1.6,2.1,0.734
1630544,Tre Mann,67,31,36,0.6,0.2,1.9,1.0,1.4,0.714
1630235,Trent Forrest,23,9,14,0.3,0.1,1.4,0.8,1.1,0.76
1630243,Trevelin Queen,7,2,5,0.3,0.7,1.3,0.4,1.1,0.375
1631309,Trevor Hudgins,5,0,5,0.0,0.0,0.0,0.4,0.4,1.0
1631211,Trevor Keels,3,3,0,0.0,0.0,0.7,0.0,0.0,0.0
1628972,Troy Brown Jr.,76,40,36,0.8,0.2,3.2,2.1,2.8,0.763
1629660,Ty Jerome,45,22,23,0.5,0.1,1.6,1.2,1.5,0.779
1631102,TyTy Washington Jr.,31,6,25,0.5,0.1,1.4,0.9,1.2,0.75
1628416,Tyler Dorsey,3,2,1,0.0,0.0,0.3,0.3,0.3,1.0
1629639,Tyler Herro,67,37,30,0.8,0.2,5.0,2.0,2.8,0.725
1630169,Tyrese Haliburton,56,28,28,1.6,0.4,3.1,1.2,1.7,0.708
1631213,Tyrese Martin,16,10,6,0.1,0.0,0.4,0.3,0.3,1.0
1630178,Tyrese Maxey,60,39,21,0.8,0.1,2.6,1.0,1.3,0.738
1626145,Tyus Jones,80,51,29,1.0,0.1,2.2,0.6,0.7,0.857
203506,Victor Oladipo,42,23,19,1.4,0.3,2.7,1.4,1.9,0.713
1631246,Vince Williams Jr.,15,7,8,0.4,0.1,0.7,0.7,0.9,0.714
1630249,Vit Krejci,29,15,14,0.2,0.0,0.7,0.2,0.4,0.385
1631111,Wendell Moore Jr.,28,15,13,0.3,0.2,0.5,0.4,0.7,0.632
202083,Wesley Matthews,52,37,15,0.4,0.3,1.5,0.7,1.0,0.642
203115,Will Barton,56,27,29,0.5,0.2,2.2,1.1,1.5,0.702
1629875,Xavier Moon,4,2,2,0.0,0.0,0.8,0.8,0.8,1.0
1629139,Yuta Watanabe,58,30,28,0.4,0.3,1.9,1.3,2.1,0.631
203897,Zach LaVine,76,37,39,0.9,0.2,3.9,1.5,2.0,0.76
