PLAYER_ID,PLAYER_NAME,GP,W,L,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST,DREB,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST,REB,REB_CONTEST,REB_UNCONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST
1629614,Andrew Nembhard,71,30,41,0.5,0.1,0.4,0.171,1.3,0.385,0.1,0.422,16.5,2.3,0.4,1.9,0.165,3.8,0.603,0.3,0.646,8.5,2.8,0.5,2.3,0.166,5.0,0.556,0.4,0.599,9.9
1629014,Anfernee Simons,57,26,31,0.3,0.1,0.2,0.389,1.2,0.261,0.1,0.29,13.5,2.5,0.5,2.0,0.189,3.9,0.641,0.3,0.701,9.0,2.8,0.6,2.2,0.211,5.1,0.557,0.5,0.612,9.5
1630162,Anthony Edwards,76,39,37,0.6,0.2,0.4,0.378,1.9,0.304,0.1,0.321,12.9,5.4,1.0,4.4,0.189,8.5,0.634,0.7,0.688,6.4,6.0,1.2,4.7,0.208,10.2,0.585,0.8,0.633,7.0
1630559,Austin Reaves,57,32,25,0.6,0.2,0.4,0.333,1.4,0.402,0.1,0.44,10.6,2.8,0.2,2.5,0.088,4.9,0.578,0.5,0.645,8.7,3.4,0.4,2.9,0.13,6.2,0.545,0.6,0.607,9.1
203085,Austin Rivers,36,16,20,0.1,0.0,0.1,0.2,0.6,0.238,0.0,0.25,11.7,2.2,0.2,2.0,0.09,3.3,0.655,0.3,0.709,9.4,2.3,0.2,2.1,0.096,3.8,0.61,0.3,0.659,9.6
1630245,Ayo Dosunmu,66,33,33,0.7,0.2,0.4,0.364,1.6,0.415,0.1,0.44,13.4,2.6,0.4,2.2,0.139,4.3,0.605,0.5,0.678,9.5,3.3,0.6,2.7,0.184,5.9,0.561,0.6,0.62,10.3
1627732,Ben Simmons,42,24,18,1.0,0.5,0.5,0.5,2.3,0.421,0.0,0.43,7.0,5.3,1.2,4.1,0.229,8.3,0.643,0.6,0.697,6.1,6.3,1.7,4.6,0.27,9.9,0.631,0.7,0.678,6.3
1631097,Bennedict Mathurin,76,32,44,1.1,0.7,0.5,0.575,3.2,0.357,0.1,0.367,8.2,3.0,0.5,2.6,0.156,5.1,0.597,0.5,0.662,8.2,4.2,1.1,3.1,0.27,8.2,0.513,0.6,0.553,8.2
1631104,Blake Wesley,24,6,18,0.5,0.3,0.2,0.583,1.8,0.279,0.0,0.279,10.7,2.6,0.3,2.3,0.113,4.0,0.639,0.3,0.681,7.2,3.1,0.6,2.5,0.189,5.8,0.529,0.3,0.552,7.8
203992,Bogdan Bogdanovic,51,26,25,0.5,0.1,0.4,0.217,1.0,0.434,0.1,0.46,16.6,2.8,0.6,2.1,0.232,4.6,0.604,0.5,0.673,6.5,3.2,0.7,2.5,0.23,5.5,0.589,0.5,0.652,7.9
1630538,Bones Hyland,49,33,16,0.4,0.2,0.2,0.5,1.2,0.339,0.0,0.351,10.8,2.3,0.4,2.0,0.157,3.9,0.605,0.2,0.646,8.2,2.8,0.6,2.2,0.207,5.0,0.556,0.3,0.59,8.6
203078,Bradley Beal,49,23,26,0.8,0.3,0.5,0.39,1.9,0.432,0.0,0.436,11.2,3.2,0.7,2.5,0.219,5.0,0.628,0.4,0.68,7.5,4.0,1.0,3.0,0.255,6.9,0.583,0.4,0.62,8.3
1630527,Brandon Boston Jr.,15,6,9,0.5,0.2,0.3,0.429,1.1,0.438,0.1,0.5,7.2,1.5,0.3,1.2,0.217,3.1,0.489,0.1,0.5,7.6,2.0,0.5,1.5,0.267,4.1,0.492,0.2,0.517,7.5
1628971,Bruce Brown,76,49,27,0.8,0.5,0.3,0.603,2.2,0.38,0.1,0.391,7.4,3.5,0.6,2.9,0.17,5.9,0.592,0.5,0.643,7.0,4.3,1.1,3.2,0.253,7.9,0.549,0.5,0.59,7.1
1631121,Bryce McGowens,37,12,25,0.5,0.3,0.3,0.5,1.5,0.37,0.0,0.377,10.4,2.0,0.4,1.6,0.178,3.3,0.593,0.3,0.652,9.0,2.5,0.6,1.9,0.247,4.5,0.554,0.3,0.596,9.3
1627854,Bryn Forbes,11,4,7,0.4,0.1,0.3,0.25,0.5,0.8,0.0,0.8,18.5,1.0,0.4,0.6,0.364,1.6,0.611,0.1,0.647,9.4,1.4,0.5,0.9,0.333,2.1,0.652,0.1,0.682,11.8
1627741,Buddy Hield,79,35,44,0.8,0.3,0.6,0.313,2.2,0.383,0.1,0.392,13.0,4.2,0.6,3.6,0.144,7.2,0.588,0.7,0.653,7.0,5.1,0.9,4.2,0.173,9.2,0.553,0.8,0.603,8.0
203468,CJ McCollum,72,36,36,0.8,0.2,0.6,0.255,1.7,0.462,0.0,0.47,14.6,3.8,0.5,3.3,0.125,5.9,0.638,0.4,0.683,9.1,4.6,0.7,3.9,0.146,7.5,0.607,0.4,0.643,10.0
1630595,Cade Cunningham,12,3,9,1.0,0.4,0.6,0.417,2.7,0.375,0.2,0.4,9.9,5.2,1.4,3.8,0.274,8.1,0.639,0.3,0.667,6.6,6.2,1.8,4.3,0.297,10.7,0.578,0.5,0.607,7.1
1631216,Caleb Houstan,41,14,27,0.8,0.3,0.5,0.382,2.0,0.415,0.1,0.43,9.9,1.6,0.3,1.3,0.2,2.8,0.57,0.3,0.65,8.5,2.4,0.6,1.8,0.263,4.7,0.518,0.4,0.569,9.0
1629629,Cam Reddish,31,12,19,0.6,0.2,0.4,0.389,1.4,0.429,0.1,0.45,13.4,2.3,0.5,1.7,0.229,3.5,0.636,0.3,0.693,9.3,2.8,0.7,2.1,0.261,4.9,0.583,0.4,0.629,10.2
1630560,Cam Thomas,42,23,19,0.2,0.1,0.1,0.375,0.7,0.258,0.0,0.276,10.7,2.1,0.4,1.6,0.195,3.8,0.54,0.3,0.592,7.5,2.3,0.5,1.7,0.211,4.4,0.511,0.4,0.559,7.7
1626166,Cameron Payne,42,24,18,0.3,0.1,0.2,0.333,1.3,0.218,0.0,0.226,12.5,2.2,0.1,2.1,0.064,3.7,0.61,0.4,0.676,8.5,2.5,0.2,2.3,0.094,4.8,0.53,0.4,0.579,9.0
1627747,Caris LeVert,72,44,28,0.7,0.4,0.4,0.509,1.8,0.408,0.1,0.427,9.6,3.2,0.5,2.6,0.166,5.0,0.638,0.4,0.696,8.1,3.9,0.9,3.0,0.23,6.5,0.601,0.5,0.651,8.4
1630637,Carlik Jones,3,2,1,0.3,0.3,0.0,1.0,1.3,0.25,0.0,0.25,8.9,1.3,0.3,1.0,0.25,2.0,0.667,0.0,0.667,8.1,1.7,0.7,1.0,0.4,3.3,0.5,0.0,0.5,8.2
1630537,Chris Duarte,41,17,24,0.5,0.1,0.3,0.316,1.7,0.268,0.0,0.268,13.8,2.3,0.4,2.0,0.167,4.1,0.565,0.5,0.64,6.9,2.8,0.5,2.3,0.191,5.6,0.5,0.5,0.548,8.1
101108,Chris Paul,58,33,25,0.5,0.1,0.4,0.222,1.0,0.458,0.1,0.482,14.5,3.9,0.6,3.2,0.165,6.1,0.631,0.4,0.675,8.6,4.3,0.7,3.6,0.171,7.1,0.611,0.4,0.652,9.2
1631128,Christian Braun,57,37,20,0.8,0.5,0.4,0.542,2.1,0.41,0.1,0.425,8.6,2.3,0.4,1.9,0.173,3.5,0.668,0.3,0.727,7.0,3.2,0.9,2.3,0.271,5.4,0.593,0.4,0.635,7.4
1629632,Coby White,64,30,34,0.2,0.0,0.2,0.2,0.8,0.3,0.0,0.319,13.9,3.1,0.6,2.4,0.204,5.0,0.607,0.4,0.656,8.0,3.3,0.7,2.6,0.204,5.7,0.58,0.4,0.626,8.4
1630175,Cole Anthony,59,28,31,0.8,0.4,0.4,0.489,1.8,0.431,0.1,0.456,10.5,4.1,0.5,3.6,0.129,6.7,0.609,0.7,0.681,7.1,4.9,0.9,3.9,0.188,8.4,0.583,0.8,0.646,7.7
1629012,Collin Sexton,38,20,18,1.0,0.4,0.6,0.459,2.2,0.451,0.1,0.463,9.6,1.8,0.2,1.6,0.118,2.7,0.654,0.2,0.694,10.4,2.8,0.7,2.1,0.238,4.9,0.565,0.2,0.59,10.1
202709,Cory Joseph,50,10,40,0.4,0.1,0.3,0.238,1.1,0.396,0.1,0.429,13.5,1.7,0.3,1.4,0.2,3.6,0.472,0.4,0.538,9.0,2.1,0.4,1.7,0.208,4.6,0.461,0.5,0.52,9.9
1626156,D'Angelo Russell,66,37,29,0.5,0.2,0.3,0.371,1.1,0.467,0.0,0.486,15.8,2.7,0.4,2.3,0.161,5.2,0.522,0.6,0.592,8.8,3.3,0.6,2.6,0.195,6.3,0.518,0.7,0.58,10.0
1630227,Daishen Nix,44,11,33,0.4,0.1,0.3,0.333,0.9,0.439,0.0,0.45,12.4,1.8,0.5,1.4,0.25,3.0,0.606,0.2,0.645,7.3,2.2,0.6,1.6,0.265,3.9,0.57,0.2,0.601,8.2
203081,Damian Lillard,58,27,31,0.8,0.3,0.5,0.364,2.4,0.314,0.1,0.328,16.7,4.0,0.8,3.3,0.193,6.7,0.604,0.5,0.656,7.7,4.8,1.1,3.7,0.22,8.9,0.538,0.6,0.579,9.1
1627814,Damion Lee,66,35,31,0.6,0.2,0.4,0.333,1.4,0.419,0.0,0.429,10.0,2.8,0.5,2.3,0.167,4.4,0.639,0.4,0.702,7.2,3.4,0.7,2.7,0.196,5.7,0.603,0.4,0.652,7.7
201980,Danny Green,5,2,3,0.6,0.2,0.4,0.333,1.6,0.375,0.0,0.375,12.3,2.2,0.4,1.8,0.182,3.4,0.647,0.4,0.733,6.8,2.8,0.6,2.2,0.214,5.0,0.56,0.4,0.609,8.0
1627863,Danuel House Jr.,44,30,14,0.2,0.0,0.2,0.222,0.7,0.281,0.0,0.281,9.8,1.9,0.2,1.7,0.106,3.2,0.603,0.2,0.639,7.1,2.1,0.3,1.9,0.117,3.8,0.563,0.2,0.591,7.4
1629636,Darius Garland,64,37,27,0.4,0.1,0.3,0.321,1.7,0.255,0.0,0.262,14.3,2.5,0.3,2.1,0.121,4.2,0.59,0.3,0.643,10.7,2.9,0.4,2.4,0.151,5.8,0.495,0.4,0.53,11.2
1630561,David Duke Jr.,9,5,4,1.2,0.2,1.0,0.182,2.3,0.524,0.2,0.579,11.7,2.0,0.4,1.6,0.222,3.1,0.643,0.4,0.75,7.1,3.2,0.7,2.6,0.207,5.3,0.604,0.7,0.69,8.8
1630558,Davion Mitchell,56,36,20,0.3,0.1,0.2,0.188,0.8,0.364,0.0,0.381,16.2,1.6,0.3,1.3,0.157,2.5,0.636,0.2,0.701,8.8,1.9,0.3,1.6,0.162,3.3,0.577,0.3,0.629,9.9
1628432,Davon Reed,28,20,8,0.4,0.1,0.3,0.3,0.9,0.4,0.1,0.435,16.6,1.8,0.3,1.4,0.184,2.9,0.598,0.4,0.681,5.7,2.1,0.4,1.7,0.203,3.6,0.578,0.4,0.656,7.6
1628368,De'Aaron Fox,72,43,29,0.6,0.2,0.4,0.275,1.6,0.345,0.1,0.357,15.4,3.7,0.6,3.1,0.162,5.7,0.65,0.4,0.702,7.9,4.3,0.8,3.5,0.176,7.2,0.591,0.5,0.632,8.8
1629631,De'Andre Hunter,66,34,32,0.7,0.3,0.4,0.37,2.1,0.336,0.0,0.341,12.6,3.6,1.0,2.7,0.265,6.3,0.575,0.7,0.65,6.4,4.3,1.2,3.1,0.282,8.1,0.534,0.8,0.589,7.3
1629001,De'Anthony Melton,75,49,26,0.9,0.5,0.5,0.507,2.1,0.439,0.0,0.448,10.2,3.2,0.7,2.5,0.23,5.3,0.606,0.6,0.681,7.3,4.2,1.2,2.9,0.292,7.3,0.566,0.6,0.619,8.0
201942,DeMar DeRozan,71,36,35,0.5,0.2,0.3,0.353,1.8,0.26,0.1,0.281,11.7,4.2,0.7,3.5,0.177,6.8,0.622,0.6,0.683,8.2,4.7,0.9,3.8,0.195,8.3,0.564,0.7,0.62,8.6
1627749,Dejounte Murray,73,38,35,0.7,0.3,0.5,0.377,2.0,0.358,0.0,0.366,9.7,4.6,1.0,3.6,0.217,7.8,0.591,1.0,0.673,6.9,5.3,1.3,4.1,0.239,9.7,0.549,1.0,0.613,7.3
1626153,Delon Wright,46,24,22,1.3,0.7,0.6,0.534,2.2,0.58,0.0,0.586,8.6,2.7,0.3,2.4,0.115,4.3,0.613,0.4,0.67,9.4,3.9,1.0,3.0,0.25,6.4,0.608,0.4,0.647,9.1
203471,Dennis Schroder,60,34,26,0.4,0.1,0.3,0.143,1.2,0.292,0.0,0.3,17.4,2.4,0.2,2.2,0.083,4.0,0.595,0.4,0.667,10.5,2.8,0.3,2.5,0.091,5.2,0.534,0.5,0.587,11.4
1628372,Dennis Smith Jr.,51,17,34,0.5,0.2,0.3,0.444,1.7,0.314,0.0,0.321,12.9,2.7,0.5,2.3,0.164,5.1,0.543,0.8,0.639,7.8,3.3,0.7,2.6,0.21,6.6,0.497,0.8,0.566,8.6
1631220,Dereon Seabron,1,1,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.5,0.0,0.5,1.8
201565,Derrick Rose,18,6,12,0.4,0.2,0.3,0.375,0.9,0.471,0.0,0.471,9.5,1.8,0.3,1.5,0.156,2.8,0.627,0.1,0.64,10.7,2.2,0.4,1.8,0.2,3.8,0.588,0.1,0.597,10.4
1628401,Derrick White,77,53,24,0.7,0.3,0.4,0.442,1.5,0.441,0.1,0.473,8.9,3.1,0.7,2.4,0.22,5.5,0.572,0.6,0.638,7.8,3.8,1.0,2.8,0.259,6.9,0.55,0.7,0.608,8.0
1630217,Desmond Bane,57,38,19,0.8,0.2,0.5,0.302,2.4,0.321,0.1,0.331,14.5,4.4,1.0,3.3,0.238,6.9,0.631,0.6,0.687,6.6,5.1,1.3,3.8,0.247,9.0,0.568,0.6,0.611,7.8
1626164,Devin Booker,51,33,18,0.9,0.4,0.5,0.478,2.4,0.38,0.1,0.4,11.7,3.8,0.5,3.3,0.129,6.2,0.616,0.5,0.667,7.9,4.7,0.9,3.8,0.196,8.5,0.553,0.6,0.594,8.7
1630170,Devin Vassell,37,12,25,0.2,0.1,0.1,0.625,1.2,0.182,0.1,0.195,9.4,3.8,0.8,2.9,0.221,5.9,0.642,0.5,0.697,6.3,4.0,1.0,3.0,0.243,6.9,0.583,0.5,0.632,6.5
1629653,Devon Dotson,3,0,3,2.0,0.7,1.3,0.333,3.0,0.667,0.0,0.667,14.2,1.3,0.0,1.3,0.0,2.7,0.5,0.0,0.5,11.6,3.3,0.7,2.7,0.2,5.3,0.625,0.0,0.625,13.2
1628984,Devonte' Graham,57,26,31,0.3,0.0,0.3,0.105,0.7,0.475,0.1,0.514,17.9,1.8,0.3,1.5,0.165,2.9,0.617,0.3,0.687,9.1,2.1,0.3,1.8,0.156,3.6,0.595,0.4,0.659,10.5
1628415,Dillon Brooks,70,43,27,0.6,0.2,0.4,0.333,1.8,0.363,0.1,0.378,11.1,2.8,0.4,2.4,0.141,4.9,0.575,0.5,0.634,7.9,3.5,0.6,2.9,0.176,6.5,0.54,0.5,0.588,8.5
1628378,Donovan Mitchell,67,43,24,0.9,0.4,0.5,0.46,2.1,0.453,0.1,0.467,10.9,3.4,0.6,2.8,0.173,5.4,0.624,0.3,0.657,8.6,4.3,1.0,3.3,0.235,7.4,0.584,0.3,0.611,9.1
1631495,Donovan Williams,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.6,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.6
1628978,Donte DiVincenzo,66,38,28,1.2,0.6,0.5,0.532,2.3,0.507,0.1,0.52,9.9,3.7,0.4,3.3,0.1,6.2,0.594,0.6,0.657,6.9,4.8,1.0,3.8,0.204,8.3,0.578,0.7,0.627,7.6
1630696,Dru Smith,11,6,5,0.2,0.0,0.2,0.0,0.6,0.286,0.0,0.286,15.2,2.0,0.5,1.5,0.227,3.1,0.647,0.4,0.733,9.0,2.2,0.5,1.7,0.208,3.5,0.615,0.4,0.686,9.5
1630613,Duane Washington Jr.,20,10,10,0.1,0.1,0.1,0.5,1.0,0.1,0.0,0.1,17.3,1.7,0.1,1.7,0.029,2.2,0.791,0.0,0.791,9.9,1.8,0.1,1.7,0.056,3.1,0.59,0.0,0.59,10.3
1630700,Dyson Daniels,52,30,22,0.7,0.3,0.4,0.5,1.7,0.419,0.0,0.429,10.5,2.9,0.8,2.2,0.257,5.0,0.589,0.3,0.633,6.6,3.6,1.1,2.5,0.303,6.4,0.566,0.4,0.603,7.4
1628410,Edmond Sumner,39,26,13,0.3,0.1,0.2,0.385,1.1,0.31,0.1,0.333,10.1,1.7,0.2,1.5,0.136,2.9,0.574,0.2,0.617,8.7,2.0,0.4,1.7,0.177,4.0,0.503,0.3,0.541,8.9
201569,Eric Gordon,56,19,37,0.3,0.0,0.3,0.125,1.0,0.286,0.0,0.286,17.0,2.1,0.2,1.9,0.102,3.2,0.659,0.3,0.715,11.2,2.4,0.3,2.1,0.104,4.1,0.588,0.3,0.626,11.9
203095,Evan Fournier,23,12,11,0.2,0.0,0.1,0.25,0.4,0.444,0.0,0.444,7.2,2.0,0.3,1.7,0.133,3.1,0.625,0.3,0.692,9.4,2.1,0.3,1.8,0.143,3.5,0.613,0.3,0.671,9.2
1630267,Facundo Campazzo,1,0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,13.1,2.0,0.0,2.0,0.0,4.0,0.5,0.0,0.5,13.1
1628402,Frank Jackson,1,0,1,1.0,1.0,0.0,1.0,3.0,0.333,0.0,0.333,2.4,1.0,0.0,1.0,0.0,2.0,0.5,0.0,0.5,40.0,2.0,1.0,1.0,0.5,5.0,0.4,0.0,0.4,21.2
1628373,Frank Ntilikina,32,13,19,0.2,0.1,0.1,0.429,0.7,0.333,0.0,0.35,11.0,1.7,0.3,1.5,0.145,3.0,0.579,0.3,0.64,8.6,1.9,0.3,1.6,0.177,3.4,0.569,0.3,0.626,8.9
1627832,Fred VanVleet,67,33,34,0.4,0.1,0.4,0.2,1.7,0.263,0.1,0.28,15.1,3.7,0.7,3.0,0.184,6.2,0.601,0.7,0.674,9.4,4.2,0.8,3.4,0.186,7.9,0.531,0.8,0.589,10.0
1627788,Furkan Korkmaz,21,14,7,0.3,0.1,0.2,0.333,0.7,0.4,0.0,0.4,16.7,1.7,0.3,1.4,0.167,2.6,0.667,0.2,0.735,8.6,2.0,0.4,1.6,0.19,3.3,0.609,0.2,0.656,9.8
1629216,Gabe Vincent,60,34,26,0.5,0.1,0.3,0.296,1.0,0.466,0.0,0.466,16.3,2.0,0.3,1.6,0.169,3.3,0.59,0.3,0.641,10.6,2.4,0.5,2.0,0.193,4.2,0.571,0.3,0.609,11.7
1628221,Gabe York,2,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,2.5,0.167,3.5,0.857,0.0,0.857,8.2,3.0,0.5,2.5,0.167,4.0,0.75,0.0,0.75,8.2
202066,Garrett Temple,12,6,6,0.4,0.2,0.3,0.4,0.8,0.5,0.0,0.5,11.0,1.0,0.3,0.7,0.333,1.7,0.6,0.2,0.667,7.8,1.4,0.5,0.9,0.353,2.5,0.567,0.2,0.607,8.7
1629726,Garrison Mathews,40,11,29,0.3,0.1,0.2,0.455,0.9,0.324,0.1,0.355,13.7,1.6,0.2,1.4,0.113,2.7,0.569,0.3,0.646,8.1,1.8,0.3,1.5,0.164,3.5,0.529,0.4,0.598,8.9
203914,Gary Harris,41,18,23,0.5,0.2,0.3,0.333,1.3,0.404,0.1,0.429,13.0,1.9,0.4,1.5,0.195,2.9,0.658,0.2,0.706,12.0,2.4,0.5,1.9,0.224,4.0,0.59,0.3,0.632,12.2
1627780,Gary Payton II,21,13,8,1.1,0.7,0.4,0.625,2.3,0.49,0.1,0.511,6.2,2.1,0.6,1.6,0.267,3.7,0.584,0.3,0.634,5.7,3.3,1.3,2.0,0.391,6.0,0.552,0.4,0.59,5.8
1629018,Gary Trent Jr.,62,29,33,0.5,0.1,0.4,0.267,1.1,0.441,0.1,0.469,15.4,2.3,0.4,1.9,0.161,3.4,0.671,0.2,0.722,8.9,2.8,0.5,2.3,0.179,4.5,0.616,0.3,0.66,10.1
201588,George Hill,37,22,15,0.4,0.1,0.3,0.333,1.3,0.306,0.1,0.326,12.4,1.9,0.4,1.5,0.2,3.3,0.574,0.2,0.609,9.6,2.3,0.5,1.8,0.224,4.5,0.506,0.3,0.538,10.1
201609,Goran Dragic,36,15,21,0.4,0.1,0.3,0.25,0.9,0.471,0.1,0.5,14.5,1.8,0.3,1.5,0.143,3.1,0.568,0.3,0.618,8.8,2.2,0.4,1.8,0.165,4.0,0.549,0.3,0.594,10.0
1628960,Grayson Allen,69,51,18,0.9,0.3,0.6,0.311,2.0,0.442,0.1,0.473,13.0,2.6,0.3,2.2,0.136,4.6,0.553,0.5,0.615,8.3,3.4,0.6,2.8,0.181,6.4,0.534,0.6,0.588,9.5
1628977,Hamidou Diallo,52,12,40,1.1,0.6,0.5,0.571,2.0,0.549,0.0,0.56,8.2,2.6,0.6,1.9,0.231,4.0,0.641,0.2,0.677,6.1,3.7,1.2,2.4,0.332,5.8,0.629,0.3,0.657,6.7
1630193,Immanuel Quickley,81,47,34,0.7,0.1,0.6,0.155,1.5,0.475,0.0,0.487,15.7,3.4,0.4,3.0,0.111,5.5,0.63,0.5,0.689,8.2,4.2,0.5,3.6,0.119,6.9,0.603,0.5,0.651,9.5
1630171,Isaac Okoro,63,40,23,0.8,0.4,0.4,0.462,1.9,0.433,0.0,0.444,9.4,2.1,0.5,1.7,0.215,4.0,0.531,0.4,0.584,9.5,3.0,0.8,2.1,0.283,5.8,0.51,0.4,0.548,9.5
1630198,Isaiah Joe,60,30,30,0.5,0.2,0.3,0.407,1.1,0.403,0.1,0.422,11.3,2.5,0.3,2.2,0.122,4.4,0.563,0.6,0.652,7.1,2.9,0.5,2.4,0.166,5.4,0.543,0.7,0.618,7.8
202397,Ish Smith,25,12,13,0.2,0.0,0.2,0.2,0.6,0.313,0.1,0.357,12.8,2.0,0.5,1.5,0.245,3.2,0.613,0.4,0.69,6.5,2.2,0.5,1.6,0.241,3.8,0.563,0.4,0.635,7.0
1631120,JD Davison,5,5,0,0.4,0.0,0.4,0.0,0.4,1.0,0.0,1.0,15.7,1.4,0.0,1.4,0.0,2.0,0.7,0.2,0.778,6.9,1.8,0.0,1.8,0.0,2.4,0.75,0.2,0.818,8.9
1629630,Ja Morant,61,40,21,1.0,0.6,0.4,0.59,3.2,0.316,0.1,0.326,8.5,4.9,0.7,4.1,0.149,7.9,0.613,0.7,0.671,7.6,5.9,1.3,4.6,0.224,10.9,0.537,0.8,0.579,7.8
1631367,Jacob Gilyard,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,7.0,0.571,0.0,0.571,12.2,4.0,0.0,4.0,0.0,8.0,0.5,1.0,0.571,12.2
1630702,Jaden Hardy,35,13,22,0.3,0.0,0.3,0.0,1.3,0.25,0.1,0.275,13.9,2.2,0.5,1.7,0.231,3.6,0.614,0.3,0.661,7.9,2.5,0.5,2.0,0.202,4.8,0.53,0.4,0.574,8.6
1631093,Jaden Ivey,72,16,56,1.0,0.4,0.7,0.356,2.7,0.372,0.2,0.397,11.4,2.9,0.4,2.6,0.127,5.4,0.541,0.7,0.624,7.8,4.0,0.7,3.2,0.186,8.1,0.488,0.9,0.548,8.7
1630531,Jaden Springer,9,8,1,0.7,0.3,0.3,0.5,1.3,0.5,0.0,0.5,4.9,0.9,0.2,0.7,0.25,1.9,0.471,0.0,0.471,6.6,1.6,0.6,1.0,0.357,3.1,0.5,0.0,0.5,5.9
1628973,Jalen Brunson,66,39,27,0.6,0.1,0.5,0.225,1.5,0.404,0.1,0.421,12.2,3.0,0.5,2.5,0.164,5.2,0.581,0.4,0.632,9.3,3.7,0.6,3.0,0.174,6.7,0.544,0.5,0.586,9.8
